x	y	RR	N_pairs	N_x	N_y	N_total	date	country	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed	RR_lower	RR_upper	nRR_fixed_lower	nRR_fixed_upper
26-45y	18-25y	0.9764482621208768	595	4517	1250	9266	2021-05-23	Mexico	1.0763176956421094	2370	1.34023488	226	0.8081332655147564	0.9072119375853496	0.9248431461083559	1.0157824660666217	0.83669235962430355	0.9542616628276631
26-45y	26-45y	1.0763176956421094	2370	4517	4517	9266	2021-05-23	Mexico	1.0763176956421094	2370	1.0763176956421094	2370	1	1	1.0598005514920763	1.1118207394213657	1	1
26-45y	46-65y	0.9083395968226116	1076	4517	2430	9266	2021-05-23	Mexico	1.0763176956421094	2370	1.2239802536876154	780	0.7897582111806771	0.8439326051224257	0.8704847444238007	0.9272106412647099	0.7885291711004071	0.8722068983884012
26-45y	6-11y	1.1210942125613317	94	4517	172	9266	2021-05-23	Mexico	1.0763176956421094	2370	3.132132233639805	10	0.5327824882795378	1.041601580184473	1.0113529554981218	1.268465361851025	0.9236169480701958	1.173012896711278
26-45y	65-80y	0.8182075060534215	140	4517	351	9266	2021-05-23	Mexico	1.0763176956421094	2370	2.707583542341377	36	0.43246768591109425	0.7601914466019212	0.7645458681572004	0.9283096921867441	0.6904990662178834	0.8697997705559528
26-45y	81y+	0.5318372021198381	21	4517	81	9266	2021-05-23	Mexico	1.0763176956421094	2370	14.122999542752629	10	0.06998172270217154	0.49412659874792336	0.38156596152242617	0.6430528528398338	0.3492277901479766	0.5907632740749782
46-65y	0-5y	0.7767604023776863	22	2430	108	9266	2021-05-23	Mexico	1.2239802536876154	780	9.533007544581618	12	0.14441968642981348	0.7216832033169228	0.524809463818529	1.0460803797782032	0.48721850643045295	0.9729647096210325
46-65y	12-17y	0.8544927435994975	80	2430	357	9266	2021-05-23	Mexico	1.2239802536876154	780	2.035708401007462	28	0.5242787481367172	0.7939038325387043	0.7549670822826133	0.9283275405508118	0.6992895514787205	0.8729614476389189
46-65y	18-25y	0.9243124279835392	303	2430	1250	9266	2021-05-23	Mexico	1.2239802536876154	780	1.34023488	226	0.7209320433689813	0.8587728620703509	0.8618796163848186	0.9981116166029952	0.7919087611979408	0.9077283623005046
46-65y	26-45y	0.9083395968226116	1076	2430	4517	9266	2021-05-23	Mexico	1.2239802536876154	780	1.0763176956421094	2370	0.7897582111806771	0.8439326051224257	0.8704847444238007	0.9272106412647099	0.7885291711004071	0.8722068983884012
46-65y	46-65y	1.2239802536876154	780	2430	2430	9266	2021-05-23	Mexico	1.2239802536876154	780	1.2239802536876154	780	1	1.1371923537477595	1.1812057821526545	1.3163788435879455	1.083409143172921	1.202967053125466
46-65y	6-11y	0.6207507895492391	28	2430	172	9266	2021-05-23	Mexico	1.2239802536876154	780	3.132132233639805	10	0.28500218548308637	0.5767356534809285	0.39539732779413794	0.761676010876131	0.36723248847536283	0.6978829361516761
46-65y	65-80y	1.2167387710597588	112	2430	351	9266	2021-05-23	Mexico	1.2239802536876154	780	2.707583542341377	36	0.6189591898718289	1.1304643377937562	1.0978507899232754	1.302638291687272	1.0205541659625086	1.198891911364412
46-65y	81y+	1.3652136361327034	29	2430	81	9266	2021-05-23	Mexico	1.2239802536876154	780	14.122999542752629	10	0.17791300363207188	1.2684114008905565	1.17280261098457	1.7067152028150383	1.0783250132441724	1.591699484468982
6-11y	0-5y	2.4941322136089576	5	172	108	9266	2021-05-23	Mexico	3.132132233639805	10	9.533007544581618	12	0.393857826645986	2.317282549295084	1.0771111396853978	3.469235031887954	0.990036879711705	3.244906817985023
6-11y	12-17y	1.5090384991205783	10	172	357	9266	2021-05-23	Mexico	3.132132233639805	10	2.035708401007462	28	0.5840112363385905	1.4020381763028773	0.869217162747665	2.1789209827357237	0.791322180565291	2.02566582347407
6-11y	18-25y	0.8619581395348838	20	172	1250	9266	2021-05-23	Mexico	3.132132233639805	10	1.34023488	226	0.38545947487454135	0.8008398849381148	0.5418153969316979	1.094980009212572	0.49812423478651485	1.0081655840117048
6-11y	26-45y	1.1210942125613317	94	172	4517	9266	2021-05-23	Mexico	3.132132233639805	10	1.0763176956421094	2370	0.5327824882795378	1.041601580184473	1.0113529554981218	1.268465361851025	0.9236169480701958	1.173012896711278
6-11y	46-65y	0.6207507895492391	28	172	2430	9266	2021-05-23	Mexico	3.132132233639805	10	1.2239802536876154	780	0.28500218548308637	0.5767356534809285	0.39539732779413794	0.761676010876131	0.36723248847536283	0.6978829361516761
6-11y	6-11y	3.132132233639805	10	172	172	9266	2021-05-23	Mexico	3.132132233639805	10	3.132132233639805	10	1	2.910044354303065	0.6526893383241124	5.930216874072645	0.5999266142954944	5.50196837444402
6-11y	65-80y	0.6139435499900616	4	172	351	9266	2021-05-23	Mexico	3.132132233639805	10	2.707583542341377	36	0.21026487368279753	0.5704110900302491	0.2455904231264282	1.038525383889933	0.22669306347968438	0.9567172867108477
6-11y	81y+	0.6651593453919036	1	172	81	9266	2021-05-23	Mexico	3.132132233639805	10	14.122999542752629	10	0.07709698819013827	0.6179953633439826	1.5330769989155084e-4	1.0928314296261141	1.421275443029874e-4	1.0101612330260537
65-80y	0-5y	2.637965600928564e-5	0	351	108	9266	2021-05-23	Mexico	2.707583542341377	36	9.533007544581618	12	4.310193163378825e-6	2.4509172446103907e-5	4.688259655522052e-5	1.8885716064867935e-4	4.304522304876139e-5	1.7262985440393946e-4
65-80y	12-17y	1.257096570822061	17	351	357	9266	2021-05-23	Mexico	2.707583542341377	36	2.035708401007462	28	0.5300523711532421	1.1679605156655002	1.061810902869542	1.6302137987604812	0.9868358671001941	1.4953334996647336
65-80y	18-25y	0.7180512820512821	34	351	1250	9266	2021-05-23	Mexico	2.707583542341377	36	1.34023488	226	0.3547843342419199	0.6671369289556344	0.5499562554557083	0.8664651774078254	0.49646903223696087	0.7985217575233132
65-80y	26-45y	0.8182075060534215	140	351	4517	9266	2021-05-23	Mexico	2.707583542341377	36	1.0763176956421094	2370	0.43246768591109425	0.7601914466019212	0.7645458681572004	0.9283096921867441	0.6904990662178834	0.8697997705559528
65-80y	46-65y	1.2167387710597588	112	351	2430	9266	2021-05-23	Mexico	2.707583542341377	36	1.2239802536876154	780	0.6189591898718289	1.1304643377937562	1.0978507899232754	1.302638291687272	1.0205541659625086	1.198891911364412
65-80y	6-11y	0.6139435499900616	4	351	172	9266	2021-05-23	Mexico	2.707583542341377	36	3.132132233639805	10	0.21026487368279753	0.5704110900302491	0.2455904231264282	1.038525383889933	0.22669306347968438	0.9567172867108477
65-80y	65-80y	2.707583542341377	36	351	351	9266	2021-05-23	Mexico	2.707583542341377	36	2.707583542341377	36	1	2.515598836016616	2.082713274314483	3.9849084187729913	1.9154744279211113	3.651398617519055
65-80y	81y+	2.6073300270831137	8	351	81	9266	2021-05-23	Mexico	2.707583542341377	36	14.122999542752629	10	0.3098324061502413	2.4224539256763156	1.192582617442886	3.7993421618801833	1.0936725675660148	3.4795326894196625
81y+	0-5y	1.1431184270690445e-4	0	81	108	9266	2021-05-23	Mexico	14.122999542752629	10	9.533007544581618	12	9.6645086624199215e-06	1.0620641393311691e-4	1.8705609584657832e-4	6.390633176347462e-4	1.7296861284978504e-4	5.833123293352451e-4
81y+	12-17y	0.640903274890203	2	81	357	9266	2021-05-23	Mexico	14.122999542752629	10	2.035708401007462	28	0.07932605467229782	0.5954592008336842	8.396886758443004e-5	1.1913905132136882	7.732864948521962e-5	1.1104649240137177
81y+	18-25y	0.9151703703703704	10	81	1250	9266	2021-05-23	Mexico	14.122999542752629	10	1.34023488	226	0.11836726332283848	0.8502790338538457	0.5443800284928755	1.2573255465870181	0.5064660740288003	1.151906460632046
81y+	26-45y	0.5318372021198381	21	81	4517	9266	2021-05-23	Mexico	14.122999542752629	10	1.0763176956421094	2370	0.06998172270217154	0.49412659874792336	0.38156596152242617	0.6430528528398338	0.3492277901479766	0.5907632740749782
81y+	46-65y	1.3652136361327034	29	81	2430	9266	2021-05-23	Mexico	14.122999542752629	10	1.2239802536876154	780	0.17791300363207188	1.2684114008905565	1.17280261098457	1.7067152028150383	1.0783250132441724	1.591699484468982
81y+	6-11y	0.6651593453919036	1	81	172	9266	2021-05-23	Mexico	14.122999542752629	10	3.132132233639805	10	0.07709698819013827	0.6179953633439826	1.5330769989155084e-4	1.0928314296261141	1.421275443029874e-4	1.0101612330260537
81y+	65-80y	2.6073300270831137	8	81	351	9266	2021-05-23	Mexico	14.122999542752629	10	2.707583542341377	36	0.3098324061502413	2.4224539256763156	1.192582617442886	3.7993421618801833	1.0936725675660148	3.4795326894196625
81y+	81y+	14.122999542752629	10	81	81	9266	2021-05-23	Mexico	14.122999542752629	10	14.122999542752629	10	1	13.121590028608727	6.656494088514814	23.497955140322812	6.0518471003214795	21.71330346412352
0-5y	0-5y	2.374769033693908	38	2780	2780	482978	2020-11-08	USA	2.374769033693908	38	2.374769033693908	38	1	2.2616659642411734	1.5746273171805845	3.2695536310879882	1.5055540813754713	3.1155032158087534
0-5y	12-17y	1.234781344506424	193	2780	27155	482978	2020-11-08	USA	2.374769033693908	38	1.3230586740921857	2020	0.6678414691449717	1.1759724421731237	1.1130309410938368	1.385256806217363	1.059410209265092	1.3193442749970896
0-5y	18-25y	0.9935215119516002	567	2780	99149	482978	2020-11-08	USA	2.374769033693908	38	1.2605888833211367	25658	0.5465880029592082	0.9462030860437728	0.9185560573948651	1.0569128751738004	0.87482433226358	1.0082292213225408
0-5y	26-45y	0.9834511004039128	990	2780	174890	482978	2020-11-08	USA	2.374769033693908	38	1.0500087418924762	66496	0.5743152781558377	0.9366122977522988	0.9651441556438449	1.0254303860217233	0.9218660768048921	0.9764998869280448
0-5y	46-65y	0.9956368722455092	629	2780	109757	482978	2020-11-08	USA	2.374769033693908	38	1.053710490850421	26282	0.5808037441191001	0.9482176981222364	0.9331973158532092	1.0407171406606897	0.8914889106106876	0.993461591319104
0-5y	6-11y	1.5498859476650415	85	2780	9528	482978	2020-11-08	USA	2.374769033693908	38	1.7024479112691675	320	0.7602666076328092	1.4760695657367722	1.2092762819072518	1.8029383161588997	1.154023259559944	1.7122827177087776
0-5y	65-80y	0.8530382392942684	241	2780	49083	482978	2020-11-08	USA	2.374769033693908	38	1.275837377147269	6364	0.4673405693700681	0.8124106069410438	0.724753042066528	0.9078302533731986	0.687818017273437	0.867408751426761
0-5y	81y+	0.6043742779375597	37	2780	10636	482978	2020-11-08	USA	2.374769033693908	38	6.182145951836992	1448	0.14125985333721586	0.5755897582797928	0.5034919625290685	0.7431685326128435	0.4800932008258196	0.7070308095586031
12-17y	0-5y	1.234781344506424	193	27155	2780	482978	2020-11-08	USA	1.3230586740921857	2020	2.374769033693908	38	0.6678414691449717	1.1759724421731237	1.1130309410938368	1.385256806217363	1.059410209265092	1.3193442749970896
12-17y	12-17y	1.3230586740921857	2020	27155	27155	482978	2020-11-08	USA	1.3230586740921857	2020	1.3230586740921857	2020	1	1.2600453894389296	1.2755225978497453	1.4330680614325582	1.211040884996203	1.3642282465873632
12-17y	18-25y	0.955770055018697	5328	27155	99149	482978	2020-11-08	USA	1.3230586740921857	2020	1.2605888833211367	25658	0.7398610172477147	0.910249616870876	0.8878793356229104	0.9900944153214065	0.8453530140778389	0.9474650932631554
12-17y	26-45y	0.9692839768952174	9531	27155	174890	482978	2020-11-08	USA	1.3230586740921857	2020	1.0500087418924762	66496	0.816903869115771	0.9231199115049604	0.9530961394388049	0.9767119759499457	0.9048330875481909	0.936952557886982
12-17y	46-65y	1.026091807333603	6332	27155	109757	482978	2020-11-08	USA	1.3230586740921857	2020	1.053710490850421	26282	0.8634341293790562	0.97722215672627	1.007110373613739	1.0592926446026238	0.9592297746622644	1.0085684767604093
12-17y	6-11y	1.2450925325134603	667	27155	9528	482978	2020-11-08	USA	1.3230586740921857	2020	1.7024479112691675	320	0.8230638389866549	1.185792539469125	1.2050278102249201	1.3579541589869546	1.14715365817003	1.2929720318003688
12-17y	65-80y	0.9609924205472464	2652	27155	49083	482978	2020-11-08	USA	1.3230586740921857	2020	1.275837377147269	6364	0.7395389439211574	0.9152232569180406	0.9248067102678373	1.0044181621200445	0.8849114537049249	0.9586536360377544
12-17y	81y+	0.7224086905441434	432	27155	10636	482978	2020-11-08	USA	1.3230586740921857	2020	6.182145951836992	1448	0.19250872602416377	0.6880025486665139	0.651034974075029	0.8254220696705145	0.6207734068355009	0.7859381212832521
18-25y	0-5y	0.9935215119516002	567	99149	2780	482978	2020-11-08	USA	1.2605888833211367	25658	2.374769033693908	38	0.5465880029592082	0.9462030860437728	0.9185560573948651	1.0569128751738004	0.87482433226358	1.0082292213225408
18-25y	12-17y	0.955770055018697	5328	99149	27155	482978	2020-11-08	USA	1.2605888833211367	25658	1.3230586740921857	2020	0.7398610172477147	0.910249616870876	0.8878793356229104	0.9900944153214065	0.8453530140778389	0.9474650932631554
18-25y	18-25y	1.2605888833211367	25658	99149	99149	482978	2020-11-08	USA	1.2605888833211367	25658	1.2605888833211367	25658	1	1.2005508459378376	1.2168589361880757	1.2897702731303582	1.1615842514927568	1.2300623881453758
18-25y	26-45y	0.982769898971588	35284	99149	174890	482978	2020-11-08	USA	1.2605888833211367	25658	1.0500087418924762	66496	0.8506629525170846	0.9359635398847244	0.9722770529638751	0.9928005619783009	0.9257372980197093	0.9495136335483123
18-25y	46-65y	0.912227446267188	20554	99149	109757	482978	2020-11-08	USA	1.2605888833211367	25658	1.053710490850421	26282	0.7883400535367082	0.8687808109321462	0.8930917633053	0.9340987026106227	0.8474477468661982	0.8902121955678526
18-25y	6-11y	0.9141232960927382	1788	99149	9528	482978	2020-11-08	USA	1.2605888833211367	25658	1.7024479112691675	320	0.6170178499043127	0.8705863671622146	0.8744742946755593	0.9646164386931269	0.8310596546883748	0.9233405520079523
18-25y	65-80y	0.8598572447785982	8664	99149	49083	482978	2020-11-08	USA	1.2605888833211367	25658	1.275837377147269	6364	0.678006893541472	0.8189048438100051	0.8419319847227569	0.8968713049658767	0.8010688003625548	0.8539240956262699
18-25y	81y+	0.5981413951948835	1306	99149	10636	482978	2020-11-08	USA	1.2605888833211367	25658	6.182145951836992	1448	0.16073161504273192	0.5696537288983208	0.56178751886239	0.6650541070604661	0.5347298748424549	0.6339727806953959
26-45y	0-5y	0.9834511004039128	990	174890	2780	482978	2020-11-08	USA	1.0500087418924762	66496	2.374769033693908	38	0.5743152781558377	0.9366122977522988	0.9651441556438449	1.0254303860217233	0.9218660768048921	0.9764998869280448
26-45y	12-17y	0.9692839768952174	9531	174890	27155	482978	2020-11-08	USA	1.0500087418924762	66496	1.3230586740921857	2020	0.816903869115771	0.9231199115049604	0.9530961394388049	0.9767119759499457	0.9048330875481909	0.936952557886982
26-45y	18-25y	0.982769898971588	35284	174890	99149	482978	2020-11-08	USA	1.0500087418924762	66496	1.2605888833211367	25658	0.8506629525170846	0.9359635398847244	0.9722770529638751	0.9928005619783009	0.9257372980197093	0.9495136335483123
26-45y	26-45y	1.0500087418924762	66496	174890	174890	482978	2020-11-08	USA	1.0500087418924762	66496	1.0500087418924762	66496	1	1	1.0420563372839442	1.0564852769494575	1	1
26-45y	46-65y	0.9931852879746944	39473	174890	109757	482978	2020-11-08	USA	1.0500087418924762	66496	1.053710490850421	26282	0.9442184798393914	0.9458828753983836	0.9870816666848311	1.0009731128670847	0.9356892719431171	0.9577353417335572
26-45y	6-11y	0.963433266245464	3324	174890	9528	482978	2020-11-08	USA	1.0500087418924762	66496	1.7024479112691675	320	0.7000533615225543	0.9175478525150432	0.9322575728298245	0.9853362762014024	0.8821214400473105	0.9396324616143028
26-45y	65-80y	0.9400603564309106	16708	174890	49083	482978	2020-11-08	USA	1.0500087418924762	66496	1.275837377147269	6364	0.808359889964712	0.8952881237318073	0.9295119738352896	0.9557343939397702	0.882221820751127	0.9165585068644386
26-45y	81y+	0.8007527006015128	3084	174890	10636	482978	2020-11-08	USA	1.0500087418924762	66496	6.182145951836992	1448	0.22144235971495288	0.7626152703817318	0.7753555190749944	0.8211660818166495	0.7377770184075918	0.78673033226242
46-65y	0-5y	0.9956368722455092	629	109757	2780	482978	2020-11-08	USA	1.053710490850421	26282	2.374769033693908	38	0.5808037441191001	0.9482176981222364	0.9331973158532092	1.0407171406606897	0.8914889106106876	0.993461591319104
46-65y	12-17y	1.026091807333603	6332	109757	27155	482978	2020-11-08	USA	1.053710490850421	26282	1.3230586740921857	2020	0.8634341293790562	0.97722215672627	1.007110373613739	1.0592926446026238	0.9592297746622644	1.0085684767604093
46-65y	18-25y	0.912227446267188	20554	109757	99149	482978	2020-11-08	USA	1.053710490850421	26282	1.2605888833211367	25658	0.7883400535367082	0.8687808109321462	0.8930917633053	0.9340987026106227	0.8474477468661982	0.8902121955678526
46-65y	26-45y	0.9931852879746944	39473	109757	174890	482978	2020-11-08	USA	1.053710490850421	26282	1.0500087418924762	66496	0.9442184798393914	0.9458828753983836	0.9870816666848311	1.0009731128670847	0.9356892719431171	0.9577353417335572
46-65y	46-65y	1.053710490850421	26282	109757	109757	482978	2020-11-08	USA	1.053710490850421	26282	1.053710490850421	26282	1	1.0035254458465486	1.037738218165263	1.067146044352349	0.9888515820165491	1.0125989819775563
46-65y	6-11y	1.0363733229334413	2244	109757	9528	482978	2020-11-08	USA	1.053710490850421	26282	1.7024479112691675	320	0.7520419161224055	0.98701399482212	1.0001998942185693	1.0652988344149759	0.9551856191664887	1.0104861725107648
46-65y	65-80y	1.055303506726272	11771	109757	49083	482978	2020-11-08	USA	1.053710490850421	26282	1.275837377147269	6364	0.906015730540308	1.0050425911923864	1.0358624290707794	1.0669522921632526	0.9879803027034006	1.0170688294924968
46-65y	81y+	1.0227400404510134	2472	109757	10636	482978	2020-11-08	USA	1.053710490850421	26282	6.182145951836992	1448	0.2826866587395052	0.9740300243669257	0.9646261743021366	1.0694333195317434	0.9183779993092551	1.0160380907452524
6-11y	0-5y	1.5498859476650415	85	9528	2780	482978	2020-11-08	USA	1.7024479112691675	320	2.374769033693908	38	0.7602666076328092	1.4760695657367722	1.2092762819072518	1.8029383161588997	1.154023259559944	1.7122827177087776
6-11y	12-17y	1.2450925325134603	667	9528	27155	482978	2020-11-08	USA	1.7024479112691675	320	1.3230586740921857	2020	0.8230638389866549	1.185792539469125	1.2050278102249201	1.3579541589869546	1.14715365817003	1.2929720318003688
6-11y	18-25y	0.9141232960927382	1788	9528	99149	482978	2020-11-08	USA	1.7024479112691675	320	1.2605888833211367	25658	0.6170178499043127	0.8705863671622146	0.8744742946755593	0.9646164386931269	0.8310596546883748	0.9233405520079523
6-11y	26-45y	0.963433266245464	3324	9528	174890	482978	2020-11-08	USA	1.7024479112691675	320	1.0500087418924762	66496	0.7000533615225543	0.9175478525150432	0.9322575728298245	0.9853362762014024	0.8821214400473105	0.9396324616143028
6-11y	46-65y	1.0363733229334413	2244	9528	109757	482978	2020-11-08	USA	1.7024479112691675	320	1.053710490850421	26282	0.7520419161224055	0.98701399482212	1.0001998942185693	1.0652988344149759	0.9551856191664887	1.0104861725107648
6-11y	6-11y	1.7024479112691675	320	9528	9528	482978	2020-11-08	USA	1.7024479112691675	320	1.7024479112691675	320	1	1.6213654642539186	1.5801888861066993	2.175859660992567	1.5139098824575599	2.0664600435004026
6-11y	65-80y	0.9945366429211828	963	9528	49083	482978	2020-11-08	USA	1.7024479112691675	320	1.275837377147269	6364	0.6678585471910793	0.9471698693943124	0.9290362866609833	1.0262714327473978	0.8906214851806029	0.9786256626941825
6-11y	81y+	0.6529318370131508	137	9528	10636	482978	2020-11-08	USA	1.7024479112691675	320	6.182145951836992	1448	0.16562218634199286	0.6218346676203319	0.5724139194620304	0.7635232071243968	0.5457056907110626	0.7226937388710621
65-80y	0-5y	0.8530382392942684	241	49083	2780	482978	2020-11-08	USA	1.275837377147269	6364	2.374769033693908	38	0.4673405693700681	0.8124106069410438	0.724753042066528	0.9078302533731986	0.687818017273437	0.867408751426761
65-80y	12-17y	0.9609924205472464	2652	49083	27155	482978	2020-11-08	USA	1.275837377147269	6364	1.3230586740921857	2020	0.7395389439211574	0.9152232569180406	0.9248067102678373	1.0044181621200445	0.8849114537049249	0.9586536360377544
65-80y	18-25y	0.8598572447785982	8664	49083	99149	482978	2020-11-08	USA	1.275837377147269	6364	1.2605888833211367	25658	0.678006893541472	0.8189048438100051	0.8419319847227569	0.8968713049658767	0.8010688003625548	0.8539240956262699
65-80y	26-45y	0.9400603564309106	16708	49083	174890	482978	2020-11-08	USA	1.275837377147269	6364	1.0500087418924762	66496	0.808359889964712	0.8952881237318073	0.9295119738352896	0.9557343939397702	0.882221820751127	0.9165585068644386
65-80y	46-65y	1.055303506726272	11771	49083	109757	482978	2020-11-08	USA	1.275837377147269	6364	1.053710490850421	26282	0.906015730540308	1.0050425911923864	1.0358624290707794	1.0669522921632526	0.9879803027034006	1.0170688294924968
65-80y	6-11y	0.9945366429211828	963	49083	9528	482978	2020-11-08	USA	1.275837377147269	6364	1.7024479112691675	320	0.6678585471910793	0.9471698693943124	0.9290362866609833	1.0262714327473978	0.8906214851806029	0.9786256626941825
65-80y	65-80y	1.275837377147269	6364	49083	49083	482978	2020-11-08	USA	1.275837377147269	6364	1.275837377147269	6364	1	1.2150731001036927	1.2266419012220542	1.3132055162542124	1.1686457650343895	1.2488663299143044
65-80y	81y+	1.5912791345437796	1720	49083	10636	482978	2020-11-08	USA	1.275837377147269	6364	6.182145951836992	1448	0.426731748878957	1.5154913202681992	1.4863224626078537	1.6703056822950355	1.418001892410564	1.6018387983064957
81y+	0-5y	0.6043742779375597	37	10636	2780	482978	2020-11-08	USA	6.182145951836992	1448	2.374769033693908	38	0.14125985333721586	0.5755897582797928	0.5034919625290685	0.7431685326128435	0.4800932008258196	0.7070308095586031
81y+	12-17y	0.7224086905441434	432	10636	27155	482978	2020-11-08	USA	6.182145951836992	1448	1.3230586740921857	2020	0.19250872602416377	0.6880025486665139	0.651034974075029	0.8254220696705145	0.6207734068355009	0.7859381212832521
81y+	18-25y	0.5981413951948835	1306	10636	99149	482978	2020-11-08	USA	6.182145951836992	1448	1.2605888833211367	25658	0.16073161504273192	0.5696537288983208	0.56178751886239	0.6650541070604661	0.5347298748424549	0.6339727806953959
81y+	26-45y	0.8007527006015128	3084	10636	174890	482978	2020-11-08	USA	6.182145951836992	1448	1.0500087418924762	66496	0.22144235971495288	0.7626152703817318	0.7753555190749944	0.8211660818166495	0.7377770184075918	0.78673033226242
81y+	46-65y	1.0227400404510134	2472	10636	109757	482978	2020-11-08	USA	6.182145951836992	1448	1.053710490850421	26282	0.2826866587395052	0.9740300243669257	0.9646261743021366	1.0694333195317434	0.9183779993092551	1.0160380907452524
81y+	6-11y	0.6529318370131508	137	10636	9528	482978	2020-11-08	USA	6.182145951836992	1448	1.7024479112691675	320	0.16562218634199286	0.6218346676203319	0.5724139194620304	0.7635232071243968	0.5457056907110626	0.7226937388710621
81y+	65-80y	1.5912791345437796	1720	10636	49083	482978	2020-11-08	USA	6.182145951836992	1448	1.275837377147269	6364	0.426731748878957	1.5154913202681992	1.4863224626078537	1.6703056822950355	1.418001892410564	1.6018387983064957
81y+	81y+	6.182145951836992	1448	10636	10636	482978	2020-11-08	USA	6.182145951836992	1448	6.182145951836992	1448	1	5.8877090305883	5.212295582146586	7.170321167581412	4.964302703000672	6.809755440936803
0-5y	0-5y	1.9304453667919423	48	3114	3114	389990	2020-12-06	USA	1.9304453667919423	48	1.9304453667919423	48	1	1.7918586043873428	1.363585281518072	3.875565745156455	1.269384635178496	3.6214975474439344
0-5y	12-17y	1.141691285746113	213	3114	23365	389990	2020-12-06	USA	1.9304453667919423	48	1.2930058086464449	1810	0.7083658002611711	1.0597292153975293	1.0178512669626474	1.22414362335313	0.9417390684528539	1.1443346206176095
0-5y	18-25y	1.0346487214799434	573	3114	69358	389990	2020-12-06	USA	1.9304453667919423	48	1.205187106820891	14866	0.6599298420250349	0.9603712417840272	0.8852581871730612	1.147647006294477	0.825368228411743	1.0618733806860723
0-5y	26-45y	0.9579678409142102	1107	3114	144721	389990	2020-12-06	USA	1.9304453667919423	48	1.0773424655635615	57858	0.6369916325939732	0.8891952851901125	0.9263475089657234	0.9765781450208786	0.8555975827769542	0.9062943738051366
0-5y	46-65y	1.011358665538654	740	3114	91635	389990	2020-12-06	USA	1.9304453667919423	48	1.0429490729976694	22456	0.6802721172843886	0.9387531800388176	0.9702118700331185	1.0777126793592835	0.8929467001365412	1.0054269527942479
0-5y	6-11y	1.3744608609998177	102	3114	9294	389990	2020-12-06	USA	1.9304453667919423	48	1.5079766088841895	334	0.7994718918870005	1.2757882520492982	1.2493914877913275	1.6601724057027383	1.1609581839712662	1.5517670140422388
0-5y	65-80y	0.9050229361864666	289	3114	39992	389990	2020-12-06	USA	1.9304453667919423	48	1.3167428951133295	5400	0.5574194430325076	0.8400512976280442	0.7971753976331305	1.0306274123342378	0.7386941708872454	0.9600630019305422
0-5y	81y+	0.6180215078495644	42	3114	8511	389990	2020-12-06	USA	1.9304453667919423	48	5.717640006703193	1062	0.1616146990177051	0.5736537151408723	0.40462435315277256	0.7626346753356477	0.3735561980216364	0.713609861951322
12-17y	0-5y	1.141691285746113	213	23365	3114	389990	2020-12-06	USA	1.2930058086464449	1810	1.9304453667919423	48	0.7083658002611711	1.0597292153975293	1.0178512669626474	1.22414362335313	0.9417390684528539	1.1443346206176095
12-17y	12-17y	1.2930058086464449	1810	23365	23365	389990	2020-12-06	USA	1.2930058086464449	1810	1.2930058086464449	1810	1	1.200180861681776	1.2170751866909246	1.341045614121684	1.1298419448997772	1.2384852548633534
12-17y	18-25y	0.9890834762256931	4110	23365	69358	389990	2020-12-06	USA	1.2930058086464449	1810	1.205187106820891	14866	0.7918391490920276	0.9180771275996256	0.9494624119904895	1.0264864687174895	0.8813897919030216	0.9498211898133262
12-17y	26-45y	0.9260140776374316	8029	23365	144721	389990	2020-12-06	USA	1.2930058086464449	1810	1.0773424655635615	57858	0.7813316614378577	0.8595354840607998	0.9134289912627359	0.9371802860510605	0.8403921683815156	0.8753998589440521
12-17y	46-65y	1.0420732543938598	5721	23365	91635	389990	2020-12-06	USA	1.2930058086464449	1810	1.0429490729976694	22456	0.8922032378128962	0.9672627671357478	1.0232262774968452	1.0662337318211277	0.9530833483099667	0.9881476139278509
12-17y	6-11y	1.2319955381037566	686	23365	9294	389990	2020-12-06	USA	1.2930058086464449	1810	1.5079766088841895	334	0.8796881625482622	1.143550521290642	1.1725103910774355	1.3028421836562485	1.0883076458691385	1.209992954200407
12-17y	65-80y	1.0025073503894018	2402	23365	39992	389990	2020-12-06	USA	1.2930058086464449	1810	1.3167428951133295	5400	0.7682788376866511	0.9305373012146018	0.9650558459203014	1.0364388667139817	0.8958625302715151	0.9656424951358265
12-17y	81y+	0.7726864917678191	394	23365	8511	389990	2020-12-06	USA	1.2930058086464449	1810	5.717640006703193	1062	0.2204323288094346	0.7172152926911909	0.7045305654021676	0.8518946516570837	0.6528429152900683	0.7896937180591392
18-25y	0-5y	1.0346487214799434	573	69358	3114	389990	2020-12-06	USA	1.205187106820891	14866	1.9304453667919423	48	0.6599298420250349	0.9603712417840272	0.8852581871730612	1.147647006294477	0.825368228411743	1.0618733806860723
18-25y	12-17y	0.9890834762256931	4110	69358	23365	389990	2020-12-06	USA	1.205187106820891	14866	1.2930058086464449	1810	0.7918391490920276	0.9180771275996256	0.9494624119904895	1.0264864687174895	0.8813897919030216	0.9498211898133262
18-25y	18-25y	1.205187106820891	14866	69358	69358	389990	2020-12-06	USA	1.205187106820891	14866	1.205187106820891	14866	1	1.1186666685327895	1.175622479865687	1.2373107652221504	1.084534454319043	1.1539595420354751
