x	y	RR	N_pairs	N_x	N_y	N_total	date	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed	RR_lower	RR_upper	nRR_fixed_lower	nRR_fixed_upper
65-80	80+	1.4765162794219393	2007	54116	12718	506332	2020-11-08	1.2977545478188377	7506	6.529982820633471	2086	0.3772523808406399	1.4451274534072998	1.2761019520487584	1.7004856735355836	1.2528877352043206	1.6642057400618124
80+	0-4	0.5857519468910236	31	12718	2107	506332	2020-11-08	6.529982820633471	2086	3.19348121805206	28	0.12048215421182525	0.5732996182543919	0.23103399604950386	1.135681511873739	0.2271647010322096	1.1146265880589894
80+	12-17	0.679859553136613	479	12718	28050	506332	2020-11-08	6.529982820633471	2086	1.3578509486179822	2110	0.1723818155972957	0.6654066185329048	0.5064110378539336	0.8105142555817765	0.49737628555533314	0.7932577227085569
80+	18-24	0.5318058952986456	1264	12718	94626	506332	2020-11-08	6.529982820633471	2086	1.3193693141675968	23332	0.13550313100130107	0.5205003899319022	0.410778602925763	0.6097215197080772	0.4023999792076376	0.5970035827107492
80+	25-64	0.8699051480243255	6629	12718	303384	506332	2020-11-08	6.529982820633471	2086	1.0217204551339962	185730	0.23038647474821988	0.8514120899245767	0.8159796734859623	0.9153461785583887	0.8010505030446703	0.8972838946616438
80+	5-11	0.7800120171268067	222	12718	11331	506332	2020-11-08	6.529982820633471	2086	1.6799969664672898	426	0.1900155755200116	0.7634299707002635	0.580266146450146	1.0154274432669765	0.5694276939050814	0.99500356807224
80+	65-80	1.4765162794219393	2007	12718	54116	506332	2020-11-08	6.529982820633471	2086	1.2977545478188377	7506	0.3772523808406399	1.4451274534072998	1.2761019520487584	1.7004856735355836	1.2528877352043206	1.6642057400618124
80+	80+	6.529982820633471	2086	12718	12718	506332	2020-11-08	6.529982820633471	2086	6.529982820633471	2086	1	6.391163833337446	4.772637208332306	9.147176608143049	4.663037381891447	8.959441503475302
0-4	0-4	2.360963834710744	42	2750	2750	425114	2020-12-06	2.360963834710744	42	2.360963834710744	42	1	2.298703708464382	0.9844563640484617	10.221934937658164	0.9572361710347495	9.972680323743258
0-4	12-17	1.0738670729916286	172	2750	24760	425114	2020-12-06	2.360963834710744	42	1.3313902005292817	1920	0.5816706971989054	1.0455485114985166	0.8998880907388888	1.372973783264669	0.8777891774816663	1.334034159365856
0-4	18-24	1.007300563413431	448	2750	68753	425114	2020-12-06	2.360963834710744	42	1.32544177218433	14738	0.5464947001650444	0.9807374033496788	0.6525661094484191	1.2255523754518802	0.6358011843361833	1.195425835695625
0-4	25-64	0.9783491960390772	1644	2750	259765	425114	2020-12-06	2.360963834710744	42	1.027084885284304	163028	0.577529591156828	0.9525495020484736	0.9370361981018381	1.020854844161111	0.9141334233790915	0.9923382402822062
0-4	5-11	1.4861504193460446	109	2750	11338	425114	2020-12-06	2.360963834710744	42	1.6204236920779396	490	0.7465489904444178	1.446959682338883	1.05412123554968	2.2625420644689167	1.023199169243435	2.2031524038681125
0-4	65-80	0.8974127604398298	267	2750	45993	425114	2020-12-06	2.360963834710744	42	1.3307948372713874	6622	0.4861708687789186	0.8737474120178683	0.6714330383986826	1.1936925699939795	0.6524058588442065	1.1595041552172571
0-4	80+	0.8942501218050346	68	2750	11755	425114	2020-12-06	2.360963834710744	42	5.8084750889283745	1888	0.21892571329897068	0.8706681741864989	0.51594535035939	1.556585047039303	0.5021084017819141	1.5112210021209496
12-17	0-4	1.0738670729916286	172	24760	2750	425114	2020-12-06	1.3313902005292817	1920	2.360963834710744	42	0.5816706971989054	1.0455485114985166	0.8998880907388888	1.372973783264669	0.8777891774816663	1.334034159365856
12-17	12-17	1.3313902005292817	1920	24760	24760	425114	2020-12-06	1.3313902005292817	1920	1.3313902005292817	1920	1	1.29628058946729	1.1719457594236258	1.5383003951531888	1.1399154518799852	1.5027245791228363
12-17	18-24	0.9779255601053872	3916	24760	68753	425114	2020-12-06	1.3313902005292817	1920	1.32544177218433	14738	0.7361591324923438	0.952137037665286	0.8857356917202144	1.0502938651789435	0.8608121518842632	1.0232564435847085
12-17	25-64	0.97226981952465	14710	24760	259765	425114	2020-12-06	1.3313902005292817	1920	1.027084885284304	163028	0.824490218593302	0.9466304425807212	0.9554206314603005	0.9881568716963792	0.928150562977973	0.9653933960245752
12-17	5-11	1.2235724126424044	808	24760	11338	425114	2020-12-06	1.3313902005292817	1920	1.6204236920779396	490	0.8290308651956855	1.1913060256005144	1.0970587408214436	1.3736055279545054	1.0691853157230589	1.3334658203972025
12-17	65-80	1.0224805641386674	2739	24760	45993	425114	2020-12-06	1.3313902005292817	1920	1.3307948372713874	6622	0.7681513866394328	0.99551709774761	0.9298299496107284	1.1196671800006446	0.907334697659853	1.091382615212439
12-17	80+	0.7229983975471201	495	24760	11755	425114	2020-12-06	1.3313902005292817	1920	5.8084750889283745	1888	0.20252438056910144	0.7039324674191747	0.5713745519025529	0.8907855424985719	0.558804445039297	0.8707082916235077
18-24	0-4	1.007300563413431	448	68753	2750	425114	2020-12-06	1.32544177218433	14738	2.360963834710744	42	0.5464947001650444	0.9807374033496788	0.6525661094484191	1.2255523754518802	0.6358011843361833	1.195425835695625
18-24	12-17	0.9779255601053872	3916	68753	24760	425114	2020-12-06	1.32544177218433	14738	1.3313902005292817	1920	0.7361591324923438	0.952137037665286	0.8857356917202144	1.0502938651789435	0.8608121518842632	1.0232564435847085
18-24	18-24	1.32544177218433	14738	68753	68753	425114	2020-12-06	1.32544177218433	14738	1.32544177218433	14738	1	1.2904890249820384	1.214696971407433	1.4306911605586428	1.1899183121189434	1.3891823587150949
18-24	25-64	0.9635009904544152	40478	68753	259765	425114	2020-12-06	1.32544177218433	14738	1.027084885284304	163028	0.819120146754181	0.9380928531410642	0.9376184166825894	0.9874060360556585	0.9086957731040122	0.9675247353513758
18-24	5-11	0.9260085322032562	1698	68753	11338	425114	2020-12-06	1.32544177218433	14738	1.6204236920779396	490	0.628683518264576	0.9015890949918232	0.7723042463354499	1.045234881459386	0.7526227507890384	1.0210787927463978
18-24	65-80	0.8582521391525878	6384	68753	45993	425114	2020-12-06	1.32544177218433	14738	1.3307948372713874	6622	0.6462166330343967	0.8356194813586589	0.7985238178269137	0.9269248951934599	0.778579170077704	0.9057351311415559
18-24	80+	0.5738731060545718	1091	68753	11755	425114	2020-12-06	1.32544177218433	14738	5.8084750889283745	1888	0.1608858407595915	0.5587397052345092	0.4587819662281088	0.6740323868409835	0.44527213727033177	0.6571665903250102
25-64	0-4	0.9783491960390772	1644	259765	2750	425114	2020-12-06	1.027084885284304	163028	2.360963834710744	42	0.577529591156828	0.9525495020484736	0.9370361981018381	1.020854844161111	0.9141334233790915	0.9923382402822062
25-64	12-17	0.97226981952465	14710	259765	24760	425114	2020-12-06	1.027084885284304	163028	1.3313902005292817	1920	0.824490218593302	0.9466304425807212	0.9554206314603005	0.9881568716963792	0.928150562977973	0.9653933960245752
25-64	18-24	0.9635009904544152	40478	259765	68753	425114	2020-12-06	1.027084885284304	163028	1.32544177218433	14738	0.819120146754181	0.9380928531410642	0.9376184166825894	0.9874060360556585	0.9086957731040122	0.9675247353513758
25-64	25-64	1.027084885284304	163028	259765	259765	425114	2020-12-06	1.027084885284304	163028	1.027084885284304	163028	1	1	1.0201447364821168	1.034718412589134	1	1
25-64	5-11	0.9755976969115372	6759	259765	11338	425114	2020-12-06	1.027084885284304	163028	1.6204236920779396	490	0.7369930396097459	0.9498705617126136	0.9492658050135198	0.9975442577926492	0.9221595332246331	0.9707672958533771
25-64	65-80	0.960221774786851	26986	259765	45993	425114	2020-12-06	1.027084885284304	163028	1.3307948372713874	6622	0.8144790131585444	0.9349001124878352	0.9423005079398808	0.9774377264512402	0.9135400154415214	0.954440557317091
25-64	80+	0.8575962065899909	6160	259765	11755	425114	2020-12-06	1.027084885284304	163028	5.8084750889283745	1888	0.2509220048760582	0.8349808461572312	0.8070377726447628	0.9038531679161317	0.7857914694598129	0.8775640948389258
5-11	0-4	1.4861504193460446	109	11338	2750	425114	2020-12-06	1.6204236920779396	490	2.360963834710744	42	0.7465489904444178	1.446959682338883	1.05412123554968	2.2625420644689167	1.023199169243435	2.2031524038681125
5-11	12-17	1.2235724126424044	808	11338	24760	425114	2020-12-06	1.6204236920779396	490	1.3313902005292817	1920	0.8290308651956855	1.1913060256005144	1.0970587408214436	1.3736055279545054	1.0691853157230589	1.3334658203972025
5-11	18-24	0.9260085322032562	1698	11338	68753	425114	2020-12-06	1.6204236920779396	490	1.32544177218433	14738	0.628683518264576	0.9015890949918232	0.7723042463354499	1.045234881459386	0.7526227507890384	1.0210787927463978
5-11	25-64	0.9755976969115372	6759	11338	259765	425114	2020-12-06	1.6204236920779396	490	1.027084885284304	163028	0.7369930396097459	0.9498705617126136	0.9492658050135198	0.9975442577926492	0.9221595332246331	0.9707672958533771
5-11	5-11	1.6204236920779396	490	11338	11338	425114	2020-12-06	1.6204236920779396	490	1.6204236920779396	490	1	1.5776920829960372	1.252199203922385	2.134184211454636	1.2190648038574865	2.08800719408436
5-11	65-80	0.984791183049372	1208	11338	45993	425114	2020-12-06	1.6204236920779396	490	1.3307948372713874	6622	0.6673793711009905	0.9588216097414142	0.853980777475662	1.1138066736510082	0.8320852622424232	1.0894608132128414
5-11	80+	0.8484533365886797	266	11338	11755	425114	2020-12-06	1.6204236920779396	490	5.8084750889283745	1888	0.22841967877068012	0.8260790794850633	0.6283908729781031	1.092966319283967	0.6066945374408459	1.0690404915026381
65-80	0-4	0.8974127604398298	267	45993	2750	425114	2020-12-06	1.3307948372713874	6622	2.360963834710744	42	0.4861708687789186	0.8737474120178683	0.6714330383986826	1.1936925699939795	0.6524058588442065	1.1595041552172571
65-80	12-17	1.0224805641386674	2739	45993	24760	425114	2020-12-06	1.3307948372713874	6622	1.3313902005292817	1920	0.7681513866394328	0.99551709774761	0.9298299496107284	1.1196671800006446	0.907334697659853	1.091382615212439
65-80	18-24	0.8582521391525878	6384	45993	68753	425114	2020-12-06	1.3307948372713874	6622	1.32544177218433	14738	0.6462166330343967	0.8356194813586589	0.7985238178269137	0.9269248951934599	0.778579170077704	0.9057351311415559
65-80	25-64	0.960221774786851	26986	45993	259765	425114	2020-12-06	1.3307948372713874	6622	1.027084885284304	163028	0.8144790131585444	0.9349001124878352	0.9423005079398808	0.9774377264512402	0.9135400154415214	0.954440557317091
65-80	5-11	0.984791183049372	1208	45993	11338	425114	2020-12-06	1.3307948372713874	6622	1.6204236920779396	490	0.6673793711009905	0.9588216097414142	0.853980777475662	1.1138066736510082	0.8320852622424232	1.0894608132128414
65-80	65-80	1.3307948372713874	6622	45993	45993	425114	2020-12-06	1.3307948372713874	6622	1.3307948372713874	6622	1	1.2957009263192638	1.228592634543885	1.4475698505810033	1.1960596000930146	1.4048004073313665
65-80	80+	1.4051270317493156	1787	45993	11755	425114	2020-12-06	1.3307948372713874	6622	5.8084750889283745	1888	0.39363325557779144	1.368072933290579	1.2625053757695617	1.586043535710013	1.2268814092529077	1.5494428332453607
80+	0-4	0.8942501218050346	68	11755	2750	425114	2020-12-06	5.8084750889283745	1888	2.360963834710744	42	0.21892571329897068	0.8706681741864989	0.51594535035939	1.556585047039303	0.5021084017819141	1.5112210021209496
80+	12-17	0.7229983975471201	495	11755	24760	425114	2020-12-06	5.8084750889283745	1888	1.3313902005292817	1920	0.20252438056910144	0.7039324674191747	0.5713745519025529	0.8907855424985719	0.558804445039297	0.8707082916235077
80+	18-24	0.5738731060545718	1091	11755	68753	425114	2020-12-06	5.8084750889283745	1888	1.32544177218433	14738	0.1608858407595915	0.5587397052345092	0.4587819662281088	0.6740323868409835	0.44527213727033177	0.6571665903250102
80+	25-64	0.8575962065899909	6160	11755	259765	425114	2020-12-06	5.8084750889283745	1888	1.027084885284304	163028	0.2509220048760582	0.8349808461572312	0.8070377726447628	0.9038531679161317	0.7857914694598129	0.8775640948389258
80+	5-11	0.8484533365886797	266	11755	11338	425114	2020-12-06	5.8084750889283745	1888	1.6204236920779396	490	0.22841967877068012	0.8260790794850633	0.6283908729781031	1.092966319283967	0.6066945374408459	1.0690404915026381
80+	65-80	1.4051270317493156	1787	11755	45993	425114	2020-12-06	5.8084750889283745	1888	1.3307948372713874	6622	0.39363325557779144	1.368072933290579	1.2625053757695617	1.586043535710013	1.2268814092529077	1.5494428332453607
80+	80+	5.8084750889283745	1888	11755	11755	425114	2020-12-06	5.8084750889283745	1888	5.8084750889283745	1888	1	5.655301886095374	4.409270715605199	8.660714611458696	4.28985457569245	8.442485931959485
0-4	0-4	2.9223238447942093	120	2725	2725	180834	2021-01-03	2.9223238447942093	120	2.9223238447942093	120	1	2.733301032310824	1.695515024075918	5.946496713108559	1.5878809313955289	5.56757730450939
0-4	12-17	1.031633472583272	141	2725	9070	180834	2021-01-03	2.9223238447942093	120	2.000354233701129	910	0.4191350545915041	0.9649049815616264	0.7363933773850357	1.385597231415176	0.6918630081919894	1.2849022881084058
0-4	18-24	0.7750393518823299	236	2725	20207	180834	2021-01-03	2.9223238447942093	120	1.9016844119835183	4294	0.3213258811459952	0.7249079749854567	0.574453415923778	0.9464361771622921	0.5395677286263367	0.8801014007043306
0-4	25-64	1.019255220343258	1666	2725	108469	180834	2021-01-03	2.9223238447942093	120	1.0691555047354513	69562	0.5107155172747482	0.9533273839294868	0.9706170671966404	1.0625543279929317	0.9035376383374989	0.9952828097630931
0-4	5-11	1.615362317626878	160	2725	6573	180834	2021-01-03	2.9223238447942093	120	2.050920892672584	490	0.6496210835784005	1.51087686540657	1.201904168373228	2.187022369147809	1.1304242183376754	2.0559177599060314
0-4	65-80	0.8603855247653367	278	2725	21442	180834	2021-01-03	2.9223238447942093	120	1.6330777093210005	4152	0.3777430000602651	0.8047337557114557	0.6169365247684441	1.0403539270806315	0.5790286822635382	0.9782773163033202
0-4	80+	0.6664056430785508	124	2725	12348	180834	2021-01-03	2.9223238447942093	120	3.7525226547496535	3164	0.19967669462483992	0.6233009511964719	0.4496493761293516	0.9425684483253789	0.42248197541845434	0.876899987533622
12-17	0-4	1.031633472583272	141	9070	2725	180834	2021-01-03	2.000354233701129	910	2.9223238447942093	120	0.4191350545915041	0.9649049815616264	0.7363933773850357	1.385597231415176	0.6918630081919894	1.2849022881084058
12-17	12-17	2.000354233701129	910	9070	9070	180834	2021-01-03	2.000354233701129	910	2.000354233701129	910	1	1.8709665945143223	1.657617604746096	2.4255049330933804	1.5468889661856957	2.253219289086213
12-17	18-24	1.0330412043508452	1047	9070	20207	180834	2021-01-03	2.000354233701129	910	1.9016844119835183	4294	0.5294879411270357	0.9662216579116412	0.8557801971269691	1.1586818941540797	0.8041171340349742	1.0776247178880396
12-17	25-64	0.9423895972269468	5127	9070	108469	180834	2021-01-03	2.000354233701129	910	1.0691555047354513	69562	0.6140326485537996	0.8814336109695559	0.9088202687563739	0.9777844650129858	0.8426276981505315	0.9170984415175596
12-17	5-11	1.5408944345004312	508	9070	6573	180834	2021-01-03	2.000354233701129	910	2.050920892672584	490	0.760696021096786	1.4412257409474831	1.3370637019428755	1.8391446485350083	1.245599172493106	1.7213076355922223
12-17	65-80	0.8879957439093406	955	9070	21442	180834	2021-01-03	2.000354233701129	910	1.6330777093210005	4152	0.4887917307022653	0.8305580806311834	0.7699912379781086	0.9951072398882153	0.7230987005903629	0.9298908493997067
12-17	80+	0.6167931618491886	382	9070	12348	180834	2021-01-03	2.000354233701129	910	3.7525226547496535	3164	0.21442946678988903	0.5768975225000652	0.4684107018546248	0.7963243434020358	0.4402293226453653	0.750582983785752
18-24	0-4	0.7750393518823299	236	20207	2725	180834	2021-01-03	1.9016844119835183	4294	2.9223238447942093	120	0.3213258811459952	0.7249079749854567	0.574453415923778	0.9464361771622921	0.5395677286263367	0.8801014007043306
18-24	12-17	1.0330412043508452	1047	20207	9070	180834	2021-01-03	1.9016844119835183	4294	2.000354233701129	910	0.5294879411270357	0.9662216579116412	0.8557801971269691	1.1586818941540797	0.8041171340349742	1.0776247178880396
18-24	18-24	1.9016844119835183	4294	20207	20207	180834	2021-01-03	1.9016844119835183	4294	1.9016844119835183	4294	1	1.7786789700475478	1.6880675921779398	2.121585756374731	1.5969809654175375	1.9855390568325897
18-24	25-64	0.9368277570614624	11355	20207	108469	180834	2021-01-03	1.9016844119835183	4294	1.0691555047354513	69562	0.6306820854192008	0.8762315237700322	0.9046801628228459	0.9753935686361734	0.8405885694124717	0.9187187152093927
18-24	5-11	0.9298980186139936	683	20207	6573	180834	2021-01-03	1.9016844119835183	4294	2.050920892672584	490	0.4705240958506985	0.8697500171820981	0.6746069538039721	1.0677107006161706	0.6368778370234747	0.998948602858188
18-24	65-80	0.754173224669674	1807	20207	21442	180834	2021-01-03	1.9016844119835183	4294	1.6330777093210005	4152	0.4267179509049074	0.7053915181929352	0.6794744597656392	0.8330703610157071	0.641299116501697	0.7732111742425688
18-24	80+	0.568920111411196	785	20207	12348	180834	2021-01-03	1.9016844119835183	4294	3.7525226547496535	3164	0.20123780565394137	0.5321210141007205	0.4741040582316524	0.6582152181864397	0.4421583338488148	0.613764835405693
25-64	0-4	1.019255220343258	1666	108469	2725	180834	2021-01-03	1.0691555047354513	69562	2.9223238447942093	120	0.5107155172747482	0.9533273839294868	0.9706170671966404	1.0625543279929317	0.9035376383374989	0.9952828097630931
25-64	12-17	0.9423895972269468	5127	108469	9070	180834	2021-01-03	1.0691555047354513	69562	2.000354233701129	910	0.6140326485537996	0.8814336109695559	0.9088202687563739	0.9777844650129858	0.8426276981505315	0.9170984415175596
25-64	18-24	0.9368277570614624	11355	108469	20207	180834	2021-01-03	1.0691555047354513	69562	1.9016844119835183	4294	0.6306820854192008	0.8762315237700322	0.9046801628228459	0.9753935686361734	0.8405885694124717	0.9187187152093927
25-64	25-64	1.0691555047354513	69562	108469	108469	180834	2021-01-03	1.0691555047354513	69562	1.0691555047354513	69562	1	1	1.058256042179467	1.0806741024252036	1	1
25-64	5-11	0.9754838885281684	3846	108469	6573	180834	2021-01-03	1.0691555047354513	69562	2.050920892672584	490	0.6252948737656164	0.912387285299101	0.9406706370459911	1.0135049103745057	0.8782662797940625	0.9521630310036326
25-64	65-80	0.8904109669555712	11452	108469	21442	180834	2021-01-03	1.0691555047354513	69562	1.6330777093210005	4152	0.6590185941937504	0.8328170813429913	0.8619504963038646	0.9202823727436584	0.8017030504803724	0.8680619460090225
25-64	80+	0.7373098039685089	5461	108469	12348	180834	2021-01-03	1.0691555047354513	69562	3.7525226547496535	3164	0.30583119801062975	0.6896188633953174	0.6923968078715148	0.7911503797303299	0.6385180852292567	0.7426172979375589
5-11	0-4	1.615362317626878	160	6573	2725	180834	2021-01-03	2.050920892672584	490	2.9223238447942093	120	0.6496210835784005	1.51087686540657	1.201904168373228	2.187022369147809	1.1304242183376754	2.0559177599060314
5-11	12-17	1.5408944345004312	508	6573	9070	180834	2021-01-03	2.050920892672584	490	2.000354233701129	910	0.760696021096786	1.4412257409474831	1.3370637019428755	1.8391446485350083	1.245599172493106	1.7213076355922223
5-11	18-24	0.9298980186139936	683	6573	20207	180834	2021-01-03	2.050920892672584	490	1.9016844119835183	4294	0.4705240958506985	0.8697500171820981	0.6746069538039721	1.0677107006161706	0.6368778370234747	0.998948602858188
5-11	25-64	0.9754838885281684	3846	6573	108469	180834	2021-01-03	2.050920892672584	490	1.0691555047354513	69562	0.6252948737656164	0.912387285299101	0.9406706370459911	1.0135049103745057	0.8782662797940625	0.9521630310036326
5-11	5-11	2.050920892672584	490	6573	6573	180834	2021-01-03	2.050920892672584	490	2.050920892672584	490	1	1.918262482481496	1.6020315621092205	2.9472259052107583	1.505673306055163	2.746824026508735
5-11	65-80	0.8032033330110646	626	6573	21442	180834	2021-01-03	2.050920892672584	490	1.6330777093210005	4152	0.4360497490831911	0.7512502432560612	0.6669670850413512	0.9254638882612347	0.627572723297041	0.8632833788128795
5-11	80+	0.5792862137719113	260	6573	12348	180834	2021-01-03	2.050920892672584	490	3.7525226547496535	3164	0.19963534030729657	0.5418166124629814	0.3897446765848138	0.7884573951735275	0.36676214133012025	0.7385325798154281
