x	y	RR	N_pairs	N_x	N_y	N_total	date	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed	RR_lower	RR_upper	nRR_fixed_lower	nRR_fixed_upper
80+	18-24	0.8328460374170412	4085	33083	343696	2318206	2021-04-25	3.8845577931044417	1834	1.2486412873944357	63626	0.32449395566247935	0.8207817851072488	0.7790950266602965	0.8876585255564688	0.7678372937956139	0.8756249281924088
80+	25-64	0.9432573530489344	19520	33083	1450096	2318206	2021-04-25	3.8845577931044417	1834	1.0146984893289464	920404	0.3850614455222712	0.9295937295351072	0.9226781453798123	0.9678208646679702	0.9091168609168511	0.9549910386205758
80+	5-11	0.9227804294229066	1614	33083	122561	2318206	2021-04-25	3.8845577931044417	1834	1.344513913178261	8712	0.3529423504803695	0.9094134258869072	0.8143163725024326	1.0290901854691643	0.8036653456913444	1.0119893684126682
80+	65-80	1.4697955590352896	2778	33083	132441	2318206	2021-04-25	3.8845577931044417	1834	1.4484972572957702	10960	0.5512020952886998	1.4485047277515055	1.3378084543037108	1.5904358741310602	1.316206432107156	1.5643484901256866
80+	80+	3.8845577931044417	1834	33083	33083	2318206	2021-04-25	3.8845577931044417	1834	3.8845577931044417	1834	1	3.8282877465141674	3.317026000144842	4.827374810881098	3.2684795945659406	4.7575086350928
0-4	0-4	2.0540775442294574	1130	23901	23901	1038414	2021-05-23	2.0540775442294574	1130	2.0540775442294574	1130	1	2.0188025580402393	1.7244960891913435	2.5418851101856963	1.691526578374422	2.499888883799699
0-4	12-17	0.9486789488827152	2067	23901	94662	1038414	2021-05-23	2.0540775442294574	1130	1.2999738570511357	11218	0.5656913597212644	0.932387140954698	0.8726839286404656	1.0250974630458234	0.8577348029066342	1.00839985746467
0-4	18-24	0.9480144893644954	3162	23901	144911	1038414	2021-05-23	2.0540775442294574	1130	1.2233973153473952	24740	0.5785029817051847	0.93173409230088	0.8936072140256452	1.005543610810023	0.8779703685832109	0.9884200559667639
0-4	25-64	0.9654203177439415	13995	23901	629812	1038414	2021-05-23	2.0540775442294574	1130	1.0174732224549297	388664	0.6286207789338107	0.948841007741318	0.9417923539774116	0.9846554918315421	0.9242955845378871	0.972078981101113
0-4	5-11	1.267923966395898	1832	23901	62775	1038414	2021-05-23	2.0540775442294574	1130	1.4298052303833662	5426	0.7278798102136527	1.2461497152098882	1.1684099892958475	1.4253365366928827	1.1484316058670316	1.4004671196479717
0-4	65-80	0.9031680394874766	1349	23901	64893	1038414	2021-05-23	2.0540775442294574	1130	1.6038190337598774	6504	0.4938182478543055	0.8876577973308616	0.7942260492602725	1.0196431295493211	0.779982288624433	0.9999277870505916
0-4	80+	0.9107334962715856	366	23901	17460	1038414	2021-05-23	2.0540775442294574	1130	5.095814963739734	1496	0.2547544582681466	0.895093331374554	0.7250762293245865	1.1016242337468183	0.7121027306258414	1.085244077222454
12-17	0-4	0.9486789488827152	2067	94662	23901	1038414	2021-05-23	1.2999738570511357	11218	2.0540775442294574	1130	0.5656913597212644	0.932387140954698	0.8726839286404656	1.0250974630458234	0.8577348029066342	1.00839985746467
12-17	12-17	1.2999738570511357	11218	94662	94662	1038414	2021-05-23	1.2999738570511357	11218	1.2999738570511357	11218	1	1.2776492082166022	1.2355602248697994	1.3891633667425858	1.213567332948329	1.363686942341926
12-17	18-24	0.9806881389359972	12955	94662	144911	1038414	2021-05-23	1.2999738570511357	11218	1.2233973153473952	24740	0.7772840949148414	0.963846632317086	0.9480817650831833	1.0103428235427496	0.9320263643710867	0.9915226240445949
12-17	25-64	0.966562535185817	55494	94662	629812	1038414	2021-05-23	1.2999738570511357	11218	1.0174732224549297	388664	0.8341614734018674	0.9499636097092788	0.9571627523340698	0.9770460833454079	0.9387639132419792	0.9618317251324148
12-17	5-11	1.0479539194475074	5997	94662	62775	1038414	2021-05-23	1.2999738570511357	11218	1.4298052303833662	5426	0.767793939276159	1.0299572473455711	0.994548412071867	1.105641315950853	0.9792079448258073	1.084242049499584
12-17	65-80	0.9434285817711948	5581	94662	64893	1038414	2021-05-23	1.2999738570511357	11218	1.6038190337598774	6504	0.6497905444679979	0.9272269391964124	0.8876426669548962	0.9936492570879617	0.8742442380558589	0.9765349651171353
12-17	80+	0.8481728922409733	1350	94662	17460	1038414	2021-05-23	1.2999738570511357	11218	5.095814963739734	1496	0.26522854834850307	0.8336070901153806	0.743851210714703	0.9555043217557915	0.7307459318212279	0.9392163168902463
18-24	0-4	0.9480144893644954	3162	144911	23901	1038414	2021-05-23	1.2233973153473952	24740	2.0540775442294574	1130	0.5785029817051847	0.93173409230088	0.8936072140256452	1.005543610810023	0.8779703685832109	0.9884200559667639
18-24	12-17	0.9806881389359972	12955	144911	94662	1038414	2021-05-23	1.2233973153473952	24740	1.2999738570511357	11218	0.7772840949148414	0.963846632317086	0.9480817650831833	1.0103428235427496	0.9320263643710867	0.9915226240445949
18-24	18-24	1.2233973153473952	24740	144911	144911	1038414	2021-05-23	1.2233973153473952	24740	1.2233973153473952	24740	1	1.2023877271144472	1.1772715305709216	1.2712862122194397	1.1575930072568263	1.2484271903773414
18-24	25-64	0.9800608341974362	86138	144911	629812	1038414	2021-05-23	1.2233973153473952	24740	1.0174732224549297	388664	0.8747143734225765	0.9632301003782427	0.9714694642146816	0.9888474896861522	0.9525970133105418	0.9737744276922788
18-24	5-11	0.9368431665747208	8207	144911	62775	1038414	2021-05-23	1.2233973153473952	24740	1.4298052303833662	5426	0.7061980006631493	0.92075461633706	0.8972445441707508	0.980773934325291	0.8827683430837557	0.9618034845236126
18-24	65-80	0.8567953111794562	7759	144911	64893	1038414	2021-05-23	1.2233973153473952	24740	1.6038190337598774	6504	0.6061052324135007	0.842081434941556	0.809064118904296	0.8989397155878293	0.794350199574439	0.8822105991879723
18-24	80+	0.8003124139797684	1950	144911	17460	1038414	2021-05-23	1.2233973153473952	24740	5.095814963739734	1496	0.25329499267759403	0.7865685271291936	0.7216947747762159	0.8791436009914323	0.7100011217911988	0.8666047304453581
25-64	0-4	0.9654203177439415	13995	629812	23901	1038414	2021-05-23	1.0174732224549297	388664	2.0540775442294574	1130	0.6286207789338107	0.948841007741318	0.9417923539774116	0.9846554918315421	0.9242955845378871	0.972078981101113
25-64	12-17	0.966562535185817	55494	629812	94662	1038414	2021-05-23	1.0174732224549297	388664	1.2999738570511357	11218	0.8341614734018674	0.9499636097092788	0.9571627523340698	0.9770460833454079	0.9387639132419792	0.9618317251324148
25-64	18-24	0.9800608341974362	86138	629812	144911	1038414	2021-05-23	1.0174732224549297	388664	1.2233973153473952	24740	0.8747143734225765	0.9632301003782427	0.9714694642146816	0.9888474896861522	0.9525970133105418	0.9737744276922788
25-64	25-64	1.0174732224549297	388664	629812	629812	1038414	2021-05-23	1.0174732224549297	388664	1.0174732224549297	388664	1	1	1.0139541329261412	1.021117018774567	1	1
25-64	5-11	0.9777307074141002	37226	629812	62775	1038414	2021-05-23	1.0174732224549297	388664	1.4298052303833662	5426	0.7990351128864402	0.9609399892166794	0.9634510438847188	0.9910943026766444	0.9462106530490554	0.9763589904288053
25-64	65-80	0.9821010918436616	38654	629812	64893	1038414	2021-05-23	1.0174732224549297	388664	1.6038190337598774	6504	0.7493259017686439	0.9652353203694902	0.9676670578451898	0.9969895873941266	0.9489393342050946	0.9823866859674751
25-64	80+	0.9104108966126578	9641	629812	17460	1038414	2021-05-23	1.0174732224549297	388664	5.095814963739734	1496	0.29784654964200563	0.8947762717686516	0.8812366597384487	0.9407536739905175	0.8639006109228117	0.9249494277702407
5-11	0-4	1.267923966395898	1832	62775	23901	1038414	2021-05-23	1.4298052303833662	5426	2.0540775442294574	1130	0.7278798102136527	1.2461497152098882	1.1684099892958475	1.4253365366928827	1.1484316058670316	1.4004671196479717
5-11	12-17	1.0479539194475074	5997	62775	94662	1038414	2021-05-23	1.4298052303833662	5426	1.2999738570511357	11218	0.767793939276159	1.0299572473455711	0.994548412071867	1.105641315950853	0.9792079448258073	1.084242049499584
5-11	18-24	0.9368431665747208	8207	62775	144911	1038414	2021-05-23	1.4298052303833662	5426	1.2233973153473952	24740	0.7061980006631493	0.92075461633706	0.8972445441707508	0.980773934325291	0.8827683430837557	0.9618034845236126
5-11	25-64	0.9777307074141002	37226	62775	629812	1038414	2021-05-23	1.4298052303833662	5426	1.0174732224549297	388664	0.7990351128864402	0.9609399892166794	0.9634510438847188	0.9910943026766444	0.9462106530490554	0.9763589904288053
5-11	5-11	1.4298052303833662	5426	62775	62775	1038414	2021-05-23	1.4298052303833662	5426	1.4298052303833662	5426	1	1.4052509676211171	1.3068529493203478	1.5433559554049614	1.2831772219872393	1.5149425207924674
5-11	65-80	0.8253968475250589	3238	62775	64893	1038414	2021-05-23	1.4298052303833662	5426	1.6038190337598774	6504	0.5441655100673237	0.8112221818806843	0.7655712459774147	0.8990344411587329	0.7531351048024699	0.8847329069248803
5-11	80+	0.8043540718661486	849	62775	17460	1038414	2021-05-23	1.4298052303833662	5426	5.095814963739734	1496	0.2465218777490424	0.7905407770097641	0.6853767581723559	0.9368347312113595	0.6731591472285043	0.9205671447393146
65-80	0-4	0.9031680394874766	1349	64893	23901	1038414	2021-05-23	1.6038190337598774	6504	2.0540775442294574	1130	0.4938182478543055	0.8876577973308616	0.7942260492602725	1.0196431295493211	0.779982288624433	0.9999277870505916
65-80	12-17	0.9434285817711948	5581	64893	94662	1038414	2021-05-23	1.6038190337598774	6504	1.2999738570511357	11218	0.6497905444679979	0.9272269391964124	0.8876426669548962	0.9936492570879617	0.8742442380558589	0.9765349651171353
65-80	18-24	0.8567953111794562	7759	64893	144911	1038414	2021-05-23	1.6038190337598774	6504	1.2233973153473952	24740	0.6061052324135007	0.842081434941556	0.809064118904296	0.8989397155878293	0.794350199574439	0.8822105991879723
65-80	25-64	0.9821010918436616	38654	64893	629812	1038414	2021-05-23	1.6038190337598774	6504	1.0174732224549297	388664	0.7493259017686439	0.9652353203694902	0.9676670578451898	0.9969895873941266	0.9489393342050946	0.9823866859674751
65-80	5-11	0.8253968475250589	3238	64893	62775	1038414	2021-05-23	1.6038190337598774	6504	1.4298052303833662	5426	0.5441655100673237	0.8112221818806843	0.7655712459774147	0.8990344411587329	0.7531351048024699	0.8847329069248803
65-80	65-80	1.6038190337598774	6504	64893	64893	1038414	2021-05-23	1.6038190337598774	6504	1.6038190337598774	6504	1	1.5762764054765293	1.4927282551933165	1.713620241915584	1.467973387836663	1.6831301749092342
65-80	80+	1.6570166399039574	1808	64893	17460	1038414	2021-05-23	1.6038190337598774	6504	5.095814963739734	1496	0.4946588546545609	1.6285604410364296	1.4831023772963101	1.849801626205556	1.4580972119874098	1.8145904913810702
80+	0-4	0.9107334962715856	366	17460	23901	1038414	2021-05-23	5.095814963739734	1496	2.0540775442294574	1130	0.2547544582681466	0.895093331374554	0.7250762293245865	1.1016242337468183	0.7121027306258414	1.085244077222454
80+	12-17	0.8481728922409733	1350	17460	94662	1038414	2021-05-23	5.095814963739734	1496	1.2999738570511357	11218	0.26522854834850307	0.8336070901153806	0.743851210714703	0.9555043217557915	0.7307459318212279	0.9392163168902463
80+	18-24	0.8003124139797684	1950	17460	144911	1038414	2021-05-23	5.095814963739734	1496	1.2233973153473952	24740	0.25329499267759403	0.7865685271291936	0.7216947747762159	0.8791436009914323	0.7100011217911988	0.8666047304453581
80+	25-64	0.9104108966126578	9641	17460	629812	1038414	2021-05-23	5.095814963739734	1496	1.0174732224549297	388664	0.29784654964200563	0.8947762717686516	0.8812366597384487	0.9407536739905175	0.8639006109228117	0.9249494277702407
80+	5-11	0.8043540718661486	849	17460	62775	1038414	2021-05-23	5.095814963739734	1496	1.4298052303833662	5426	0.2465218777490424	0.7905407770097641	0.6853767581723559	0.9368347312113595	0.6731591472285043	0.9205671447393146
80+	65-80	1.6570166399039574	1808	17460	64893	1038414	2021-05-23	5.095814963739734	1496	1.6038190337598774	6504	0.4946588546545609	1.6285604410364296	1.4831023772963101	1.849801626205556	1.4580972119874098	1.8145904913810702
80+	80+	5.095814963739734	1496	17460	17460	1038414	2021-05-23	5.095814963739734	1496	5.095814963739734	1496	1	5.008303758053406	4.136782264874652	6.560975932542242	4.0789382298079815	6.421791029695448
