state	x	year_month	RR	nRR	nRR_fixed	N_pairs	date	share_inperson	share_hybrid	share_virtual	trajectory_type
New Hampshire	School Aged	2021-03-01	1.1555198449137842	1	1.1478674004826463	30	2021-03-01	0.5829753839673913	0.4061550508152174	0.0108695652173913	Other
New Hampshire	School Aged	2021-04-01	1.2731206235962478	1	1.2645798020481396	24	2021-04-01	0.6967858552173913	0.3032141448913043	0	Other
New Hampshire	School Aged	2021-05-01	1.7709876543209877	1	1.7154820913540154	22	2021-05-01	0.9345579439130436	0.06242951752717391	0.00301253858695652	Other
New Hampshire	School Aged	2021-06-01	1.3102493074792243	1	1.2932691295380605	4	2021-06-01	0.9362256180434784	0.06076184339673913	0.00301253858695652	Other
New Jersey	School Aged	2021-01-01	0.7844837553474391	1	0.8105554895217837	10	2021-01-01	0.08611794159790732	0.5365253846263079	0.3773566669865471	Other
New Jersey	School Aged	2021-02-01	1.3092737993882635	1	1.2666409434882908	232	2021-02-01	0.1143497759342302	0.6646914379297459	0.22095878601644245	Other
New Jersey	School Aged	2021-03-01	1.278709309899242	1	1.2563386846246238	772	2021-03-01	0.16302618122571003	0.7052413303139013	0.13173248406576982	Other
New Jersey	School Aged	2021-04-01	1.2947699462314033	1	1.272436953173379	732	2021-04-01	0.2598903825560538	0.6363726953064275	0.10373692184603886	Other
New Jersey	School Aged	2021-05-01	1.4745322560282792	1	1.382817526146364	332	2021-05-01	0.49298423062780267	0.4945754359043349	0.01244032965620328	Other
New Jersey	School Aged	2021-06-01	1.842398410163978	1	1.7552497659604844	252	2021-06-01	0.5319075543946188	0.46337817644245144	0.00471426929745889	Other
New Mexico	School Aged	2020-10-01	0.01234567901234567	NA	0.01215303825956489	0	2020-10-01	0.01340225564285714	0.11051040245	0.8760873421428571	Rising In-Person
New Mexico	School Aged	2020-11-01	0.00826446280991735	NA	0.00815125791360343	0	2020-11-01	0.02703759392857143	0.16844957562142857	0.8045128321428572	Rising In-Person
New Mexico	School Aged	2020-12-01	0.015625	NA	0.01568352059925093	0	2020-12-01	0.0264832535	0.06844335080714285	0.905073396	Rising In-Person
New Mexico	School Aged	2021-01-01	7.499805130385488	1	7.440573818937516	24	2021-01-01	0.02857142857142857	0.05973288988571428	0.9116956813571429	Rising In-Person
New Mexico	School Aged	2021-02-01	4.588070625254939	1	4.5131166948590975	102	2021-02-01	0.030612245	0.26270271545714285	0.7066850380714286	Rising In-Person
New Mexico	School Aged	2021-03-01	2.272118414999508	1	2.1838420203049576	288	2021-03-01	0.14231795024285715	0.43819818045714287	0.4194838638357143	Rising In-Person
New Mexico	School Aged	2021-04-01	1.299716413513688	1	1.2687726843736875	320	2021-04-01	0.71015980114285715	0.11420123555	0.17563897774999998	Rising In-Person
New Mexico	School Aged	2021-05-01	1.5068183441532674	1	1.4759234476338596	236	2021-05-01	0.9983822337142856	0	0.0016177665	Rising In-Person
New York	School Aged	2020-09-01	1.889194411414982	1	1.6976406661886452	10	2020-09-01	0.2401768385543175	0.6494629459220056	0.1103602156545961	Other
New York	School Aged	2020-10-01	4.2905953748922725	1	4.1471323115484955	18	2020-10-01	0.26000177689415044	0.6815880869345404	0.05841013616155989	Other
New York	School Aged	2020-11-01	3.7453912462583983	1	3.6633779417501686	22	2020-11-01	0.257397929	0.6537669100278551	0.08883516101810585	Other
New York	School Aged	2020-12-01	2.5459881704232945	1	2.4304996614107233	90	2020-12-01	0.233765016408078	0.5403886470696379	0.2258463356935933	Other
New York	School Aged	2021-01-01	2.3708801784355553	1	2.1959199246841825	586	2021-01-01	0.24957013964066851	0.5877246390194986	0.1627052209229805	Other
New York	School Aged	2021-02-01	1.3518160344919286	1	1.3205267160363965	788	2021-02-01	0.2764681402200557	0.668734011913649	0.05479784873398329	Other
New York	School Aged	2021-03-01	1.4074629682506	1	1.3805645762562933	1522	2021-03-01	0.30387103246518105	0.6726139317270194	0.0235150357367688	Other
New York	School Aged	2021-04-01	1.445705292528824	1	1.4109227149661336	1444	2021-04-01	0.3730724283760446	0.6208850472660167	0.00604252400557103	Other
New York	School Aged	2021-05-01	1.3913178223878953	1	1.3266179760373884	548	2021-05-01	0.4535851727103064	0.5440109721671309	0.00240385485097493	Other
New York	School Aged	2021-06-01	1.4446886836878852	1	1.3807042438880506	240	2021-06-01	0.4735592925738162	0.5251147482827299	0.00132595936350974	Other
North Carolina	School Aged	2020-08-01	5.081632653061225	1	3.986397444000935	4	2020-08-01	0.08038585209003216	0.3858520900321543	0.5337620578778135	Persistent Low
North Carolina	School Aged	2020-09-01	4.84	1	3.986300832925037	2	2020-09-01	0.07911392405063292	0.43354430379746833	0.4873417721518987	Persistent Low
North Carolina	School Aged	2020-10-01	1.5833333333333333	1	1.825622775800712	2	2020-10-01	0.08832807570977919	0.5457413249211357	0.3659305993690852	Persistent Low
North Carolina	School Aged	2020-11-01	0.25	NA	0.2676991150442478	0	2020-11-01	0.10793650793650794	0.6571428571428571	0.23492063492063492	Persistent Low
North Carolina	School Aged	2021-01-01	2.5853140096618357	1	2.298781966888185	80	2021-01-01	0.11041009463722395	0.45741324921135645	0.43217665615141954	Persistent Low
North Carolina	School Aged	2021-02-01	1.746954152097971	1	1.6968494939444274	130	2021-02-01	0.11708860759493672	0.620253164556962	0.2626582278481013	Persistent Low
North Carolina	School Aged	2021-03-01	1.1561597961729209	1	1.147649004985989	396	2021-03-01	0.12698412698412698	0.746031746031746	0.12698412698412698	Persistent Low
North Carolina	School Aged	2021-04-01	1.2253973610018771	1	1.2145610959095463	914	2021-04-01	0.15286624203821655	0.802547770700637	0.04458598726114649	Persistent Low
North Carolina	School Aged	2021-05-01	1.3397525252626292	1	1.32411257404852	788	2021-05-01	0.16666666666666666	0.8076923076923077	0.02564102564102564	Persistent Low
North Dakota	School Aged	2021-01-01	0.6532915249433107	1	0.6751297436360761	4	2021-01-01	0.8891924879360465	0.08717675802325581	0.02363075385465116	Persistent High
North Dakota	School Aged	2021-02-01	0.0625	NA	0.06145627581253368	0	2021-02-01	0.9262743555813954	0.04899842761627907	0.02472721715116279	Persistent High
North Dakota	School Aged	2021-03-01	1.4351851851851851	1	1.441720318810242	2	2021-03-01	0.948243195755814	0.03319617965116279	0.01856062482558139	Persistent High
North Dakota	School Aged	2021-04-01	1.2352941176470589	1	1.2338070911941732	2	2021-04-01	0.9581412014534884	0.02441693825581395	0.01744186046511628	Persistent High
Ohio	School Aged	2020-11-01	1	NA	NA	0	2020-11-01	0.5340394107816092	0.3389509233004926	0.12700966981609196	Other
Ohio	School Aged	2020-12-01	1	NA	0.9501187648456058	0	2020-12-01	0.3972672079276316	0.2828947380098684	0.3198380579276316	Other
Ohio	School Aged	2021-01-01	9.556224800052878	1	9.33640212454776	42	2021-01-01	0.5183480776486042	0.277730590045977	0.20392132267651888	Other
Ohio	School Aged	2021-02-01	5.264286747685185	1	5.166790428744543	80	2021-02-01	0.6680154817536946	0.2987919305172414	0.03319258704433497	Other
Ohio	School Aged	2021-03-01	2.6001072940152685	1	2.5559565872862167	106	2021-03-01	0.7329307688341543	0.2637851575369458	0.0032840722003284	Other
Ohio	School Aged	2021-04-01	2.9357303483180432	1	2.8584183738045392	168	2021-04-01	0.8410509032019704	0.1573070610509031	0.00164203612479474	Other
Ohio	School Aged	2021-05-01	2.933571026458998	1	2.8412473801383933	98	2021-05-01	0.8700738916256158	0.1282840722495895	0.00164203612479474	Other
Oregon	School Aged	2020-09-01	0.9492091779906436	1	0.9669204975263684	10	2020-09-01	0.13924780495555555	0.15502211137777777	0.7057300832777778	Other
Oregon	School Aged	2020-10-01	0.7273011245314452	1	0.730195105147497	6	2020-10-01	0.16453584575257732	0.15303641552061856	0.6824277380927835	Other
Oregon	School Aged	2020-11-01	1.1010207939508507	1	1.0896641180271542	10	2020-11-01	0.19323900038341968	0.3429052461761658	0.4638557557720207	Other
Oregon	School Aged	2020-12-01	1.550595238095238	1	1.5159124025169513	10	2020-12-01	0.163268548546875	0.222521267203125	0.614210184734375	Other
Oregon	School Aged	2021-01-01	2.3668019851929585	1	2.179251906925364	54	2021-01-01	0.20255009692783504	0.26152383200515467	0.5359260670206185	Other
Oregon	School Aged	2021-02-01	4.215363511659808	1	3.671001737128354	6	2021-02-01	0.2846705943247423	0.31020983295360827	0.4051195725257732	Other
Oregon	School Aged	2021-03-01	1.562773914020652	1	1.518592728092916	42	2021-03-01	0.3047210338923077	0.46841536906666664	0.2268635965897436	Other
Oregon	School Aged	2021-04-01	1.4419325108053536	1	1.403554837002923	98	2021-04-01	0.3708371576989796	0.5418092195255102	0.08735362257142858	Other
Oregon	School Aged	2021-05-01	1.8825488174396097	1	1.7621877129844283	78	2021-05-01	0.4258247732857143	0.5486031752040816	0.02557205235204081	Other
Oregon	School Aged	2021-06-01	2.828549073304318	1	2.379531638774949	30	2021-06-01	0.42716976552307695	0.5583111914	0.01451904426153846	Other
Pennsylvania	School Aged	2020-12-01	24.75111111111111	1	24.26235233049409	8	2020-12-01	0.0765625	0.4375	0.4859375	Other
Pennsylvania	School Aged	2021-01-01	9.672070038644371	1	9.32978362251765	54	2021-01-01	0.1125	0.6015625	0.2859375	Other
Pennsylvania	School Aged	2021-02-01	1.6599087603305784	1	1.622283569735817	334	2021-02-01	0.1296875	0.6546875	0.215625	Other
Pennsylvania	School Aged	2021-03-01	1.276819001816755	1	1.2525372480746813	1044	2021-03-01	0.20219435736677116	0.6426332288401254	0.15517241379310345	Other
Pennsylvania	School Aged	2021-04-01	1.2575740887309832	1	1.2366794722897372	1102	2021-04-01	0.29780564263322884	0.5705329153605015	0.1316614420062696	Other
Pennsylvania	School Aged	2021-05-01	1.350265973121792	1	1.3306241720294716	352	2021-05-01	0.30094043887147337	0.567398119122257	0.1316614420062696	Other
Rhode Island	School Aged	2020-11-01	1	NA	0.7575757575757576	0	2020-11-01	0.4421436575185186	0.45770031446296294	0.10015602666666668	Other
Rhode Island	School Aged	2020-12-01	1	NA	0.8849557522123894	0	2020-12-01	0.4025629980740741	0.40751689592592594	0.18992010814814816	Other
Rhode Island	School Aged	2021-01-01	1.5777777777777777	1	1.4714280777121669	6	2021-01-01	0.44733625825925927	0.4312236194259259	0.12144012327777778	Other
Rhode Island	School Aged	2021-02-01	1.2584585279636409	1	1.2245686517212298	32	2021-02-01	0.4795828808	0.4587646023636363	0.06165251909090909	Other
Rhode Island	School Aged	2021-03-01	1.1517648439812591	1	1.1367391298660363	106	2021-03-01	0.5125847386785715	0.4401415801785714	0.04727368107142857	Other
Rhode Island	School Aged	2021-04-01	1.2251704401986363	1	1.2138777438797463	124	2021-04-01	0.6011840810535715	0.35948668519642857	0.03932923160714285	Other
Rhode Island	School Aged	2021-05-01	1.1078883798417327	1	1.1093660953368194	50	2021-05-01	0.6767135482142858	0.2972060666071429	0.02608038357142857	Other
Rhode Island	School Aged	2021-06-01	0.4471005917159763	1	0.48742192202858314	8	2021-06-01	0.665439499122807	0.3134651149122807	0.02109538543859649	Other
South Carolina	School Aged	2020-11-01	12.8125	1	12.565225160829163	2	2020-11-01	0.2375	0.75	0.0125	Rising In-Person
South Carolina	School Aged	2020-12-01	0.7551020408163265	1	0.838232540722711	2	2020-12-01	0.2625	0.6625	0.075	Rising In-Person
South Carolina	School Aged	2021-01-01	7.699483497102545	1	7.367315082844583	12	2021-01-01	0.275	0.475	0.25	Rising In-Person
South Carolina	School Aged	2021-02-01	3.907064471879287	1	3.7316140223596617	16	2021-02-01	0.375	0.6125	0.0125	Rising In-Person
South Carolina	School Aged	2021-03-01	3.883105319690203	1	3.7137658161452367	96	2021-03-01	0.575	0.425	0	Rising In-Person
South Carolina	School Aged	2021-04-01	3.932837218594314	1	3.7687063385358104	102	2021-04-01	0.8625	0.1375	0	Rising In-Person
South Carolina	School Aged	2021-05-01	3.023391022174148	1	2.912732481548028	26	2021-05-01	1	0	0	Rising In-Person
South Dakota	School Aged	2021-02-01	0.25	NA	0.25096030729833546	0	2021-02-01	0.9731543624161074	0	0.02684563758389261	Persistent High
South Dakota	School Aged	2021-03-01	1.3825	1	1.3755658307210032	6	2021-03-01	0.9731543624161074	0.0134228187919463	0.0134228187919463	Persistent High
South Dakota	School Aged	2021-04-01	1.6170798898071626	1	1.367224328555431	16	2021-04-01	0.9798657718120806	0.0134228187919463	0.00671140939597315	Persistent High
South Dakota	School Aged	2021-05-01	2.493333333333333	1	1.503562295569432	10	2021-05-01	0.9798657718120806	0.0134228187919463	0.00671140939597315	Persistent High
Tennessee	School Aged	2020-09-01	1	NA	1	0	2020-09-01	0.06164383561643835	0.8972602739726028	0.0410958904109589	Persistent Low
Tennessee	School Aged	2020-11-01	1.45	1	1.3633545095774378	12	2020-11-01	0.0896551724137931	0.8758620689655172	0.03448275862068965	Persistent Low
Tennessee	School Aged	2020-12-01	1.5248256714876034	1	1.494525610448394	32	2020-12-01	0.11724137931034484	0.8206896551724138	0.06206896551724138	Persistent Low
Tennessee	School Aged	2021-01-01	1.9162021488831922	1	1.7905784373461973	62	2021-01-01	0.1310344827586207	0.7793103448275862	0.0896551724137931	Persistent Low
Tennessee	School Aged	2021-02-01	2.4084010915571397	1	2.3501732994664826	62	2021-02-01	0.21379310344827587	0.7724137931034483	0.01379310344827586	Persistent Low
Tennessee	School Aged	2021-03-01	1.5134623451121767	1	1.4839730929955703	166	2021-03-01	0.273972602739726	0.726027397260274	0	Persistent Low
Tennessee	School Aged	2021-04-01	1.3408450466643362	1	1.31828514039591	196	2021-04-01	0.2876712328767123	0.7123287671232876	0	Persistent Low
Tennessee	School Aged	2021-05-01	1.4908924695741943	1	1.4747407557984098	84	2021-05-01	0.2876712328767123	0.7123287671232876	0	Persistent Low
Texas	School Aged	2020-09-01	1.21301775147929	1	1.4396254632941023	6	2020-09-01	0.9257355737221298	0	0.07426442622895174	Persistent High
Texas	School Aged	2020-10-01	3.25390625	1	3.093350151986427	8	2020-10-01	0.9257355737221298	0	0.07426442622895174	Persistent High
Texas	School Aged	2020-11-01	8.640625	1	8.12160375972977	6	2020-11-01	0.9257355737221298	0	0.07426442622895174	Persistent High
Texas	School Aged	2020-12-01	2.9725	1	1.7389891865188276	6	2020-12-01	0.9257355737221298	0	0.07426442622895174	Persistent High
Texas	School Aged	2021-01-01	1.794873620366514	1	1.5173602350496977	64	2021-01-01	0.9229192889966722	0	0.07708071118985024	Persistent High
Utah	School Aged	2021-01-01	1	NA	0.627906976744186	0	2021-01-01	0.33282355234507044	0.5874966454929578	0.07967980190140846	Other
Utah	School Aged	2021-02-01	1.2623456790123455	1	1.2322644316334812	4	2021-02-01	0.34089664020422533	0.6146802697605633	0.04442308967605633	Other
Utah	School Aged	2021-03-01	1.493757431629013	1	1.4541983102268603	16	2021-03-01	0.3716486610422535	0.5980206385915493	0.03033070013380281	Other
Utah	School Aged	2021-04-01	1.0765517535990432	1	1.066033958526936	40	2021-04-01	0.38576442843661973	0.5980252986619718	0.01621027286619718	Other
Utah	School Aged	2021-05-01	0.9788989669942052	1	0.9905625148129252	30	2021-05-01	0.385768121	0.5909946485211267	0.02323723074647887	Other
Vermont	School Aged	2020-11-01	0.0014792899408284	NA	0.00152790368626344	0	2020-11-01	0.3996192639325843	0.5627834030337079	0.03759733348314607	Other
Vermont	School Aged	2020-12-01	0.00137174211248285	NA	0.00140365682566491	0	2020-12-01	0.4526600588842105	0.48212682936842105	0.065213112	Other
Vermont	School Aged	2021-01-01	0.5555555555555556	NA	0.5644850899337498	0	2021-01-01	0.4524266945	0.5333234654347826	0.01424983923913043	Other
Vermont	School Aged	2021-02-01	325.2448979591837	1	324.8301851402183	4	2021-02-01	0.4622359517882353	0.5038886791764706	0.033875368	Other
Vermont	School Aged	2021-03-01	146.06508875739644	1	145.8711367557891	6	2021-03-01	0.47105105518181817	0.5289489445454545	0	Other
Vermont	School Aged	2021-04-01	4.3734567901234565	1	4.264448404863051	4	2021-04-01	0.5173905553191489	0.4817023024468085	9.071417127659576e-4	Other
Vermont	School Aged	2021-05-01	3.1487603305785123	1	3.031183956354518	2	2021-05-01	0.5505814358333333	0.4456056701190476	0.00381289321428571	Other
Virginia	School Aged	2021-01-01	2.920138888888889	1	2.8374291927584583	6	2021-01-01	0.07697947181818182	0.5437438903030303	0.3792766378787879	Other
Virginia	School Aged	2021-02-01	2.0894906439029906	1	1.856200959246343	30	2021-02-01	0.1295995666666667	0.6195887431818182	0.2508116862878788	Other
Virginia	School Aged	2021-03-01	1.1968853780941973	1	1.1541805945218089	110	2021-03-01	0.25366568878787876	0.687683283560606	0.05865102537878788	Other
Virginia	School Aged	2021-04-01	1.113626751572026	1	1.0908110413332746	130	2021-04-01	0.35000000098484846	0.6315656581818182	0.01843434340909091	Other
Virginia	School Aged	2021-05-01	1.7180341524364848	1	1.6382905558834624	58	2021-05-01	0.4242424243939394	0.5681818187121213	0.00757575757575757	Other
Washington	School Aged	2021-01-01	1.6699673952421206	1	1.2191157910498096	2	2021-01-01	0.1180327868852459	0.4557377049180328	0.4262295081967213	Other
Washington	School Aged	2021-02-01	10.395833333333334	1	8.277921904125298	4	2021-02-01	0.1396103896103896	0.5844155844155844	0.275974025974026	Other
Washington	School Aged	2021-03-01	1.0334883095941951	1	1.027206904854285	110	2021-03-01	0.1812297734627832	0.6990291262135923	0.1197411003236246	Other
Washington	School Aged	2021-04-01	1.032413087784133	1	1.024853015557187	640	2021-04-01	0.2956810631229236	0.6744186046511628	0.02990033222591362	Other
Washington	School Aged	2021-05-01	1.051454730983227	1	1.038560363435726	780	2021-05-01	0.3741721854304636	0.6026490066225165	0.02317880794701986	Other
West Virginia	School Aged	2020-12-01	154.25	1	139.02141633777646	2	2020-12-01	0.03030303163636364	0.2173271198181818	0.7523698556363636	Rising In-Person
West Virginia	School Aged	2021-01-01	124.81040314873496	1	102.00898076148152	14	2021-01-01	0.05454545432727273	0.45705327705454546	0.4884012425454546	Rising In-Person
West Virginia	School Aged	2021-02-01	5.329368173583711	1	4.970463853926805	136	2021-02-01	0.11818181914545454	0.8285714309090909	0.05324675345454546	Rising In-Person
West Virginia	School Aged	2021-03-01	2.0425639986869437	1	1.9552666962022345	458	2021-03-01	0.5853372449090909	0.414662754	0	Rising In-Person
West Virginia	School Aged	2021-04-01	1.6301686123738668	1	1.5422599664125656	804	2021-04-01	0.6933333334545455	0.3024242425454545	0.00424242418181818	Rising In-Person
West Virginia	School Aged	2021-05-01	1.5427481846047657	1	1.4607164287972192	538	2021-05-01	0.7008797656363637	0.2991202343636364	0	Rising In-Person
West Virginia	School Aged	2021-06-01	1.3506374401612498	1	1.3306899220052044	64	2021-06-01	0.7878787878787878	0.21212121212121213	0	Rising In-Person
Wisconsin	School Aged	2020-11-01	0.87890625	1	1.1200221238938053	8	2020-11-01	0.5912034628957346	0.22425489339810423	0.18454164371327017	Other
Wisconsin	School Aged	2020-12-01	1.0351239669421488	1	1.1900826446280992	10	2020-12-01	0.5636964280781991	0.200742206528436	0.2355613652393365	Other
Wisconsin	School Aged	2021-01-01	1.5494791666666665	1	1.5459926328883284	4	2021-01-01	0.6611374168108747	0.2520514154444444	0.08681116823640662	Other
Wisconsin	School Aged	2021-02-01	1.0240508780991735	1	1.018350541724106	20	2021-02-01	0.7289909539196218	0.22422914105437353	0.04677990538534279	Other
Wisconsin	School Aged	2021-03-01	1.2451281778405558	1	1.2389940275601117	86	2021-03-01	0.761799275643026	0.20807559775886525	0.03012512712765957	Other
Wisconsin	School Aged	2021-04-01	1.4638766567409236	1	1.450827934139975	88	2021-04-01	0.8670574337227488	0.1269705296563981	0.0059720371635071	Other
Wisconsin	School Aged	2021-05-01	2.0055111111111112	1	1.954525626714635	20	2021-05-01	0.877845182464455	0.11868779522511848	0.00346702270379146	Other
Wisconsin	School Aged	2021-06-01	0.00308641975308641	NA	0.00298108007843552	0	2021-06-01	0.8813645593023256	0.1095982485762274	0.00903719219121447	Other
Wyoming	School Aged	2020-08-01	0.01	NA	0.0097385737490843	0	2020-08-01	0.9075520833333334	0.04166666666666666	0.05078125	Persistent High
Wyoming	School Aged	2020-09-01	3.4669995408631773	1	3.3816341331041597	12	2020-09-01	0.9166666666666666	0.04166666666666666	0.04166666666666666	Persistent High
Wyoming	School Aged	2020-10-01	1.3456892422735671	1	1.3327987764076648	596	2020-10-01	0.9166666666666666	0.04166666666666666	0.04166666666666666	Persistent High
Wyoming	School Aged	2020-11-01	1.1299674297136704	1	1.123086760684753	3210	2020-11-01	0.9125000002083332	0.03333333375	0.054166666875	Persistent High
Wyoming	School Aged	2020-12-01	1.0579323061533183	1	1.0532935226107745	3002	2020-12-01	0.9166666666666666	0.04166666666666666	0.04166666666666666	Persistent High
Wyoming	School Aged	2021-01-01	1.2622516893459734	1	1.2510311406582548	782	2021-01-01	0.9166666666666666	0.04166666666666666	0.04166666666666666	Persistent High
Wyoming	School Aged	2021-02-01	1.1285315643759766	1	1.093778736301402	136	2021-02-01	0.915922619375	0.07514880916666666	0.00892857166666666	Persistent High
Wyoming	School Aged	2021-03-01	0.6383800640557398	1	0.6199847554979383	102	2021-03-01	0.90322580625	0.096774193125	0	Persistent High
Wyoming	School Aged	2021-04-01	0.8436781063496868	1	0.8306763472961907	98	2021-04-01	0.9166666666666666	0.08333333333333333	0	Persistent High
Wyoming	School Aged	2021-05-01	1.3868407687451645	1	1.348073052256721	70	2021-05-01	0.9166666666666666	0.08333333333333333	0	Persistent High
Wyoming	School Aged	2021-06-01	1.1670465536600103	1	1.145386415975107	78	2021-06-01	0.8571428571428571	0.14285714285714285	0	Persistent High
