x	y	RR	N_pairs	N_x	N_y	N_total	academic_year	state	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed
School Aged	Pre-School	1.4971153846153846	1	104	10	1556	2022-2023	Minnesota	1.4387019230769231	10	31.13	2	0.09193583386598449	1.4271030319957616
School Aged	School Aged	1.4387019230769231	10	104	104	1556	2022-2023	Minnesota	1.4387019230769231	10	1.4387019230769231	10	1	1.3714212662965048
School Aged	Seniors	0.7840527376553578	12	104	229	1556	2022-2023	Minnesota	1.4387019230769231	10	2.4924200530119562	84	0.398895146181865	0.7473866414377907
Seniors	Adult	0.7450184860517609	133	229	1213	1556	2022-2023	Minnesota	2.4924200530119562	84	1.0490590735566674	992	0.42073860069513785	0.7101778201354235
Seniors	Pre-School	4.366812227074236e-4	0	229	10	1556	2022-2023	Minnesota	2.4924200530119562	84	31.13	2	2.5975597355509507e-5	4.162598977643133e-4
Seniors	School Aged	0.7840527376553578	12	229	104	1556	2022-2023	Minnesota	2.4924200530119562	84	1.4387019230769231	10	0.398895146181865	0.7473866414377907
Seniors	Seniors	2.4924200530119562	84	229	229	1556	2022-2023	Minnesota	2.4924200530119562	84	2.4924200530119562	84	1	2.375862442676182
Adult	Adult	1.0551132276941735	4558	6254	6254	9054	2022-2023	Nevada	1.0551132276941735	4558	1.0551132276941735	4558	1	1
Adult	Pre-School	1.0004536933760768	85	6254	123	9054	2022-2023	Nevada	1.0551132276941735	4558	2.393879304646705	4	0.5801425685877349	0.9481955747654224
Adult	School Aged	0.9793358394418422	414	6254	612	9054	2022-2023	Nevada	1.0551132276941735	4558	2.2239549959417317	92	0.5973256868415702	0.92818079968731515
Adult	Seniors	0.8391831358681049	1197	6254	2065	9054	2022-2023	Nevada	1.0551132276941735	4558	1.596681460288798	752	0.6329171256515419	0.7953488913242435
Pre-School	Adult	1.0004536933760768	85	123	6254	9054	2022-2023	Nevada	2.393879304646705	4	1.0551132276941735	4558	0.5801425685877349	0.9481955747654224
Pre-School	Pre-School	2.393879304646705	4	123	123	9054	2022-2023	Nevada	2.393879304646705	4	2.393879304646705	4	1	2.268836407139211
Pre-School	School Aged	1.443341835379138	12	123	612	9054	2022-2023	Nevada	2.393879304646705	4	2.2239549959417317	92	0.6251163387110783	1.367949711457407
Pre-School	Seniors	0.7842240988995847	22	123	2065	9054	2022-2023	Nevada	2.393879304646705	4	1.596681460288798	752	0.39303954761969884	0.7432606077865356
School Aged	Adult	0.9793358394418422	414	612	6254	9054	2022-2023	Nevada	2.2239549959417317	92	1.0551132276941735	4558	0.5973256868415702	0.92818079968731515
School Aged	Pre-School	1.443341835379138	12	612	123	9054	2022-2023	Nevada	2.2239549959417317	92	2.393879304646705	4	0.6251163387110783	1.367949711457407
School Aged	School Aged	2.2239549959417317	92	612	612	9054	2022-2023	Nevada	2.2239549959417317	92	2.2239549959417317	92	1	2.107787996177363
School Aged	Seniors	0.6734376236370254	94	612	2065	9054	2022-2023	Nevada	2.2239549959417317	92	1.596681460288798	752	0.3525264082840503	0.6382609998253406
Seniors	Adult	0.8391831358681049	1197	2065	6254	9054	2022-2023	Nevada	1.596681460288798	752	1.0551132276941735	4558	0.6329171256515419	0.7953488913242435
Seniors	Pre-School	0.7842240988995847	22	2065	123	9054	2022-2023	Nevada	1.596681460288798	752	2.393879304646705	4	0.39303954761969884	0.7432606077865356
Seniors	School Aged	0.6734376236370254	94	2065	612	9054	2022-2023	Nevada	1.596681460288798	752	2.2239549959417317	92	0.3525264082840503	0.6382609998253406
Seniors	Seniors	1.596681460288798	752	2065	2065	9054	2022-2023	Nevada	1.596681460288798	752	1.596681460288798	752	1	1.5132797299661938
Adult	Adult	1.0576840231722386	454	594	594	822	2022-2023	Mississippi	1.0576840231722386	454	1.0576840231722386	454	1	1
Adult	Pre-School	0.5382061354283576	14	594	36	822	2022-2023	Mississippi	1.0576840231722386	454	11.417438271604938	18	0.08628470690883447	0.5088534227964918
Adult	School Aged	1.026745954165309	46	594	62	822	2022-2023	Mississippi	1.0576840231722386	454	2.1386576482830386	10	0.6424506887574613	0.9707492329191669
Adult	Seniors	0.8516058016058016	80	594	130	822	2022-2023	Mississippi	1.0576840231722386	454	2.0428994082840237	42	0.5493197138100069	0.8051608825967127
Pre-School	Adult	0.5382061354283576	14	36	594	822	2022-2023	Mississippi	11.417438271604938	18	1.0576840231722386	454	0.08628470690883447	0.5088534227964918
Pre-School	Pre-School	11.417438271604938	18	36	36	822	2022-2023	Mississippi	11.417438271604938	18	11.417438271604938	18	1	10.794753462722642
Pre-School	School Aged	0.36872759856630827	1	36	62	822	2022-2023	Mississippi	11.417438271604938	18	2.1386576482830386	10	0.05440026402075729	0.34861791469668707
Pre-School	Seniors	0.5271367521367522	3	36	130	822	2022-2023	Mississippi	11.417438271604938	18	2.0428994082840237	42	0.0783244469303835	0.4983877420741852
School Aged	Adult	1.026745954165309	46	62	594	822	2022-2023	Mississippi	2.1386576482830386	10	1.0576840231722386	454	0.6424506887574613	0.9707492329191669
School Aged	Pre-School	0.36872759856630827	1	62	36	822	2022-2023	Mississippi	2.1386576482830386	10	11.417438271604938	18	0.05440026402075729	0.34861791469668707
School Aged	School Aged	2.1386576482830386	10	62	62	822	2022-2023	Mississippi	2.1386576482830386	10	2.1386576482830386	10	1	2.022019432484865
School Aged	Seniors	0.5100496277915633	5	62	130	822	2022-2023	Mississippi	2.1386576482830386	10	2.0428994082840237	42	0.24395201160320856	0.48223251615525653
Seniors	Adult	0.8516058016058016	80	130	594	822	2022-2023	Mississippi	2.0428994082840237	42	1.0576840231722386	454	0.5493197138100069	0.8051608825967127
Seniors	Pre-School	0.5271367521367522	3	130	36	822	2022-2023	Mississippi	2.0428994082840237	42	11.417438271604938	18	0.0783244469303835	0.4983877420741852
Seniors	School Aged	0.5100496277915633	5	130	62	822	2022-2023	Mississippi	2.0428994082840237	42	2.1386576482830386	10	0.24395201160320856	0.48223251615525653
Seniors	Seniors	2.0428994082840237	42	130	130	822	2022-2023	Mississippi	2.0428994082840237	42	2.0428994082840237	42	1	1.931483660079214
Adult	Adult	1.040649448581393	120	206	206	368	2022-2023	Wyoming	1.040649448581393	120	1.040649448581393	120	1	1
Adult	Pre-School	1.7912621359223302	1	206	1	368	2022-2023	Wyoming	1.040649448581393	120	NA	0	NA	1.7212925431942214
Adult	School Aged	1.4294498381877023	12	206	15	368	2022-2023	Wyoming	1.040649448581393	120	NA	0	NA	1.3736132182997065
Adult	Seniors	0.8932371325974199	73	206	146	368	2022-2023	Wyoming	1.040649448581393	120	1.2085288046537812	70	0.7942786493801502	0.8583458472159623
Pre-School	Adult	1.7912621359223302	1	1	206	368	2022-2023	Wyoming	NA	0	1.040649448581393	120	NA	1.7212925431942214
Pre-School	Pre-School	1	0	1	1	368	2022-2023	Wyoming	NA	0	NA	0	NA	0.9609383845474514
Pre-School	School Aged	0.06666666666666667	0	1	15	368	2022-2023	Wyoming	NA	0	NA	0	NA	0.0640625589698301
Pre-School	Seniors	0.00684931506849315	0	1	146	368	2022-2023	Wyoming	NA	0	1.2085288046537812	70	NA	0.0065817697571743244
School Aged	Adult	1.4294498381877023	12	15	206	368	2022-2023	Wyoming	NA	0	1.040649448581393	120	NA	1.3736132182997065
School Aged	Pre-School	0.06666666666666667	0	15	1	368	2022-2023	Wyoming	NA	0	NA	0	NA	0.0640625589698301
School Aged	School Aged	0.0044444444444444444	0	15	15	368	2022-2023	Wyoming	NA	0	NA	0	NA	0.00427083726465534
School Aged	Seniors	0.5045662100456622	3	15	146	368	2022-2023	Wyoming	NA	0	1.2085288046537812	70	NA	0.48485703877850866
Seniors	Adult	0.8932371325974199	73	146	206	368	2022-2023	Wyoming	1.2085288046537812	70	1.040649448581393	120	0.7942786493801502	0.8583458472159623
Seniors	Pre-School	0.00684931506849315	0	146	1	368	2022-2023	Wyoming	1.2085288046537812	70	NA	0	NA	0.0065817697571743244
Seniors	School Aged	0.5045662100456622	3	146	15	368	2022-2023	Wyoming	1.2085288046537812	70	NA	0	NA	0.48485703877850866
Seniors	Seniors	1.2085288046537812	70	146	146	368	2022-2023	Wyoming	1.2085288046537812	70	1.2085288046537812	70	1	1.161321717223067
Adult	Adult	1.0261137143922945	4458	6590	6590	9996	2022-2023	New Mexico	1.0261137143922945	4458	1.0261137143922945	4458	1	1
Adult	Pre-School	1.0719049064238746	53	6590	75	9996	2022-2023	New Mexico	1.0261137143922945	4458	NA	0	NA	1.04462584544901
Adult	School Aged	1.0098383821095278	484	6590	727	9996	2022-2023	New Mexico	1.0261137143922945	4458	1.550857190428529	82	0.7837406159459466	0.9841388609717534
Adult	Seniors	0.9290959513669876	1595	6590	2604	9996	2022-2023	New Mexico	1.0261137143922945	4458	1.2441902272528853	844	0.8184771512960654	0.9054512558749255
Pre-School	Adult	1.0719049064238746	53	75	6590	9996	2022-2023	New Mexico	NA	0	1.0261137143922945	4458	NA	1.04462584544901
Pre-School	Pre-School	1.7777777777777779e-4	0	75	75	9996	2022-2023	New Mexico	NA	0	NA	0	NA	1.7325348573385445e-4
Pre-School	School Aged	1.6499770747363596	9	75	727	9996	2022-2023	New Mexico	NA	0	1.550857190428529	82	NA	1.607986572632003
Pre-School	Seniors	0.6653814644137225	13	75	2604	9996	2022-2023	New Mexico	NA	0	1.2441902272528853	844	NA	0.648448076544604
School Aged	Adult	1.0098383821095278	484	727	6590	9996	2022-2023	New Mexico	1.550857190428529	82	1.0261137143922945	4458	0.7837406159459466	0.9841388609717534
School Aged	Pre-School	1.6499770747363596	9	727	75	9996	2022-2023	New Mexico	1.550857190428529	82	NA	0	NA	1.607986572632003
School Aged	School Aged	1.550857190428529	82	727	727	9996	2022-2023	New Mexico	1.550857190428529	82	1.550857190428529	82	1	1.5113892044089954
School Aged	Seniors	0.8025918225478947	152	727	2604	9996	2022-2023	New Mexico	1.550857190428529	82	1.2441902272528853	844	0.574295675608732	0.7821665486882432
Seniors	Adult	0.9290959513669876	1595	2604	6590	9996	2022-2023	New Mexico	1.2441902272528853	844	1.0261137143922945	4458	0.8184771512960654	0.9054512558749255
Seniors	Pre-School	0.6653814644137225	13	2604	75	9996	2022-2023	New Mexico	1.2441902272528853	844	NA	0	NA	0.648448076544604
Seniors	School Aged	0.8025918225478947	152	2604	727	9996	2022-2023	New Mexico	1.2441902272528853	844	1.550857190428529	82	0.574295675608732	0.7821665486882432
Seniors	Seniors	1.2441902272528853	844	2604	2604	9996	2022-2023	New Mexico	1.2441902272528853	844	1.2441902272528853	844	1	1.2125266525550187
Adult	Adult	1.017813952128753	3638	4987	4987	6958	2022-2023	Arizona	1.017813952128753	3638	1.017813952128753	3638	1	1
Adult	Pre-School	0.9985472031202696	73	4987	102	6958	2022-2023	Arizona	1.017813952128753	3638	NA	0	NA	0.9810704608949532
Adult	School Aged	1.0045643116547467	324	4987	450	6958	2022-2023	Arizona	1.017813952128753	3638	1.3744246913580247	40	0.8398529255346837	0.9869822569770292
Adult	Seniors	0.9360513515549166	952	4987	1419	6958	2022-2023	Arizona	1.017813952128753	3638	1.2716500766552392	368	0.8177034797546773	0.9196684223056382
Pre-School	Adult	0.9985472031202696	73	102	4987	6958	2022-2023	Arizona	NA	0	1.017813952128753	3638	NA	0.9810704608949532
Pre-School	Pre-School	9.611687812379854e-5	0	102	102	6958	2022-2023	Arizona	NA	0	NA	0	NA	9.44346242481453e-5
Pre-School	School Aged	1.2127450980392156	8	102	450	6958	2022-2023	Arizona	NA	0	1.3744246913580247	40	NA	1.1915194279885484
Pre-School	Seniors	1.009541378214429	21	102	1419	6958	2022-2023	Arizona	NA	0	1.2716500766552392	368	NA	0.9918722140750555
School Aged	Adult	1.0045643116547467	324	450	4987	6958	2022-2023	Arizona	1.3744246913580247	40	1.017813952128753	3638	0.8398529255346837	0.9869822569770292
School Aged	Pre-School	1.2127450980392156	8	450	102	6958	2022-2023	Arizona	1.3744246913580247	40	NA	0	NA	1.1915194279885484
School Aged	School Aged	1.3744246913580247	40	450	450	6958	2022-2023	Arizona	1.3744246913580247	40	1.3744246913580247	40	1	1.3503692776891316
School Aged	Seniors	0.8499334429566988	78	450	1419	6958	2022-2023	Arizona	1.3744246913580247	40	1.2716500766552392	368	0.6424107536423462	0.8350577639253884
Seniors	Adult	0.9360513515549166	952	1419	4987	6958	2022-2023	Arizona	1.2716500766552392	368	1.017813952128753	3638	0.8177034797546773	0.9196684223056382
Seniors	Pre-School	1.009541378214429	21	1419	102	6958	2022-2023	Arizona	1.2716500766552392	368	NA	0	NA	0.9918722140750555
Seniors	School Aged	0.8499334429566988	78	1419	450	6958	2022-2023	Arizona	1.2716500766552392	368	1.3744246913580247	40	0.6424107536423462	0.8350577639253884
Seniors	Seniors	1.2716500766552392	368	1419	1419	6958	2022-2023	Arizona	1.2716500766552392	368	1.2716500766552392	368	1	1.2493934416949082
Adult	Adult	1.099241082463104	3100	3991	3991	5648	2022-2023	Maryland	1.099241082463104	3100	1.099241082463104	3100	1	1
Adult	Pre-School	0.999719552479317	77	3991	109	5648	2022-2023	Maryland	1.099241082463104	3100	2.8523693291810455	6	0.5059808272260133	0.9094634183788091
Adult	School Aged	1.0055261899081547	297	3991	418	5648	2022-2023	Maryland	1.099241082463104	3100	2.7153281747212747	84	0.527203006218509	0.9147458241417257
Adult	Seniors	0.6474782863212138	517	3991	1130	5648	2022-2023	Maryland	1.099241082463104	3100	2.494692614926776	564	0.3603173240460444	0.589023005645303
Pre-School	Adult	0.999719552479317	77	109	3991	5648	2022-2023	Maryland	2.8523693291810455	6	1.099241082463104	3100	0.5059808272260133	0.9094634183788091
Pre-School	Pre-School	2.8523693291810455	6	109	109	5648	2022-2023	Maryland	2.8523693291810455	6	2.8523693291810455	6	1	2.594853280764991
Pre-School	School Aged	0.8677626091918704	7	109	418	5648	2022-2023	Maryland	2.8523693291810455	6	2.7153281747212747	84	0.31171327414381544	0.7894197397057318
Pre-School	Seniors	0.8712592352033774	19	109	1130	5648	2022-2023	Maryland	2.8523693291810455	6	2.494692614926776	564	0.3258833521326451	0.7926006852392375
School Aged	Adult	1.0055261899081547	297	418	3991	5648	2022-2023	Maryland	2.7153281747212747	84	1.099241082463104	3100	0.527203006218509	0.9147458241417257
School Aged	Pre-School	0.8677626091918704	7	418	109	5648	2022-2023	Maryland	2.7153281747212747	84	2.8523693291810455	6	0.31171327414381544	0.7894197397057318
School Aged	School Aged	2.7153281747212747	84	418	418	5648	2022-2023	Maryland	2.7153281747212747	84	2.7153281747212747	84	1	2.4701844008931633
School Aged	Seniors	0.35872676461870684	30	418	1130	5648	2022-2023	Maryland	2.7153281747212747	84	2.494692614926776	564	0.13770646187495914	0.32634039096764517
Seniors	Adult	0.6474782863212138	517	1130	3991	5648	2022-2023	Maryland	2.494692614926776	564	1.099241082463104	3100	0.3603173240460444	0.589023005645303
Seniors	Pre-School	0.8712592352033774	19	1130	109	5648	2022-2023	Maryland	2.494692614926776	564	2.8523693291810455	6	0.3258833521326451	0.7926006852392375
Seniors	School Aged	0.35872676461870684	30	1130	418	5648	2022-2023	Maryland	2.494692614926776	564	2.7153281747212747	84	0.13770646187495914	0.32634039096764517
Seniors	Seniors	2.494692614926776	564	1130	1130	5648	2022-2023	Maryland	2.494692614926776	564	2.494692614926776	564	1	2.269468140088833
Adult	Adult	1.276730223108806	1000	1277	1277	2082	2022-2023	Kansas	1.276730223108806	1000	1.276730223108806	1000	1	1
Adult	Pre-School	1.3043852779953016	8	1277	10	2082	2022-2023	Kansas	1.276730223108806	1000	NA	0	NA	1.0216608445433024
Adult	School Aged	1.073173874686518	52	1277	79	2082	2022-2023	Kansas	1.276730223108806	1000	2.6689633071623136	8	0.5439722403441594	0.8405643222523288
Adult	Seniors	0.4941257661330895	217	1277	716	2082	2022-2023	Kansas	1.276730223108806	1000	1.9575017165506694	482	0.3055598827492346	0.38702441376370467
Pre-School	Adult	1.3043852779953016	8	10	1277	2082	2022-2023	Kansas	NA	0	1.276730223108806	1000	NA	1.0216608445433024
Pre-School	Pre-School	0.01	0	10	10	2082	2022-2023	Kansas	NA	0	NA	0	NA	0.007832508245673272
Pre-School	School Aged	5.272151898734177	2	10	79	2082	2022-2023	Kansas	NA	0	2.6689633071623136	8	NA	4.129417321927744
Pre-School	Seniors	1.3966480446927373e-4	0	10	716	2082	2022-2023	Kansas	NA	0	1.9575017165506694	482	NA	1.0939257326359318e-4
School Aged	Adult	1.073173874686518	52	79	1277	2082	2022-2023	Kansas	2.6689633071623136	8	1.276730223108806	1000	0.5439722403441594	0.8405643222523288
School Aged	Pre-School	5.272151898734177	2	79	10	2082	2022-2023	Kansas	2.6689633071623136	8	NA	0	NA	4.129417321927744
School Aged	School Aged	2.6689633071623136	8	79	79	2082	2022-2023	Kansas	2.6689633071623136	8	2.6689633071623136	8	1	2.090467711074823
School Aged	Seniors	0.6257513612898663	17	79	716	2082	2022-2023	Kansas	2.6689633071623136	8	1.9575017165506694	482	0.2705094961628685	0.4901202697044153
Seniors	Adult	0.4941257661330895	217	716	1277	2082	2022-2023	Kansas	1.9575017165506694	482	1.276730223108806	1000	0.3055598827492346	0.38702441376370467
Seniors	Pre-School	1.3966480446927373e-4	0	716	10	2082	2022-2023	Kansas	1.9575017165506694	482	NA	0	NA	1.0939257326359318e-4
Seniors	School Aged	0.6257513612898663	17	716	79	2082	2022-2023	Kansas	1.9575017165506694	482	2.6689633071623136	8	0.2705094961628685	0.4901202697044153
Seniors	Seniors	1.9575017165506694	482	716	716	2082	2022-2023	Kansas	1.9575017165506694	482	1.9575017165506694	482	1	1.5332148335802702
Adult	Adult	1.8314200804148943	54	131	131	582	2022-2023	Prince Edward Island	1.8314200804148943	54	1.8314200804148943	54	1	1
Adult	Pre-School	4.4465648854961835	2	131	2	582	2022-2023	Prince Edward Island	1.8314200804148943	54	NA	0	NA	2.427932800916351
Adult	School Aged	0.8893129770992366	2	131	10	582	2022-2023	Prince Edward Island	1.8314200804148943	54	NA	0	NA	0.4855865601832702
Adult	Seniors	0.7387887113321393	73	131	439	582	2022-2023	Prince Edward Island	1.8314200804148943	54	1.0811328293232185	358	0.5073135041509469	0.40339664243758444
Pre-School	Adult	4.4465648854961835	2	2	131	582	2022-2023	Prince Edward Island	NA	0	1.8314200804148943	54	NA	2.427932800916351
Pre-School	Pre-School	0.25	0	2	2	582	2022-2023	Prince Edward Island	NA	0	NA	0	NA	0.13650609309873046
Pre-School	School Aged	0.05	0	2	10	582	2022-2023	Prince Edward Island	NA	0	NA	0	NA	0.027301218619746093
Pre-School	Seniors	0.0011389521640091116	0	2	439	582	2022-2023	Prince Edward Island	NA	0	1.0811328293232185	358	NA	6.218956405409132e-4
School Aged	Adult	0.8893129770992366	2	10	131	582	2022-2023	Prince Edward Island	NA	0	1.8314200804148943	54	NA	0.4855865601832702
School Aged	Pre-School	0.05	0	10	2	582	2022-2023	Prince Edward Island	NA	0	NA	0	NA	0.027301218619746093
School Aged	School Aged	0.01	0	10	10	582	2022-2023	Prince Edward Island	NA	0	NA	0	NA	0.005460243723949218
School Aged	Seniors	1.0608200455580865	8	10	439	582	2022-2023	Prince Edward Island	NA	0	1.0811328293232185	358	NA	0.5792335995998066
Seniors	Adult	0.7387887113321393	73	439	131	582	2022-2023	Prince Edward Island	1.0811328293232185	358	1.8314200804148943	54	0.5073135041509469	0.40339664243758444
Seniors	Pre-School	0.0011389521640091116	0	439	2	582	2022-2023	Prince Edward Island	1.0811328293232185	358	NA	0	NA	6.218956405409132e-4
Seniors	School Aged	1.0608200455580865	8	439	10	582	2022-2023	Prince Edward Island	1.0811328293232185	358	NA	0	NA	0.5792335995998066
Seniors	Seniors	1.0811328293232185	358	439	439	582	2022-2023	Prince Edward Island	1.0811328293232185	358	1.0811328293232185	358	1	0.5903248746067565
Adult	Adult	1.0642005177454192	7288	9163	9163	12260	2022-2023	Pennsylvania	1.0642005177454192	7288	1.0642005177454192	7288	1	1
Adult	Pre-School	1.0168732947724544	76	9163	100	12260	2022-2023	Pennsylvania	1.0642005177454192	7288	2.4521	2	0.5783767852836725	0.9555279083370202
Adult	School Aged	0.9961981394086946	478	9163	642	12260	2022-2023	Pennsylvania	1.0642005177454192	7288	2.08218330567444	70	0.6332337027628813	0.9361000326509967
Adult	Seniors	0.7505242282205297	1321	9163	2355	12260	2022-2023	Pennsylvania	1.0642005177454192	7288	2.073535730545751	938	0.4783857971677955	0.7052470053393377
Pre-School	Adult	1.0168732947724544	76	100	9163	12260	2022-2023	Pennsylvania	2.4521	2	1.0642005177454192	7288	0.5783767852836725	0.9555279083370202
Pre-School	Pre-School	2.4521	2	100	100	12260	2022-2023	Pennsylvania	2.4521	2	2.4521	2	1	2.304171027087019
Pre-School	School Aged	1.9096728971962618	10	100	642	12260	2022-2023	Pennsylvania	2.4521	2	2.08218330567444	70	0.8423262370070245	1.7944671754548973
Pre-School	Seniors	0.6247176220806794	12	100	2355	12260	2022-2023	Pennsylvania	2.4521	2	2.073535730545751	938	0.2760794987825253	0.5870299926222419
School Aged	Adult	0.9961981394086946	478	642	9163	12260	2022-2023	Pennsylvania	2.08218330567444	70	1.0642005177454192	7288	0.6332337027628813	0.9361000326509967
School Aged	Pre-School	1.9096728971962618	10	642	100	12260	2022-2023	Pennsylvania	2.08218330567444	70	2.4521	2	0.8423262370070245	1.7944671754548973
School Aged	School Aged	2.08218330567444	70	642	642	12260	2022-2023	Pennsylvania	2.08218330567444	70	2.08218330567444	70	1	1.956570468585832
School Aged	Seniors	0.6811523172675622	84	642	2355	12260	2022-2023	Pennsylvania	2.08218330567444	70	2.073535730545751	938	0.3278144221641606	0.6400601258028228
Seniors	Adult	0.7505242282205297	1321	2355	9163	12260	2022-2023	Pennsylvania	2.073535730545751	938	1.0642005177454192	7288	0.4783857971677955	0.7052470053393377
Seniors	Pre-School	0.6247176220806794	12	2355	100	12260	2022-2023	Pennsylvania	2.073535730545751	938	2.4521	2	0.2760794987825253	0.5870299926222419
Seniors	School Aged	0.6811523172675622	84	2355	642	12260	2022-2023	Pennsylvania	2.073535730545751	938	2.08218330567444	70	0.3278144221641606	0.6400601258028228
Seniors	Seniors	2.073535730545751	938	2355	2355	12260	2022-2023	Pennsylvania	2.073535730545751	938	2.073535730545751	938	1	1.9484445797289
Adult	Adult	1.0678323664246014	140	157	157	188	2022-2023	Utah	1.0678323664246014	140	1.0678323664246014	140	1	1
Adult	School Aged	1.1987261146496815	5	157	5	188	2022-2023	Utah	1.0678323664246014	140	NA	0	NA	1.1225789293719843
Adult	Seniors	0.5529152376286134	12	157	26	188	2022-2023	Utah	1.0678323664246014	140	3.8949704142011834	14	0.222823780057161	0.5177921694581396
School Aged	Adult	1.1987261146496815	5	5	157	188	2022-2023	Utah	NA	0	1.0678323664246014	140	NA	1.1225789293719843
School Aged	School Aged	0.04	0	5	5	188	2022-2023	Utah	NA	0	NA	0	NA	0.03745906310550511
School Aged	Seniors	0.007692307692307693	0	5	26	188	2022-2023	Utah	NA	0	3.8949704142011834	14	NA	0.007203665981827906
Seniors	Adult	0.5529152376286134	12	26	157	188	2022-2023	Utah	3.8949704142011834	14	1.0678323664246014	140	0.222823780057161	0.5177921694581396
Seniors	School Aged	0.007692307692307693	0	26	5	188	2022-2023	Utah	3.8949704142011834	14	NA	0	NA	0.007203665981827906
Seniors	Seniors	3.8949704142011834	14	26	26	188	2022-2023	Utah	3.8949704142011834	14	3.8949704142011834	14	1	3.6475485634909375
Adult	Adult	1.0233352586369306	1806	2199	2199	2740	2022-2023	Indiana	1.0233352586369306	1806	1.0233352586369306	1806	1	1
Adult	Pre-School	0.9628550167431477	17	2199	22	2740	2022-2023	Indiana	1.0233352586369306	1806	11.324380165289256	2	0.15595678774349175	0.9408988976160737
Adult	School Aged	0.8260189769609271	59	2199	89	2740	2022-2023	Indiana	1.0233352586369306	1806	6.226612801413963	18	0.22786893647211273	0.8071831494022532
Adult	Seniors	0.9185792696468796	317	2199	430	2740	2022-2023	Indiana	1.0233352586369306	1806	1.4818875067604111	100	0.733331408555349	0.8976327766429306
Pre-School	Adult	0.9628550167431477	17	22	2199	2740	2022-2023	Indiana	11.324380165289256	2	1.0233352586369306	1806	0.15595678774349175	0.9408988976160737
Pre-School	Pre-School	11.324380165289256	2	22	22	2740	2022-2023	Indiana	11.324380165289256	2	11.324380165289256	2	1	11.06614872272962
Pre-School	School Aged	1.3998978549540346	1	22	89	2740	2022-2023	Indiana	11.324380165289256	2	6.226612801413963	18	0.15952349335560034	1.367975786174592
Pre-School	Seniors	0.5793868921775899	2	22	430	2740	2022-2023	Indiana	11.324380165289256	2	1.4818875067604111	100	0.09048489489910184	0.5661750509303527
School Aged	Adult	0.8260189769609271	59	89	2199	2740	2022-2023	Indiana	6.226612801413963	18	1.0233352586369306	1806	0.22786893647211273	0.8071831494022532
School Aged	Pre-School	1.3998978549540346	1	89	22	2740	2022-2023	Indiana	6.226612801413963	18	11.324380165289256	2	0.15952349335560034	1.367975786174592
School Aged	School Aged	6.226612801413963	18	89	89	2740	2022-2023	Indiana	6.226612801413963	18	6.226612801413963	18	1	6.084626469049577
School Aged	Seniors	0.787588189182127	11	89	430	2740	2022-2023	Indiana	6.226612801413963	18	1.4818875067604111	100	0.20434277945009352	0.769628704312587
Seniors	Adult	0.9185792696468796	317	430	2199	2740	2022-2023	Indiana	1.4818875067604111	100	1.0233352586369306	1806	0.733331408555349	0.8976327766429306
Seniors	Pre-School	0.5793868921775899	2	430	22	2740	2022-2023	Indiana	1.4818875067604111	100	11.324380165289256	2	0.09048489489910184	0.5661750509303527
Seniors	School Aged	0.787588189182127	11	430	89	2740	2022-2023	Indiana	1.4818875067604111	100	6.226612801413963	18	0.20434277945009352	0.769628704312587
Seniors	Seniors	1.4818875067604111	100	430	430	2740	2022-2023	Indiana	1.4818875067604111	100	1.4818875067604111	100	1	1.4480958163547166
Adult	Adult	1.0655117726751315	974	1272	1272	1770	2022-2023	Missouri	1.0655117726751315	974	1.0655117726751315	974	1	1
Adult	Pre-School	1.3919025157232705	2	1272	2	1770	2022-2023	Missouri	1.0655117726751315	974	NA	0	NA	1.3063229815177777
Adult	School Aged	1.0806486685400776	73	1272	94	1770	2022-2023	Missouri	1.0655117726751315	974	2.0032820280669985	10	0.7042823589377318	1.014206221135354
Adult	Seniors	0.7719089301918083	223	1272	402	1770	2022-2023	Missouri	1.0655117726751315	974	1.8400596519888122	168	0.5313302048880707	0.7244489924816241
Pre-School	Adult	1.3919025157232705	2	2	1272	1770	2022-2023	Missouri	NA	0	1.0655117726751315	974	NA	1.3063229815177777
Pre-School	Pre-School	0.25	0	2	2	1770	2022-2023	Missouri	NA	0	NA	0	NA	0.2346290359348508
Pre-School	School Aged	0.005319148936170213	0	2	94	1770	2022-2023	Missouri	NA	0	2.0032820280669985	10	NA	0.0049921071475500164
Pre-School	Seniors	0.0012437810945273632	0	2	402	1770	2022-2023	Missouri	NA	0	1.8400596519888122	168	NA	0.001167308636491795
School Aged	Adult	1.0806486685400776	73	94	1272	1770	2022-2023	Missouri	2.0032820280669985	10	1.0655117726751315	974	0.7042823589377318	1.014206221135354
School Aged	Pre-School	0.005319148936170213	0	94	2	1770	2022-2023	Missouri	2.0032820280669985	10	NA	0	NA	0.0049921071475500164
School Aged	School Aged	2.0032820280669985	10	94	94	1770	2022-2023	Missouri	2.0032820280669985	10	2.0032820280669985	10	1	1.8801125238038903
School Aged	Seniors	0.5152693976923891	11	94	402	1770	2022-2023	Missouri	2.0032820280669985	10	1.8400596519888122	168	0.2681361380729005	0.48358864810918595
Seniors	Adult	0.7719089301918083	223	402	1272	1770	2022-2023	Missouri	1.8400596519888122	168	1.0655117726751315	974	0.5313302048880707	0.7244489924816241
