x	y	RR	N_pairs	N_x	N_y	N_total	academic_year	state	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed
Seniors	School Aged	0.7880556812020959	485	4137	7357	49454	2020-2021	Pennsylvania	2.126709685652199	736	1.3339906150247363	1460	0.4554313362806639	0.7728343288456065
Seniors	Seniors	2.126709685652199	736	4137	4137	49454	2020-2021	Pennsylvania	2.126709685652199	736	2.126709685652199	736	1	2.0856321345889395
Adult	Adult	1.02637282134245	386	543	543	784	2020-2021	Utah	1.02637282134245	386	1.02637282134245	386	1	1
Adult	Pre-School	1.4441375076734193	6	543	6	784	2020-2021	Utah	1.02637282134245	386	NA	0	NA	1.4070301528294094
Adult	School Aged	1.0058249011939495	124	543	178	784	2020-2021	Utah	1.02637282134245	386	1.1382716828683248	46	0.9293210956693986	0.9799800620970998
Adult	Seniors	0.6839520532454525	27	543	57	784	2020-2021	Utah	1.02637282134245	386	5.309018159433672	22	0.21591471002210014	0.6663777908215396
Pre-School	Adult	1.4441375076734193	6	6	543	784	2020-2021	Utah	NA	0	1.02637282134245	386	NA	1.4070301528294094
Pre-School	Pre-School	0.027777777777777776	0	6	6	784	2020-2021	Utah	NA	0	NA	0	NA	0.02706402313093763
Pre-School	School Aged	9.363295880149813e-4	0	6	178	784	2020-2021	Utah	NA	0	1.1382716828683248	46	NA	9.122704426158751e-4
Pre-School	Seniors	0.0029239766081871343	0	6	57	784	2020-2021	Utah	NA	0	5.309018159433672	22	NA	0.0028488445400986977
School Aged	Adult	1.0058249011939495	124	178	543	784	2020-2021	Utah	1.1382716828683248	46	1.02637282134245	386	0.9293210956693986	0.9799800620970998
School Aged	Pre-School	9.363295880149813e-4	0	178	6	784	2020-2021	Utah	1.1382716828683248	46	NA	0	NA	9.122704426158751e-4
School Aged	School Aged	1.1382716828683248	46	178	178	784	2020-2021	Utah	1.1382716828683248	46	1.1382716828683248	46	1	1.1090236015598272
School Aged	Seniors	0.6182732111176819	8	178	57	784	2020-2021	Utah	1.1382716828683248	46	5.309018159433672	22	0.19179321117566764	0.6023865775294089
Seniors	Adult	0.6839520532454525	27	57	543	784	2020-2021	Utah	5.309018159433672	22	1.02637282134245	386	0.21591471002210014	0.6663777908215396
Seniors	Pre-School	0.0029239766081871343	0	57	6	784	2020-2021	Utah	5.309018159433672	22	NA	0	NA	0.0028488445400986977
Seniors	School Aged	0.6182732111176819	8	57	178	784	2020-2021	Utah	5.309018159433672	22	1.1382716828683248	46	0.19179321117566764	0.6023865775294089
Seniors	Seniors	5.309018159433672	22	57	57	784	2020-2021	Utah	5.309018159433672	22	5.309018159433672	22	1	5.172602049701309
Adult	Adult	1.0163729223507898	13668	16864	16864	21148	2020-2021	Indiana	1.0163729223507898	13668	1.0163729223507898	13668	1	1
Adult	Pre-School	0.9136529208457577	51	16864	70	21148	2020-2021	Indiana	1.0163729223507898	13668	17.263877551020407	4	0.09996065668538558	0.8989347322757784
Adult	School Aged	0.945038072519795	2303	16864	3056	21148	2020-2021	Indiana	1.0163729223507898	13668	1.3043229052451961	576	0.8144437209582628	0.9298142952628028
Adult	Seniors	0.9118266153611704	842	16864	1158	21148	2020-2021	Indiana	1.0163729223507898	13668	2.2709878863265534	144	0.5547469039323616	0.8971378470534102
Pre-School	Adult	0.9136529208457577	51	70	16864	21148	2020-2021	Indiana	17.263877551020407	4	1.0163729223507898	13668	0.09996065668538558	0.8989347322757784
Pre-School	Pre-School	17.263877551020407	4	70	70	21148	2020-2021	Indiana	17.263877551020407	4	17.263877551020407	4	1	16.98577084392452
Pre-School	School Aged	0.9885985415108451	10	70	3056	21148	2020-2021	Indiana	17.263877551020407	4	1.3043229052451961	576	0.10648296735478802	0.9726730413324032
Pre-School	Seniors	1.304478164322724	5	70	1158	21148	2020-2021	Indiana	17.263877551020407	4	2.2709878863265534	144	0.1335538418226121	1.2834641061723384
School Aged	Adult	0.945038072519795	2303	3056	16864	21148	2020-2021	Indiana	1.3043229052451961	576	1.0163729223507898	13668	0.8144437209582628	0.9298142952628028
School Aged	Pre-School	0.9885985415108451	10	3056	70	21148	2020-2021	Indiana	1.3043229052451961	576	17.263877551020407	4	0.10648296735478802	0.9726730413324032
School Aged	School Aged	1.3043229052451961	576	3056	3056	21148	2020-2021	Indiana	1.3043229052451961	576	1.3043229052451961	576	1	1.2833113481894036
School Aged	Seniors	0.9979849374711771	167	3056	1158	21148	2020-2021	Indiana	1.3043229052451961	576	2.2709878863265534	144	0.5582647191532409	0.9819082302615041
Seniors	Adult	0.9118266153611704	842	1158	16864	21148	2020-2021	Indiana	2.2709878863265534	144	1.0163729223507898	13668	0.5547469039323616	0.8971378470534102
Seniors	Pre-School	1.304478164322724	5	1158	70	21148	2020-2021	Indiana	2.2709878863265534	144	17.263877551020407	4	0.1335538418226121	1.2834641061723384
Seniors	School Aged	0.9979849374711771	167	1158	3056	21148	2020-2021	Indiana	2.2709878863265534	144	1.3043229052451961	576	0.5582647191532409	0.9819082302615041
Seniors	Seniors	2.2709878863265534	144	1158	1158	21148	2020-2021	Indiana	2.2709878863265534	144	2.2709878863265534	144	1	2.234404160506302
Adult	Adult	1.0765299149338374	3738	4600	4600	6094	2020-2021	Missouri	1.0765299149338374	3738	1.0765299149338374	3738	1	1
Adult	Pre-School	0.9494311594202899	43	4600	60	6094	2020-2021	Missouri	1.0765299149338374	3738	10.156944444444445	6	0.16903606650023745	0.8819366245652738
Adult	School Aged	0.8330076581027668	332	4600	528	6094	2020-2021	Missouri	1.0765299149338374	3738	3.2351677284205693	148	0.3863942822552395	0.7737896054230529
Adult	Seniors	0.7121074479316634	487	4600	906	6094	2020-2021	Missouri	1.0765299149338374	3738	2.746932395752623	370	0.37249350984386315	0.6614841241782202
Pre-School	Adult	0.9494311594202899	43	60	4600	6094	2020-2021	Missouri	10.156944444444445	6	1.0765299149338374	3738	0.16903606650023745	0.8819366245652738
Pre-School	Pre-School	10.156944444444445	6	60	60	6094	2020-2021	Missouri	10.156944444444445	6	10.156944444444445	6	1	9.434892893866941
Pre-School	School Aged	0.9618371212121212	5	60	528	6094	2020-2021	Missouri	10.156944444444445	6	3.2351677284205693	148	0.1436423334567026	0.8934606534099285
Pre-School	Seniors	0.672645327446652	6	60	906	6094	2020-2021	Missouri	10.156944444444445	6	2.746932395752623	370	0.10425476556801658	0.6248273439646981
School Aged	Adult	0.8330076581027668	332	528	4600	6094	2020-2021	Missouri	3.2351677284205693	148	1.0765299149338374	3738	0.3863942822552395	0.7737896054230529
School Aged	Pre-School	0.9618371212121212	5	528	60	6094	2020-2021	Missouri	3.2351677284205693	148	10.156944444444445	6	0.1436423334567026	0.8934606534099285
School Aged	School Aged	3.2351677284205693	148	528	528	6094	2020-2021	Missouri	3.2351677284205693	148	3.2351677284205693	148	1	3.0051814478554455
School Aged	Seniors	0.5477853869824069	43	528	906	6094	2020-2021	Missouri	3.2351677284205693	148	2.746932395752623	370	0.1831414973376489	0.508843627458391
Seniors	Adult	0.7121074479316634	487	906	4600	6094	2020-2021	Missouri	2.746932395752623	370	1.0765299149338374	3738	0.37249350984386315	0.6614841241782202
Seniors	Pre-School	0.672645327446652	6	906	60	6094	2020-2021	Missouri	2.746932395752623	370	10.156944444444445	6	0.10425476556801658	0.6248273439646981
Seniors	School Aged	0.5477853869824069	43	906	528	6094	2020-2021	Missouri	2.746932395752623	370	3.2351677284205693	148	0.1831414973376489	0.508843627458391
Seniors	Seniors	2.746932395752623	370	906	906	6094	2020-2021	Missouri	2.746932395752623	370	2.746932395752623	370	1	2.5516544943587998
Adult	Adult	0.9677245831091985	102	143	143	194	2020-2021	Alaska	0.9677245831091985	102	0.9677245831091985	102	1	1
Adult	Pre-School	1.018065268065268	9	143	12	194	2020-2021	Alaska	0.9677245831091985	102	NA	0	NA	1.0520196405410411
Adult	School Aged	1.050530115046244	24	143	31	194	2020-2021	Alaska	0.9677245831091985	102	0.8085327783558793	4	1.1828580000138658	1.085567250623106
Adult	Seniors	1.3575174825174825	8	143	8	194	2020-2021	Alaska	0.9677245831091985	102	NA	0	NA	1.402793218454697
Pre-School	Adult	1.018065268065268	9	12	143	194	2020-2021	Alaska	NA	0	0.9677245831091985	102	NA	1.0520196405410411
Pre-School	Pre-School	0.006944444444444444	0	12	12	194	2020-2021	Alaska	NA	0	NA	0	NA	0.007176054598233586
Pre-School	School Aged	1.5672043010752688	3	12	31	194	2020-2021	Alaska	NA	0	0.8085327783558793	4	NA	1.6194734828787796
Pre-School	Seniors	0.010416666666666666	0	12	8	194	2020-2021	Alaska	NA	0	NA	0	NA	0.01076408189735038
School Aged	Adult	1.050530115046244	24	31	143	194	2020-2021	Alaska	0.8085327783558793	4	0.9677245831091985	102	1.1828580000138658	1.085567250623106
School Aged	Pre-School	1.5672043010752688	3	31	12	194	2020-2021	Alaska	0.8085327783558793	4	NA	0	NA	1.6194734828787796
School Aged	School Aged	0.8085327783558793	4	31	31	194	2020-2021	Alaska	0.8085327783558793	4	0.8085327783558793	4	1	0.8354988521198331
School Aged	Seniors	0.004032258064516129	0	31	8	194	2020-2021	Alaska	0.8085327783558793	4	NA	0	NA	0.0041667413796195015
Seniors	Adult	1.3575174825174825	8	8	143	194	2020-2021	Alaska	NA	0	0.9677245831091985	102	NA	1.402793218454697
Seniors	Pre-School	0.010416666666666666	0	8	12	194	2020-2021	Alaska	NA	0	NA	0	NA	0.01076408189735038
Seniors	School Aged	0.004032258064516129	0	8	31	194	2020-2021	Alaska	NA	0	0.8085327783558793	4	NA	0.0041667413796195015
Seniors	Seniors	0.015625	0	8	8	194	2020-2021	Alaska	NA	0	NA	0	NA	0.016146122846025568
Adult	Adult	1.0641799985389728	534	585	585	682	2020-2021	Arkansas	1.0641799985389728	534	1.0641799985389728	534	1	1
Adult	Pre-School	0.8747863247863248	3	585	4	682	2020-2021	Arkansas	1.0641799985389728	534	NA	0	NA	0.8220285346344893
Adult	School Aged	0.6498248563822334	34	585	61	682	2020-2021	Arkansas	1.0641799985389728	534	4.0325181402848695	22	0.2549983690155103	0.6106343450115458
Adult	Seniors	0.5100961538461538	14	585	32	682	2020-2021	Arkansas	1.0641799985389728	534	9.3251953125	14	0.09819573142268982	0.47933258898538944
Pre-School	Adult	0.8747863247863248	3	4	585	682	2020-2021	Arkansas	NA	0	1.0641799985389728	534	NA	0.8220285346344893
Pre-School	Pre-School	0.0625	0	4	4	682	2020-2021	Arkansas	NA	0	NA	0	NA	0.05873066594542944
Pre-School	School Aged	2.7991803278688523	1	4	61	682	2020-2021	Arkansas	NA	0	4.0325181402848695	22	NA	2.6303635961133316
Pre-School	Seniors	0.0078125	0	4	32	682	2020-2021	Arkansas	NA	0	9.3251953125	14	NA	0.00734133324317868
School Aged	Adult	0.6498248563822334	34	61	585	682	2020-2021	Arkansas	4.0325181402848695	22	1.0641799985389728	534	0.2549983690155103	0.6106343450115458
School Aged	Pre-School	2.7991803278688523	1	61	4	682	2020-2021	Arkansas	4.0325181402848695	22	NA	0	NA	2.6303635961133316
School Aged	School Aged	4.0325181402848695	22	61	61	682	2020-2021	Arkansas	4.0325181402848695	22	4.0325181402848695	22	1	3.7893196130552806
School Aged	Seniors	1.3980532786885247	4	61	32	682	2020-2021	Arkansas	4.0325181402848695	22	9.3251953125	14	0.20932523872894623	1.3137376013530897
Seniors	Adult	0.5100961538461538	14	32	585	682	2020-2021	Arkansas	9.3251953125	14	1.0641799985389728	534	0.09819573142268982	0.47933258898538944
Seniors	Pre-School	0.0078125	0	32	4	682	2020-2021	Arkansas	9.3251953125	14	NA	0	NA	0.00734133324317868
Seniors	School Aged	1.3980532786885247	4	32	61	682	2020-2021	Arkansas	9.3251953125	14	4.0325181402848695	22	0.20932523872894623	1.3137376013530897
Seniors	Seniors	9.3251953125	14	32	32	682	2020-2021	Arkansas	9.3251953125	14	9.3251953125	14	1	8.762798892389151
Adult	Adult	1.0762794059411307	31174	36065	36065	44906	2020-2021	Idaho	1.0762794059411307	31174	1.0762794059411307	31174	1	1
Adult	Pre-School	1.1284096423124914	29	36065	32	44906	2020-2021	Idaho	1.0762794059411307	31174	NA	0	NA	1.0484355977486872
Adult	School Aged	0.901811501496481	788	36065	1088	44906	2020-2021	Idaho	1.0762794059411307	31174	7.814727677605969	206	0.20285924710717923	0.837897200781158
Adult	Seniors	0.6570008177000136	4074	36065	7721	44906	2020-2021	Idaho	1.0762794059411307	31174	2.677162254987059	3554	0.35007914178559185	0.6104370427170931
Pre-School	Adult	1.1284096423124914	29	32	36065	44906	2020-2021	Idaho	NA	0	1.0762794059411307	31174	NA	1.0484355977486872
Pre-School	Pre-School	9.765625e-4	0	32	32	44906	2020-2021	Idaho	NA	0	NA	0	NA	9.073503540152427e-4
Pre-School	School Aged	2.579647288602941	2	32	1088	44906	2020-2021	Idaho	NA	0	7.814727677605969	206	NA	2.3968193336814996
Pre-School	Seniors	0.1817567348789017	1	32	7721	44906	2020-2021	Idaho	NA	0	2.677162254987059	3554	NA	0.1688750466427147
School Aged	Adult	0.901811501496481	788	1088	36065	44906	2020-2021	Idaho	7.814727677605969	206	1.0762794059411307	31174	0.20285924710717923	0.837897200781158
School Aged	Pre-School	2.579647288602941	2	1088	32	44906	2020-2021	Idaho	7.814727677605969	206	NA	0	NA	2.3968193336814996
School Aged	School Aged	7.814727677605969	206	1088	1088	44906	2020-2021	Idaho	7.814727677605969	206	7.814727677605969	206	1	7.260872627003895
School Aged	Seniors	0.49180150868144173	92	1088	7721	44906	2020-2021	Idaho	7.814727677605969	206	2.677162254987059	3554	0.09374888830155596	0.4569459435595127
Seniors	Adult	0.6570008177000136	4074	7721	36065	44906	2020-2021	Idaho	2.677162254987059	3554	1.0762794059411307	31174	0.35007914178559185	0.6104370427170931
Seniors	Pre-School	0.1817567348789017	1	7721	32	44906	2020-2021	Idaho	2.677162254987059	3554	NA	0	NA	0.1688750466427147
Seniors	School Aged	0.49180150868144173	92	7721	1088	44906	2020-2021	Idaho	2.677162254987059	3554	7.814727677605969	206	0.09374888830155596	0.4569459435595127
Seniors	Seniors	2.677162254987059	3554	7721	7721	44906	2020-2021	Idaho	2.677162254987059	3554	2.677162254987059	3554	1	2.4874230986944035
Adult	Adult	1.01195004178731	25266	30269	30269	36696	2021-2022	Mexico	1.01195004178731	25266	1.01195004178731	25266	1	1
Adult	Pre-School	0.8974387665920257	285	30269	385	36696	2021-2022	Mexico	1.01195004178731	25266	5.446537358745151	22	0.2779098915693596	0.8868409798244249
Adult	School Aged	0.949932361145639	2078	30269	2652	36696	2021-2022	Mexico	1.01195004178731	25266	1.5131072994228438	290	0.7524045855452742	0.9387146814756436
Adult	Seniors	0.9441149765168585	2640	30269	3390	36696	2021-2022	Mexico	1.01195004178731	25266	1.5390984241348404	482	0.7401780006367544	0.9329659939035716
Pre-School	Adult	0.8974387665920257	285	385	30269	36696	2021-2022	Mexico	5.446537358745151	22	1.01195004178731	25266	0.2779098915693596	0.8868409798244249
Pre-School	Pre-School	5.446537358745151	22	385	385	36696	2021-2022	Mexico	5.446537358745151	22	5.446537358745151	22	1	5.382219609503109
Pre-School	School Aged	1.6892058921470685	47	385	2652	36696	2021-2022	Mexico	5.446537358745151	22	1.5131072994228438	290	0.48542877549490365	1.669258187057917
Pre-School	Seniors	0.8716063287744704	31	385	3390	36696	2021-2022	Mexico	5.446537358745151	22	1.5390984241348404	482	0.24954244849425297	0.8613135953184369
School Aged	Adult	0.949932361145639	2078	2652	30269	36696	2021-2022	Mexico	1.5131072994228438	290	1.01195004178731	25266	0.7524045855452742	0.9387146814756436
School Aged	Pre-School	1.6892058921470685	47	2652	385	36696	2021-2022	Mexico	1.5131072994228438	290	5.446537358745151	22	0.48542877549490365	1.669258187057917
School Aged	School Aged	1.5131072994228438	290	2652	2652	36696	2021-2022	Mexico	1.5131072994228438	290	1.5131072994228438	290	1	1.4952391293451484
School Aged	Seniors	0.9673728738148312	237	2652	3390	36696	2021-2022	Mexico	1.5131072994228438	290	1.5390984241348404	482	0.6338844504146011	0.9559492404449667
Seniors	Adult	0.9441149765168585	2640	3390	30269	36696	2021-2022	Mexico	1.5390984241348404	482	1.01195004178731	25266	0.7401780006367544	0.9329659939035716
Seniors	Pre-School	0.8716063287744704	31	3390	385	36696	2021-2022	Mexico	1.5390984241348404	482	5.446537358745151	22	0.24954244849425297	0.8613135953184369
Seniors	School Aged	0.9673728738148312	237	3390	2652	36696	2021-2022	Mexico	1.5390984241348404	482	1.5131072994228438	290	0.6338844504146011	0.9559492404449667
Seniors	Seniors	1.5390984241348404	482	3390	3390	36696	2021-2022	Mexico	1.5390984241348404	482	1.5390984241348404	482	1	1.5209233268239992
Adult	Adult	1.031187017412866	11024	14783	14783	20442	2021-2022	Washington	1.031187017412866	11024	1.031187017412866	11024	1	1
Adult	Pre-School	0.967651208170449	310	14783	443	20442	2021-2022	Washington	1.031187017412866	11024	2.083276857461694	20	0.6213918331028467	0.9383857552805298
Adult	School Aged	0.9243850717505885	1960	14783	2932	20442	2021-2022	Washington	1.031187017412866	11024	1.5028393704319276	632	0.729578094517622	0.8964281513839927
Adult	Seniors	0.9014868986753256	1489	14783	2284	20442	2021-2022	Washington	1.031187017412866	11024	1.9828129361031281	506	0.5981996765618343	0.8742225061532063
Pre-School	Adult	0.967651208170449	310	443	14783	20442	2021-2022	Washington	2.083276857461694	20	1.031187017412866	11024	0.6213918331028467	0.9383857552805298
Pre-School	Pre-School	2.083276857461694	20	443	443	20442	2021-2022	Washington	2.083276857461694	20	2.083276857461694	20	1	2.020270641777866
Pre-School	School Aged	1.2905350472254473	82	443	2932	20442	2021-2022	Washington	2.083276857461694	20	1.5028393704319276	632	0.7197396655397693	1.2515043589893684
Pre-School	Seniors	0.6263050843437319	31	443	2284	20442	2021-2022	Washington	2.083276857461694	20	1.9828129361031281	506	0.3080625938634954	0.607363236510737
School Aged	Adult	0.9243850717505885	1960	2932	14783	20442	2021-2022	Washington	1.5028393704319276	632	1.031187017412866	11024	0.729578094517622	0.8964281513839927
School Aged	Pre-School	1.2905350472254473	82	2932	443	20442	2021-2022	Washington	1.5028393704319276	632	2.083276857461694	20	0.7197396655397693	1.2515043589893684
School Aged	School Aged	1.5028393704319276	632	2932	2932	20442	2021-2022	Washington	1.5028393704319276	632	1.5028393704319276	632	1	1.4573877919859632
School Aged	Seniors	0.7875590142470427	258	2932	2284	20442	2021-2022	Washington	1.5028393704319276	632	1.9828129361031281	506	0.45188615787667175	0.7637402342622012
Seniors	Adult	0.9014868986753256	1489	2284	14783	20442	2021-2022	Washington	1.9828129361031281	506	1.031187017412866	11024	0.5981996765618343	0.8742225061532063
Seniors	Pre-School	0.6263050843437319	31	2284	443	20442	2021-2022	Washington	1.9828129361031281	506	2.083276857461694	20	0.3080625938634954	0.607363236510737
Seniors	School Aged	0.7875590142470427	258	2284	2932	20442	2021-2022	Washington	1.9828129361031281	506	1.5028393704319276	632	0.45188615787667175	0.7637402342622012
Seniors	Seniors	1.9828129361031281	506	2284	2284	20442	2021-2022	Washington	1.9828129361031281	506	1.9828129361031281	506	1	1.9228451315046482
Adult	Adult	1.0409383128927312	10764	16197	16197	25370	2021-2022	Montana	1.0409383128927312	10764	1.0409383128927312	10764	1	1
Adult	Pre-School	0.9206010223878116	489	16197	832	25370	2021-2022	Montana	1.0409383128927312	10764	1.7592007789386095	48	0.6575394951439518	0.8843953680881372
Adult	School Aged	0.9593927597942051	2439	16197	3982	25370	2021-2022	Montana	1.0409383128927312	10764	1.4335933725874925	896	0.775413598802247	0.9216614932042285
Adult	Seniors	0.9001331435899435	2505	16197	4359	25370	2021-2022	Montana	1.0409383128927312	10764	1.7197392584059654	1288	0.6521103028822716	0.8647324557480307
Pre-School	Adult	0.9206010223878116	489	832	16197	25370	2021-2022	Montana	1.7592007789386095	48	1.0409383128927312	10764	0.6575394951439518	0.8843953680881372
Pre-School	Pre-School	1.7592007789386095	48	832	832	25370	2021-2022	Montana	1.7592007789386095	48	1.7592007789386095	48	1	1.690014439039958
Pre-School	School Aged	1.4396397369895297	188	832	3982	25370	2021-2022	Montana	1.7592007789386095	48	1.4335933725874925	896	0.9018055462807748	1.3830211830601384
Pre-School	Seniors	0.7485041448285599	107	832	4359	25370	2021-2022	Montana	1.7592007789386095	48	1.7197392584059654	1288	0.43030586143696936	0.7190667646274763
School Aged	Adult	0.9593927597942051	2439	3982	16197	25370	2021-2022	Montana	1.4335933725874925	896	1.0409383128927312	10764	0.775413598802247	0.9216614932042285
School Aged	Pre-School	1.4396397369895297	188	3982	832	25370	2021-2022	Montana	1.4335933725874925	896	1.7592007789386095	48	0.9018055462807748	1.3830211830601384
School Aged	School Aged	1.4335933725874925	896	3982	3982	25370	2021-2022	Montana	1.4335933725874925	896	1.4335933725874925	896	1	1.3772126117671533
School Aged	Seniors	0.670880340287891	459	3982	4359	25370	2021-2022	Montana	1.4335933725874925	896	1.7197392584059654	1288	0.42550559601226084	0.6444957707662214
Seniors	Adult	0.9001331435899435	2505	4359	16197	25370	2021-2022	Montana	1.7197392584059654	1288	1.0409383128927312	10764	0.6521103028822716	0.8647324557480307
Seniors	Pre-School	0.7485041448285599	107	4359	832	25370	2021-2022	Montana	1.7197392584059654	1288	1.7592007789386095	48	0.43030586143696936	0.7190667646274763
Seniors	School Aged	0.670880340287891	459	4359	3982	25370	2021-2022	Montana	1.7197392584059654	1288	1.4335933725874925	896	0.42550559601226084	0.6444957707662214
Seniors	Seniors	1.7197392584059654	1288	4359	4359	25370	2021-2022	Montana	1.7197392584059654	1288	1.7197392584059654	1288	1	1.6521048722155975
Adult	Adult	1.0488928996527225	15846	21168	21168	29660	2021-2022	Connecticut	1.0488928996527225	15846	1.0488928996527225	15846	1	1
Adult	Pre-School	0.9181412228974277	479	21168	731	29660	2021-2022	Connecticut	1.0488928996527225	15846	2.553257067787507	46	0.5097740134067099	0.8753431577250782
Adult	School Aged	0.8842088509170458	3012	21168	4773	29660	2021-2022	Connecticut	1.0488928996527225	15846	1.6404342746266065	1260	0.6575688219519004	0.8429925030570787
Adult	Seniors	0.8586162013890786	1831	21168	2988	29660	2021-2022	Connecticut	1.0488928996527225	15846	2.4716269137236138	744	0.4877780821608995	0.8185928245613613
Pre-School	Adult	0.9181412228974277	479	731	21168	29660	2021-2022	Connecticut	2.553257067787507	46	1.0488928996527225	15846	0.5097740134067099	0.8753431577250782
Pre-School	Pre-School	2.553257067787507	46	731	731	29660	2021-2022	Connecticut	2.553257067787507	46	2.553257067787507	46	1	2.4342400150033088
Pre-School	School Aged	1.2496251859023468	147	731	4773	29660	2021-2022	Connecticut	2.553257067787507	46	1.6404342746266065	1260	0.5959547729533169	1.1913753885797917
Pre-School	Seniors	0.8011713978577328	59	731	2988	29660	2021-2022	Connecticut	2.553257067787507	46	2.4716269137236138	744	0.3188815506211145	0.7638257424785623
School Aged	Adult	0.8842088509170458	3012	4773	21168	29660	2021-2022	Connecticut	1.6404342746266065	1260	1.0488928996527225	15846	0.6575688219519004	0.8429925030570787
School Aged	Pre-School	1.2496251859023468	147	4773	731	29660	2021-2022	Connecticut	1.6404342746266065	1260	2.553257067787507	46	0.5959547729533169	1.1913753885797917
School Aged	School Aged	1.6404342746266065	1260	4773	4773	29660	2021-2022	Connecticut	1.6404342746266065	1260	1.6404342746266065	1260	1	1.563967374714556
School Aged	Seniors	0.7362112041994362	354	4773	2988	29660	2021-2022	Connecticut	1.6404342746266065	1260	2.4716269137236138	744	0.3580740511766596	0.7018935912743695
Seniors	Adult	0.8586162013890786	1831	2988	21168	29660	2021-2022	Connecticut	2.4716269137236138	744	1.0488928996527225	15846	0.4877780821608995	0.8185928245613613
Seniors	Pre-School	0.8011713978577328	59	2988	731	29660	2021-2022	Connecticut	2.4716269137236138	744	2.553257067787507	46	0.3188815506211145	0.7638257424785623
Seniors	School Aged	0.7362112041994362	354	2988	4773	29660	2021-2022	Connecticut	2.4716269137236138	744	1.6404342746266065	1260	0.3580740511766596	0.7018935912743695
Seniors	Seniors	2.4716269137236138	744	2988	2988	29660	2021-2022	Connecticut	2.4716269137236138	744	2.4716269137236138	744	1	2.356414953845091
Adult	Adult	1.0390108073092168	20414	25271	25271	32504	2021-2022	Louisiana	1.0390108073092168	20414	1.0390108073092168	20414	1	1
Adult	Pre-School	1.0201036283923648	184	25271	232	32504	2021-2022	Louisiana	1.0390108073092168	20414	1.2078069262782403	2	0.9080430629889876	0.9818027119796598
Adult	School Aged	0.8293672963709945	1485	25271	2303	32504	2021-2022	Louisiana	1.0390108073092168	20414	3.2480658711503376	530	0.3869150745719833	0.7982277860216415
Adult	Seniors	0.8728099449645704	3188	25271	4698	32504	2021-2022	Louisiana	1.0390108073092168	20414	1.7966795558592998	1220	0.6155890334862361	0.8400393324347936
Pre-School	Adult	1.0201036283923648	184	232	25271	32504	2021-2022	Louisiana	1.2078069262782403	2	1.0390108073092168	20414	0.9080430629889876	0.9818027119796598
Pre-School	Pre-School	1.2078069262782403	2	232	232	32504	2021-2022	Louisiana	1.2078069262782403	2	1.2078069262782403	2	1	1.1624584824157547
Pre-School	School Aged	1.3383761061284383	22	232	2303	32504	2021-2022	Louisiana	1.2078069262782403	2	3.2480658711503376	530	0.6007245569939952	1.288125298325341
Pre-School	Seniors	0.7157273454588159	24	232	4698	32504	2021-2022	Louisiana	1.2078069262782403	2	1.7966795558592998	1220	0.47643905187392427	0.6888545724681866
School Aged	Adult	0.8293672963709945	1485	2303	25271	32504	2021-2022	Louisiana	3.2480658711503376	530	1.0390108073092168	20414	0.3869150745719833	0.7982277860216415
School Aged	Pre-School	1.3383761061284383	22	2303	232	32504	2021-2022	Louisiana	3.2480658711503376	530	1.2078069262782403	2	0.6007245569939952	1.288125298325341
School Aged	School Aged	3.2480658711503376	530	2303	2303	32504	2021-2022	Louisiana	3.2480658711503376	530	3.2480658711503376	530	1	3.126113653776164
School Aged	Seniors	0.7991191639830846	266	2303	4698	32504	2021-2022	Louisiana	3.2480658711503376	530	1.7966795558592998	1220	0.3168124836209135	0.7691153531430605
Seniors	Adult	0.8728099449645704	3188	4698	25271	32504	2021-2022	Louisiana	1.7966795558592998	1220	1.0390108073092168	20414	0.6155890334862361	0.8400393324347936
Seniors	Pre-School	0.7157273454588159	24	4698	232	32504	2021-2022	Louisiana	1.7966795558592998	1220	1.2078069262782403	2	0.47643905187392427	0.6888545724681866
Seniors	School Aged	0.7991191639830846	266	4698	2303	32504	2021-2022	Louisiana	1.7966795558592998	1220	3.2480658711503376	530	0.3168124836209135	0.7691153531430605
Seniors	Seniors	1.7966795558592998	1220	4698	4698	32504	2021-2022	Louisiana	1.7966795558592998	1220	1.7966795558592998	1220	1	1.729221239298039
Adult	Adult	1.1026453424475593	11548	19442	19442	36092	2021-2022	Manitoba	1.1026453424475593	11548	1.1026453424475593	11548	1	1
Adult	Pre-School	1.0136752836422203	1008	19442	1846	36092	2021-2022	Manitoba	1.1026453424475593	11548	1.4615939239068045	138	0.7906245699789044	0.9193121710305774
Adult	School Aged	1.0259114836365388	2735	19442	4949	36092	2021-2022	Manitoba	1.1026453424475593	11548	1.6032636550115686	1088	0.7582749343011008	0.9304093021962138
Adult	Seniors	0.7819268342723424	4151	19442	9855	36092	2021-2022	Manitoba	1.1026453424475593	11548	1.7488381429252833	4706	0.5484351133600218	0.7091372032068689
Pre-School	Adult	1.0136752836422203	1008	1846	19442	36092	2021-2022	Manitoba	1.4615939239068045	138	1.1026453424475593	11548	0.7906245699789044	0.9193121710305774
Pre-School	Pre-School	1.4615939239068045	138	1846	1846	36092	2021-2022	Manitoba	1.4615939239068045	138	1.4615939239068045	138	1	1.3255340295207536
Pre-School	School Aged	1.6355437597842521	414	1846	4949	36092	2021-2022	Manitoba	1.4615939239068045	138	1.6032636550115686	1088	1.0672885885689058	1.4832908613696312
