x	y	RR	N_pairs	N_x	N_y	N_total	date	trajectory_type	nRR_fixed	RR_lower	RR_upper	nRR_fixed_lower	nRR_fixed_upper
School Aged	Seniors	0.9746824892443959	237	3580	1679	24720	2021-05-19	Persistent High	0.9489540646913834	0.821693611976068	1.0634420373500841	0.7998579021287109	1.032941306804433
Seniors	Adult	0.9037637921597529	1176	1679	19158	24720	2021-05-19	Persistent High	0.8799073888726141	0.88541448198100825	0.9276866510586764	0.8599124571611823	0.9036268441222426
Seniors	Pre-School	0.777456721252828	16	1679	303	24720	2021-05-19	Persistent High	0.7569344108422936	0.488676859059385	1.0734356162357555	0.4749623611627534	1.0481568947640556
Seniors	School Aged	0.9746824892443959	237	1679	3580	24720	2021-05-19	Persistent High	0.9489540646913834	0.821693611976068	1.0634420373500841	0.7998579021287109	1.032941306804433
Seniors	Seniors	2.192235231768534	250	1679	1679	24720	2021-05-19	Persistent High	2.13436740364459	1.9852966877505616	2.5451328535862188	1.9351363340729257	2.4782758175143953
Adult	Adult	1.0500316577714748	7974	10901	10901	15648	2021-05-19	Rising In-Person	1	1.0337143649501679	1.0601122459243866	1	1
Adult	Pre-School	0.9720472802105131	172	10901	254	15648	2021-05-19	Rising In-Person	0.9257314034450437	0.8973127004586119	1.0245870324984352	0.8491781018900435	0.9855433402080276
Adult	School Aged	0.9450546704740701	1559	10901	2368	15648	2021-05-19	Rising In-Person	0.9000249311337892	0.9100791246895004	0.9768898555650813	0.8675865275336734	0.9393415426333094
Adult	Seniors	0.8079133161015989	1196	10901	2125	15648	2021-05-19	Rising In-Person	0.7694180552767965	0.7878962749778021	0.8789313617967691	0.7457274484143966	0.8494258443963265
Pre-School	Adult	0.9720472802105131	172	254	10901	15648	2021-05-19	Rising In-Person	0.9257314034450437	0.8973127004586119	1.0245870324984352	0.8491781018900435	0.9855433402080276
Pre-School	Pre-School	3.8807272614545227	16	254	254	15648	2021-05-19	Rising In-Person	3.695819295287486	2.1807531000408584	6.278075083603289	2.0786978277966117	5.93600926101674
Pre-School	School Aged	1.2747941716322622	49	254	2368	15648	2021-05-19	Rising In-Person	1.2140530832544707	1.019221846476675	1.5565954713516468	0.9742883501765922	1.475740866878351
Pre-School	Seniors	0.49285224641037517	17	254	2125	15648	2021-05-19	Rising In-Person	0.46936894022450304	0.3278634304018413	0.6368134076807459	0.3120959627614534	0.6100011405223593
School Aged	Adult	0.9450546704740701	1559	2368	10901	15648	2021-05-19	Rising In-Person	0.9000249311337892	0.9100791246895004	0.9768898555650813	0.8675865275336734	0.9393415426333094
School Aged	Pre-School	1.2747941716322622	49	2368	254	15648	2021-05-19	Rising In-Person	1.2140530832544707	1.019221846476675	1.5565954713516468	0.9742883501765922	1.475740866878351
School Aged	School Aged	1.4008744478748174	502	2368	2368	15648	2021-05-19	Rising In-Person	1.3341259165918393	1.2798486750761444	1.5218531711851853	1.2306828096447706	1.450833345965395
School Aged	Seniors	0.8023022655007949	258	2368	2125	15648	2021-05-19	Rising In-Person	0.7640743586755793	0.715023008158168	0.8974971419686385	0.6808386158705289	0.8632890850749289
Seniors	Adult	0.8079133161015989	1196	2125	10901	15648	2021-05-19	Rising In-Person	0.7694180552767965	0.7878962749778021	0.8789313617967691	0.7457274484143966	0.8494258443963265
Seniors	Pre-School	0.49285224641037517	17	2125	254	15648	2021-05-19	Rising In-Person	0.46936894022450304	0.3278634304018413	0.6368134076807459	0.3120959627614534	0.6100011405223593
Seniors	School Aged	0.8023022655007949	258	2125	2368	15648	2021-05-19	Rising In-Person	0.7640743586755793	0.715023008158168	0.8974971419686385	0.6808386158705289	0.8632890850749289
Seniors	Seniors	2.2663071003460207	654	2125	2125	15648	2021-05-19	Rising In-Person	2.158322640629614	1.9346340973104117	2.4212318181112096	1.850742888591073	2.316886571485873
Adult	Adult	1.026368441676467	17404	23165	23165	31646	2021-05-19	Persistent Low	1	1.0201175922828793	1.0325765931727795	1	1
Adult	Pre-School	0.8918189188297729	487	23165	746	31646	2021-05-19	Persistent Low	0.8689071902611101	0.8482419856828495	0.9339753268579292	0.8225694480868986	0.9113570863058098
Adult	School Aged	0.920650727972164	4181	23165	6204	31646	2021-05-19	Persistent Low	0.8969982811127513	0.900249967740699	0.9331064955083496	0.8727934173141768	0.9140763733122724
Adult	Seniors	0.9752849062394661	1093	23165	1531	31646	2021-05-19	Persistent Low	0.950228852171681	0.9477455076125876	1.0140706743147936	0.921483288471789	0.9901644572205417
Pre-School	Adult	0.8918189188297729	487	746	23165	31646	2021-05-19	Persistent Low	0.8689071902611101	0.8482419856828495	0.9339753268579292	0.8225694480868986	0.9113570863058098
Pre-School	Pre-School	1.81966556217611	32	746	746	31646	2021-05-19	Persistent Low	1.7729165164157563	1.1468365422037192	2.2003052067659117	1.1164038812596337	2.143405497924908
Pre-School	School Aged	1.3333460813139668	195	746	6204	31646	2021-05-19	Persistent Low	1.2990910740942927	1.2536434806742316	1.447136612613782	1.2225425860782906	1.4021429587265468
Pre-School	Seniors	0.8866561132484507	32	746	1531	31646	2021-05-19	Persistent Low	0.8638770223684874	0.6751385162089627	1.0219390263183077	0.6608275327479831	0.991587374158267
School Aged	Adult	0.920650727972164	4181	6204	23165	31646	2021-05-19	Persistent Low	0.8969982811127513	0.900249967740699	0.9331064955083496	0.8727934173141768	0.9140763733122724
School Aged	Pre-School	1.3333460813139668	195	6204	746	31646	2021-05-19	Persistent Low	1.2990910740942927	1.2536434806742316	1.447136612613782	1.2225425860782906	1.4021429587265468
School Aged	School Aged	1.3220908465285806	1608	6204	6204	31646	2021-05-19	Persistent Low	1.2881249976558922	1.2784624755475025	1.4046919328909042	1.2476675085347173	1.3618176760961191
School Aged	Seniors	0.7329841559416167	220	6204	1531	31646	2021-05-19	Persistent Low	0.714153052820255	0.6409979608418543	0.7865949336938975	0.6222563200750819	0.7651050792489227
Seniors	Adult	0.9752849062394661	1093	1531	23165	31646	2021-05-19	Persistent Low	0.950228852171681	0.9477455076125876	1.0140706743147936	0.921483288471789	0.9901644572205417
Seniors	Pre-School	0.8866561132484507	32	1531	746	31646	2021-05-19	Persistent Low	0.8638770223684874	0.6751385162089627	1.0219390263183077	0.6608275327479831	0.991587374158267
Seniors	School Aged	0.7329841559416167	220	1531	6204	31646	2021-05-19	Persistent Low	0.714153052820255	0.6409979608418543	0.7865949336938975	0.6222563200750819	0.7651050792489227
Seniors	Seniors	2.5112009116192633	186	1531	1531	31646	2021-05-19	Persistent Low	2.4466856244308093	2.086970337544659	3.2341878269391837	2.0267519987451124	3.155184999353801
Adult	Adult	1.0313325367512705	39536	52036	52036	70634	2021-05-19	Other	1	1.0274244362650409	1.033742658600861	1	1
Adult	Pre-School	0.9246509917009259	985	52036	1446	70634	2021-05-19	Other	0.8965595079678231	0.8930770596552412	0.9459147299046351	0.8645966295861245	0.9203167177036007
Adult	School Aged	0.9395055348327027	8525	52036	12317	70634	2021-05-19	Other	0.9109627606554277	0.926916508972408	0.9501476401874496	0.897463704705695	0.9238341071117147
Adult	Seniors	0.8394302353561129	2990	52036	4835	70634	2021-05-19	Other	0.8139278122654253	0.8171166453634544	0.8721313343815738	0.7911408920086633	0.845924326283068
Pre-School	Adult	0.9246509917009259	985	1446	52036	70634	2021-05-19	Other	0.8965595079678231	0.8930770596552412	0.9459147299046351	0.8645966295861245	0.9203167177036007
Pre-School	Pre-School	3.3781371418077053	100	1446	1446	70634	2021-05-19	Other	3.2755071923251275	2.6753285296205283	4.128633696004189	2.592326622425429	4.0117380708857215
Pre-School	School Aged	1.1501078977418902	290	1446	12317	70634	2021-05-19	Other	1.1151668901717828	1.0873278121572474	1.2558269208219448	1.056001312387368	1.216447233670735
Pre-School	Seniors	0.7173109573033194	71	1446	4835	70634	2021-05-19	Other	0.6955185953532226	0.5727892377488086	0.8696357732462181	0.5565167534332169	0.843175870247213
School Aged	Adult	0.9395055348327027	8525	12317	52036	70634	2021-05-19	Other	0.9109627606554277	0.926916508972408	0.9501476401874496	0.897463704705695	0.9238341071117147
School Aged	Pre-School	1.1501078977418902	290	12317	1446	70634	2021-05-19	Other	1.1151668901717828	1.0873278121572474	1.2558269208219448	1.056001312387368	1.216447233670735
School Aged	School Aged	1.3315882475106584	2860	12317	12317	70634	2021-05-19	Other	1.2911337517821388	1.2862153543811243	1.3839227114438994	1.247232641946617	1.3399510978871185
School Aged	Seniors	0.7614605686610825	642	12317	4835	70634	2021-05-19	Other	0.7383269135091063	0.7203429000558779	0.8010339145121234	0.6996572352286199	0.7767318199965065
Seniors	Adult	0.8394302353561129	2990	4835	52036	70634	2021-05-19	Other	0.8139278122654253	0.8171166453634544	0.8721313343815738	0.7911408920086633	0.845924326283068
Seniors	Pre-School	0.7173109573033194	71	4835	1446	70634	2021-05-19	Other	0.6955185953532226	0.5727892377488086	0.8696357732462181	0.5565167534332169	0.843175870247213
Seniors	School Aged	0.7614605686610825	642	4835	12317	70634	2021-05-19	Other	0.7383269135091063	0.7203429000558779	0.8010339145121234	0.6996572352286199	0.7767318199965065
Seniors	Seniors	3.420324225822355	1132	4835	4835	70634	2021-05-19	Other	3.316412605963623	3.0033858822894457	3.7042112073014066	2.914526802997816	3.590738370527537
Adult	Adult	1.0342526897991111	9126	11779	11779	15724	2021-05-26	Persistent High	1	1.0302194037246124	1.043455283568803	1	1
Adult	Pre-School	1.0000095996438532	212	11779	283	15724	2021-05-26	Persistent High	0.9668909827424194	0.9347147593946374	1.0590782912670382	0.9049222022887276	1.0267749684579073
Adult	School Aged	0.9239607798419395	1666	11779	2407	15724	2021-05-26	Persistent High	0.8933607704915959	0.8979165009649108	0.9458792709536665	0.860527900135087	0.9172141786443624
Adult	Seniors	0.8243518666652686	775	11779	1255	15724	2021-05-26	Persistent High	0.7970507350823397	0.7867833272550306	0.8510084634970307	0.7614316645891741	0.8247034420640265
Pre-School	Adult	1.0000095996438532	212	283	11779	15724	2021-05-26	Persistent High	0.9668909827424194	0.9347147593946374	1.0590782912670382	0.9049222022887276	1.0267749684579073
Pre-School	Pre-School	1.9633282972692878	10	283	283	15724	2021-05-26	Persistent High	1.8983062037292224	0.6684337049731491	3.357332572318032	0.6453428285211028	3.236669544405135
Pre-School	School Aged	0.7848383909709754	34	283	2407	15724	2021-05-26	Persistent High	0.7588458784897326	0.5432612705264499	1.041394628700882	0.5246751023173665	1.006632553984615
Pre-School	Seniors	1.1953570875508566	27	283	1255	15724	2021-05-26	Persistent High	1.1557688941404036	0.7862704174797477	1.426343906624574	0.7596394707783743	1.382872353616082
School Aged	Adult	0.9239607798419395	1666	2407	11779	15724	2021-05-26	Persistent High	0.8933607704915959	0.8979165009649108	0.9458792709536665	0.860527900135087	0.9172141786443624
School Aged	Pre-School	0.7848383909709754	34	2407	283	15724	2021-05-26	Persistent High	0.7588458784897326	0.5432612705264499	1.041394628700882	0.5246751023173665	1.006632553984615
School Aged	School Aged	1.443851534671845	532	2407	2407	15724	2021-05-26	Persistent High	1.3960336278673762	1.3634525222420457	1.528983010251663	1.3212776501483914	1.4735297432384469
School Aged	Seniors	0.9109224920012513	175	2407	1255	15724	2021-05-26	Persistent High	0.8807542885657712	0.7900813677645582	1.047706773523065	0.7645806221468361	1.0100803589204976
Seniors	Adult	0.8243518666652686	775	1255	11779	15724	2021-05-26	Persistent High	0.7970507350823397	0.7867833272550306	0.8510084634970307	0.7614316645891741	0.8247034420640265
Seniors	Pre-School	1.1953570875508566	27	1255	283	15724	2021-05-26	Persistent High	1.1557688941404036	0.7862704174797477	1.426343906624574	0.7596394707783743	1.382872353616082
Seniors	School Aged	0.9109224920012513	175	1255	2407	15724	2021-05-26	Persistent High	0.8807542885657712	0.7900813677645582	1.047706773523065	0.7645806221468361	1.0100803589204976
Seniors	Seniors	2.77536737512103	278	1255	1255	15724	2021-05-26	Persistent High	2.68345192861921	2.421798530804417	3.3017638402718195	2.3430372416655505	3.194372372299402
Adult	Adult	1.058817047313289	5580	7669	7669	11160	2021-05-26	Rising In-Person	1	1.0436351866815465	1.0734539688453089	1	1
Adult	Pre-School	0.9886546311660208	89	7669	131	11160	2021-05-26	Rising In-Person	0.9337350901883353	0.9160851033228008	1.0438087589769183	0.8631047496511375	0.9982226035449171
Adult	School Aged	0.9364418857022213	1056	7669	1641	11160	2021-05-26	Rising In-Person	0.8844227509166099	0.9055759194568386	0.9848651620242409	0.8526192055192431	0.9292937764092577
Adult	Seniors	0.7991376932022586	944	7669	1719	11160	2021-05-26	Rising In-Person	0.7547457752309924	0.7525599607257916	0.8539096167344122	0.7051213950920938	0.8129975846495782
Pre-School	Adult	0.9886546311660208	89	131	7669	11160	2021-05-26	Rising In-Person	0.9337350901883353	0.9160851033228008	1.0438087589769183	0.8631047496511375	0.9982226035449171
Pre-School	Pre-School	7.803799312394383	12	131	131	11160	2021-05-26	Rising In-Person	7.370300026993568	4.440369717555223	15.298365150178533	4.18963077837677	14.568762930997043
Pre-School	School Aged	1.1940261709718984	23	131	1641	11160	2021-05-26	Rising In-Person	1.1276982874441792	0.9317689903273141	1.423130644337287	0.8817734149149161	1.3477492175352004
Pre-School	Seniors	0.3469130374929504	7	131	1719	11160	2021-05-26	Rising In-Person	0.3276420967845484	0.17662692702169627	0.4947503206848354	0.16761116741134643	0.4700429084727048
School Aged	Adult	0.9364418857022213	1056	1641	7669	11160	2021-05-26	Rising In-Person	0.8844227509166099	0.9055759194568386	0.9848651620242409	0.8526192055192431	0.9292937764092577
School Aged	Pre-School	1.1940261709718984	23	1641	131	11160	2021-05-26	Rising In-Person	1.1276982874441792	0.9317689903273141	1.423130644337287	0.8817734149149161	1.3477492175352004
School Aged	School Aged	1.4422029788913806	348	1641	1641	11160	2021-05-26	Rising In-Person	1.3620889298589591	1.2373302120681169	1.5795456079063683	1.1691660027279585	1.495019156261994
School Aged	Seniors	0.8466300752354142	214	1641	1719	11160	2021-05-26	Rising In-Person	0.7995999661921843	0.6884308650833275	0.9928834355440022	0.6556658467521456	0.9414951577933438
Seniors	Adult	0.7991376932022586	944	1719	7669	11160	2021-05-26	Rising In-Person	0.7547457752309924	0.7525599607257916	0.8539096167344122	0.7051213950920938	0.8129975846495782
Seniors	Pre-School	0.3469130374929504	7	1719	131	11160	2021-05-26	Rising In-Person	0.3276420967845484	0.17662692702169627	0.4947503206848354	0.16761116741134643	0.4700429084727048
Seniors	School Aged	0.8466300752354142	214	1719	1641	11160	2021-05-26	Rising In-Person	0.7995999661921843	0.6884308650833275	0.9928834355440022	0.6556658467521456	0.9414951577933438
Seniors	Seniors	2.092291911805266	554	1719	1719	11160	2021-05-26	Rising In-Person	1.9760655696981675	1.787815456035192	2.3076181936913462	1.7074279304840543	2.1645063628784547
Adult	Adult	1.0204575436651415	11974	15755	15755	21154	2021-05-26	Persistent Low	1	1.013740969027171	1.0251668471182989	1	1
Adult	Pre-School	0.9751509559668853	329	15755	453	21154	2021-05-26	Persistent Low	0.9556016926137563	0.9131768614684026	1.010313779745754	0.8938211446695401	0.9927332375130613
Adult	School Aged	0.9299660755213759	2758	15755	3982	21154	2021-05-26	Persistent Low	0.911322652563525	0.9168806445578849	0.9477709892907905	0.894309803253372	0.9349258900229014
Adult	Seniors	0.966621740315595	694	15755	964	21154	2021-05-26	Persistent Low	0.9472434657534243	0.9425702464276311	0.9878953357117394	0.9207804217121318	0.9732511218824287
Pre-School	Adult	0.9751509559668853	329	453	15755	21154	2021-05-26	Persistent Low	0.9556016926137563	0.9131768614684026	1.010313779745754	0.8938211446695401	0.9927332375130613
Pre-School	Pre-School	2.0617078198324634	20	453	453	21154	2021-05-26	Persistent Low	2.020375891805846	1.448846845397248	3.114582408452327	1.4190773760547812	3.0468964735259845
Pre-School	School Aged	1.0319910901484939	88	453	3982	21154	2021-05-26	Persistent Low	1.01130232860245	0.8861980856172332	1.2111859878668363	0.8697229886257201	1.1829021164218694
Pre-School	Seniors	0.7750657213779963	16	453	964	21154	2021-05-26	Persistent Low	0.7595276512869119	0.4760346809372821	1.2674717398816115	0.46658530829788186	1.2400620525431003
School Aged	Adult	0.9299660755213759	2758	3982	15755	21154	2021-05-26	Persistent Low	0.911322652563525	0.9168806445578849	0.9477709892907905	0.894309803253372	0.9349258900229014
School Aged	Pre-School	1.0319910901484939	88	3982	453	21154	2021-05-26	Persistent Low	1.01130232860245	0.8861980856172332	1.2111859878668363	0.8697229886257201	1.1829021164218694
School Aged	School Aged	1.3421096213725199	1006	3982	3982	21154	2021-05-26	Persistent Low	1.3152037825621945	1.2734214470820744	1.3911057410828649	1.2450191534778008	1.3594089663572957
School Aged	Seniors	0.7164035358282396	130	3982	964	21154	2021-05-26	Persistent Low	0.7020414913639211	0.6356830548823758	0.788651603894721	0.6272528182994862	0.770549700244477
Seniors	Adult	0.966621740315595	694	964	15755	21154	2021-05-26	Persistent Low	0.9472434657534243	0.9425702464276311	0.9878953357117394	0.9207804217121318	0.9732511218824287
Seniors	Pre-School	0.7750657213779963	16	964	453	21154	2021-05-26	Persistent Low	0.7595276512869119	0.4760346809372821	1.2674717398816115	0.46658530829788186	1.2400620525431003
Seniors	School Aged	0.7164035358282396	130	964	3982	21154	2021-05-26	Persistent Low	0.7020414913639211	0.6356830548823758	0.788651603894721	0.6272528182994862	0.770549700244477
Seniors	Seniors	2.8226711403040583	124	964	964	21154	2021-05-26	Persistent Low	2.766083858977581	2.3488614336043643	3.291408296483392	2.3058742993186785	3.2183977055463524
Adult	Adult	1.0300944745659955	25722	33927	33927	46096	2021-05-26	Other	1	1.0265913312592305	1.031484520504479	1	1
Adult	Pre-School	0.9010947460953578	640	33927	965	46096	2021-05-26	Other	0.8747690317191649	0.8750156376106462	0.9292301514021462	0.8506973332633017	0.9026107542740518
Adult	School Aged	0.9319543310373549	5200	33927	7581	46096	2021-05-26	Other	0.90472704596344	0.9218451614003326	0.941079745916275	0.8942695765160851	0.9155869830864489
Adult	Seniors	0.8869121351707052	2365	33927	3623	46096	2021-05-26	Other	0.8610007694142651	0.8674308129228219	0.9166471181954297	0.8421165389734775	0.8901245366554424
Pre-School	Adult	0.9010947460953578	640	965	33927	46096	2021-05-26	Other	0.8747690317191649	0.8750156376106462	0.9292301514021462	0.8506973332633017	0.9026107542740518
Pre-School	Pre-School	3.96003221562995	80	965	965	46096	2021-05-26	Other	3.844338857655178	3.339680165643233	4.664139768119005	3.2423151396936793	4.53498576756353
Pre-School	School Aged	1.228694999019228	195	965	7581	46096	2021-05-26	Other	1.1927983591377944	1.126376325584312	1.36514141100682	1.0945483885765908	1.3262136065364456
Pre-School	Seniors	0.6592312499731852	50	965	3623	46096	2021-05-26	Other	0.6399716397381277	0.4760592404183156	0.7636931812121319	0.4622592810701307	0.7422547108505214
School Aged	Adult	0.9319543310373549	5200	7581	33927	46096	2021-05-26	Other	0.90472704596344	0.9218451614003326	0.941079745916275	0.8942695765160851	0.9155869830864489
School Aged	Pre-School	1.228694999019228	195	7581	965	46096	2021-05-26	Other	1.1927983591377944	1.126376325584312	1.36514141100682	1.0945483885765908	1.3262136065364456
School Aged	School Aged	1.3939911776539358	1738	7581	7581	46096	2021-05-26	Other	1.3532653674715216	1.3717236837947766	1.442504057725492	1.332992353185809	1.402926017424634
School Aged	Seniors	0.7518763860564438	448	7581	3623	46096	2021-05-26	Other	0.7299101243827447	0.6918803421271057	0.8031988020296381	0.673183770091071	0.7790918702753156
Seniors	Adult	0.8869121351707052	2365	3623	33927	46096	2021-05-26	Other	0.8610007694142651	0.8674308129228219	0.9166471181954297	0.8421165389734775	0.8901245366554424
Seniors	Pre-School	0.6592312499731852	50	3623	965	46096	2021-05-26	Other	0.6399716397381277	0.4760592404183156	0.7636931812121319	0.4622592810701307	0.7422547108505214
Seniors	School Aged	0.7518763860564438	448	3623	7581	46096	2021-05-26	Other	0.7299101243827447	0.6918803421271057	0.8031988020296381	0.673183770091071	0.7790918702753156
Seniors	Seniors	2.668948400552821	760	3623	3623	46096	2021-05-26	Other	2.5909743877398386	2.368312104871856	2.907230174921028	2.299886232757829	2.8206390335969433
Adult	Adult	1.0430706490472994	7550	9771	9771	13190	2021-06-02	Persistent High	1	1.0366334253410008	1.0488936323902764	1	1
Adult	Pre-School	0.9287867376599338	161	9771	234	13190	2021-06-02	Persistent High	0.8904351191438968	0.8714416250300929	1.0183438734433954	0.8344447343097343	0.9783399907121957
Adult	School Aged	0.9083346267008517	1407	9771	2091	13190	2021-06-02	Persistent High	0.8708275201976872	0.8911230630435008	0.9252167341583504	0.8516127536657336	0.8908031800581406
Adult	Seniors	0.8057525562062268	653	9771	1094	13190	2021-06-02	Persistent High	0.7724812858478667	0.7643269189091018	0.831688454582534	0.73204841044187	0.7996254483522673
Pre-School	Adult	0.9287867376599338	161	234	9771	13190	2021-06-02	Persistent High	0.8904351191438968	0.8714416250300929	1.0183438734433954	0.8344447343097343	0.9783399907121957
Pre-School	Pre-School	3.37243407115202	14	234	234	13190	2021-06-02	Persistent High	3.233178955071041	0.9479977246621143	6.370754625640307	0.9095066959669582	6.121580202071316
Pre-School	School Aged	0.5930606138640572	22	234	2091	13190	2021-06-02	Persistent High	0.5685718550375624	0.34521239725798114	0.8163337007367255	0.3323592027023011	0.7825329170995681
Pre-School	Seniors	1.9064008812637698	37	234	1094	13190	2021-06-02	Persistent High	1.8276814547557283	1.33108857630763	2.272910114551146	1.278794663996823	2.1711367338247234
School Aged	Adult	0.9083346267008517	1407	2091	9771	13190	2021-06-02	Persistent High	0.8708275201976872	0.8911230630435008	0.9252167341583504	0.8516127536657336	0.8908031800581406
School Aged	Pre-School	0.5930606138640572	22	2091	234	13190	2021-06-02	Persistent High	0.5685718550375624	0.34521239725798114	0.8163337007367255	0.3323592027023011	0.7825329170995681
School Aged	School Aged	1.5445670120470298	512	2091	2091	13190	2021-06-02	Persistent High	1.4807884906528412	1.4654520286638895	1.6353156682931513	1.4064769378106097	1.56519686464903
School Aged	Seniors	0.8648980526798493	150	2091	1094	13190	2021-06-02	Persistent High	0.8291845365122812	0.7639439485709001	0.9357183055986233	0.7359066280891255	0.8948284250794605
Seniors	Adult	0.8057525562062268	653	1094	9771	13190	2021-06-02	Persistent High	0.7724812858478667	0.7643269189091018	0.831688454582534	0.73204841044187	0.7996254483522673
Seniors	Pre-School	1.9064008812637698	37	1094	234	13190	2021-06-02	Persistent High	1.8276814547557283	1.33108857630763	2.272910114551146	1.278794663996823	2.1711367338247234
Seniors	School Aged	0.8648980526798493	150	1094	2091	13190	2021-06-02	Persistent High	0.8291845365122812	0.7639439485709001	0.9357183055986233	0.7359066280891255	0.8948284250794605
Seniors	Seniors	2.7992648951067647	254	1094	1094	13190	2021-06-02	Persistent High	2.6836771772492165	2.555850483398066	3.381129605646347	2.4514301084620147	3.234332621774829
Adult	Adult	1.0552465486091418	3136	4389	4389	6482	2021-06-02	Rising In-Person	1	1.0410252463827834	1.0734491712109882	1	1
Adult	Pre-School	0.8861294650768335	27	4389	45	6482	2021-06-02	Rising In-Person	0.8397368996324021	0.6830992983940252	1.0317951667176428	0.6487995951269675	0.9780929757724952
Adult	School Aged	0.9182238868759245	595	4389	957	6482	2021-06-02	Rising In-Person	0.8701510448777883	0.8647288990643354	0.9872138952405956	0.8158560792071613	0.9395717860040745
Adult	Seniors	0.8541775654033843	631	4389	1091	6482	2021-06-02	Rising In-Person	0.8094578148862229	0.794580920933071	0.8974812396910962	0.7420863972977707	0.8593004709648604
Pre-School	Adult	0.8861294650768335	27	45	4389	6482	2021-06-02	Rising In-Person	0.8397368996324021	0.6830992983940252	1.0317951667176428	0.6487995951269675	0.9780929757724952
Pre-School	Pre-School	12.804444444444444	4	45	45	6482	2021-06-02	Rising In-Person	12.13407848745985	0.00155187074829932	29.672953345935724	0.0014730874752221879	28.356594061473643
Pre-School	School Aged	1.6557064901892489	11	45	957	6482	2021-06-02	Rising In-Person	1.569023364607577	1.1423776272792048	2.162231957670711	1.0860132028751628	2.034596681223012
Pre-School	Seniors	0.3961095834606375	3	45	1091	6482	2021-06-02	Rising In-Person	0.37537159821344707	0.13429503169031845	0.6090179492793071	0.12696519550505975	0.5777276945483139
School Aged	Adult	0.9182238868759245	595	957	4389	6482	2021-06-02	Rising In-Person	0.8701510448777883	0.8647288990643354	0.9872138952405956	0.8158560792071613	0.9395717860040745
School Aged	Pre-School	1.6557064901892489	11	957	45	6482	2021-06-02	Rising In-Person	1.569023364607577	1.1423776272792048	2.162231957670711	1.0860132028751628	2.034596681223012
School Aged	School Aged	1.4721389661396147	208	957	957	6482	2021-06-02	Rising In-Person	1.39506636442446	1.2593298273138356	1.7433500002462987	1.1902168330981626	1.6435782488158206
School Aged	Seniors	0.8877871288503736	143	957	1091	6482	2021-06-02	Rising In-Person	0.841307777808431	0.6562804634599391	1.0245215449603537	0.6217897354009567	0.9642439454516296
Seniors	Adult	0.8541775654033843	631	1091	4389	6482	2021-06-02	Rising In-Person	0.8094578148862229	0.794580920933071	0.8974812396910962	0.7420863972977707	0.8593004709648604
Seniors	Pre-School	0.3961095834606375	3	1091	45	6482	2021-06-02	Rising In-Person	0.37537159821344707	0.13429503169031845	0.6090179492793071	0.12696519550505975	0.5777276945483139
Seniors	School Aged	0.8877871288503736	143	1091	957	6482	2021-06-02	Rising In-Person	0.841307777808431	0.6562804634599391	1.0245215449603537	0.6217897354009567	0.9642439454516296
Seniors	Seniors	1.7099735272595296	314	1091	1091	6482	2021-06-02	Rising In-Person	1.6204492964353636	1.4805388586647061	2.0765159697060884	1.4111621144762097	1.9674650196831087
Adult	Adult	1.0220407414165498	9684	12658	12658	16910	2021-06-02	Persistent Low	1	1.014341569250296	1.0286439064895532	1	1
Adult	Pre-School	0.9547151257462995	278	12658	389	16910	2021-06-02	Persistent Low	0.9341262897436584	0.8836795131796303	0.9999436097567063	0.8590820990065999	0.9819783167471205
Adult	School Aged	0.9213992921016025	2005	12658	2907	16910	2021-06-02	Persistent Low	0.9015289261605579	0.9014715145443781	0.9534619913942655	0.8765125439890984	0.9399813767011422
Adult	Seniors	0.9656032270923973	691	12658	956	16910	2021-06-02	Persistent Low	0.94477958457318445	0.9499161041055588	1.0007309493277212	0.9265035933849977	0.9816202482924146
Pre-School	Adult	0.9547151257462995	278	389	12658	16910	2021-06-02	Persistent Low	0.9341262897436584	0.8836795131796303	0.9999436097567063	0.8590820990065999	0.9819783167471205
Pre-School	Pre-School	2.4584889076863092	22	389	389	16910	2021-06-02	Persistent Low	2.4054705532372815	1.6304222670825976	3.733606255144031	1.5939866611482594	3.629459978811349
Pre-School	School Aged	1.0617143443315178	71	389	2907	16910	2021-06-02	Persistent Low	1.0388180248665824	0.9018120441728981	1.2080836035000537	0.8824441799419063	1.1794375352184476
Pre-School	Seniors	0.8184837207301201	18	389	956	16910	2021-06-02	Persistent Low	0.8008327726698063	0.4625161776141966	1.0701486825433124	0.4543134832051047	1.045666808475241
School Aged	Adult	0.9213992921016025	2005	2907	12658	16910	2021-06-02	Persistent Low	0.9015289261605579	0.9014715145443781	0.9534619913942655	0.8765125439890984	0.9399813767011422
School Aged	Pre-School	1.0617143443315178	71	2907	389	16910	2021-06-02	Persistent Low	1.0388180248665824	0.9018120441728981	1.2080836035000537	0.8824441799419063	1.1794375352184476
School Aged	School Aged	1.4127271171717106	706	2907	2907	16910	2021-06-02	Persistent Low	1.382261058608749	1.2727566178959782	1.5629810253604424	1.2547603863690155	1.5281729916776996
School Aged	Seniors	0.7605905094181841	125	2907	956	16910	2021-06-02	Persistent Low	0.7441880529772273	0.656645943973358	0.8326450938660358	0.6428004198131567	0.8145636029122355
Seniors	Adult	0.9656032270923973	691	956	12658	16910	2021-06-02	Persistent Low	0.94477958457318445	0.9499161041055588	1.0007309493277212	0.9265035933849977	0.9816202482924146
