x	y	RR	N_pairs	N_x	N_y	N_total	date	trajectory_type	nRR_fixed	RR_lower	RR_upper	nRR_fixed_lower	nRR_fixed_upper
Seniors	Pre-School	0.7901355884632862	15	17005	176	157652	2020-10-28	Persistent High	0.7838039614541916	0.6190980025754542	1.2126356938901757	0.6142078752237466	1.20227952531439
Seniors	School Aged	1.000093987187218	1222	17005	11328	157652	2020-10-28	Persistent High	0.9920798916403727	0.9448499393637377	1.0341161540135368	0.9365170327765016	1.024953470047685
Seniors	Seniors	1.355337134269017	2486	17005	17005	157652	2020-10-28	Persistent High	1.3444763537510094	1.2445979802345521	1.5126656626699968	1.2365163729227404	1.497929519661706
Adult	Adult	1.130856320760618	182	219	219	298	2020-10-28	Rising In-Person	1	1.06924120477827	1.2033811366235805	1	1
Adult	Pre-School	0.682648401826484	1	219	2	298	2020-10-28	Rising In-Person	0.6036561756734333	0.006271619496855346	1.443930568499534	0.005534432971622607	1.24621720743766
Adult	School Aged	1.2251141552511415	9	219	10	298	2020-10-28	Rising In-Person	1.0833508490513857	1.0020662313432835	1.434995673012914	0.8827537551672	1.2548094378419066
Adult	Seniors	0.5484222722006407	27	219	67	298	2020-10-28	Rising In-Person	0.484961937367755	0.3392112182296232	0.6987483633819409	0.28227322882993877	0.65352670002457
Pre-School	Adult	0.682648401826484	1	2	219	298	2020-10-28	Rising In-Person	0.6036561756734333	0.006271619496855346	1.443930568499534	0.005534432971622607	1.24621720743766
Pre-School	Pre-School	0.25	0	2	2	298	2020-10-28	Rising In-Person	0.22107140881685935	0.25	1	0.20935426016663922	0.8989736743047944
Pre-School	School Aged	14.95	1	2	10	298	2020-10-28	Rising In-Person	13.220070247248188	0.1285714285714286	37.08833333333334	0.11295006374642162	32.127555533917686
Pre-School	Seniors	0.007462686567164179	0	2	67	298	2020-10-28	Rising In-Person	0.006599146531846548	0.010538563829787233	0.028914141414141413	0.009263529334024297	0.02555751138862554
School Aged	Adult	1.2251141552511415	9	10	219	298	2020-10-28	Rising In-Person	1.0833508490513857	1.0020662313432835	1.434995673012914	0.8827537551672	1.2548094378419066
School Aged	Pre-School	14.95	1	10	2	298	2020-10-28	Rising In-Person	13.220070247248188	0.1285714285714286	37.08833333333334	0.11295006374642162	32.127555533917686
School Aged	School Aged	0.01	0	10	10	298	2020-10-28	Rising In-Person	0.008842856352674374	0.012345679012345678	0.13749999999999973	0.010896422529548604	0.11786062221170268
School Aged	Seniors	0.0014925373134328358	0	10	67	298	2020-10-28	Rising In-Person	0.0013198293063693095	0.0021848793203409255	0.008202687569988796	0.0019020413048868492	0.007133304991985634
Seniors	Adult	0.5484222722006407	27	67	219	298	2020-10-28	Rising In-Person	0.484961937367755	0.3392112182296232	0.6987483633819409	0.28227322882993877	0.65352670002457
Seniors	Pre-School	0.007462686567164179	0	67	2	298	2020-10-28	Rising In-Person	0.006599146531846548	0.010538563829787233	0.028914141414141413	0.009263529334024297	0.02555751138862554
Seniors	School Aged	0.0014925373134328358	0	67	10	298	2020-10-28	Rising In-Person	0.0013198293063693095	0.0021848793203409255	0.008202687569988796	0.0019020413048868492	0.007133304991985634
Seniors	Seniors	2.6556025840944533	40	67	67	298	2020-10-28	Rising In-Person	2.348311218093812	2.170393652225823	4.2468753188450155	1.8954504865983557	3.7408720134641973
Adult	Adult	1.2381656804733727	22	26	26	38	2020-10-28	Persistent Low	1	1.0603135371795778	1.5638775510204077	1	1
Adult	School Aged	1.4807692307692308	2	26	2	38	2020-10-28	Persistent Low	1.1959378733572283	1.280357142857143	1.896785714285714	1.1208502289077829	1.4235918239975034
Adult	Seniors	0.29615384615384616	2	26	10	38	2020-10-28	Persistent Low	0.23918757467144566	0.011274509803921572	0.807142857142856	0.009051356317543372	0.7783321220078295
School Aged	Adult	1.4807692307692308	2	2	26	38	2020-10-28	Persistent Low	1.1959378733572283	1.280357142857143	1.896785714285714	1.1208502289077829	1.4235918239975034
School Aged	School Aged	0.25	0	2	2	38	2020-10-28	Persistent Low	0.2019115890083632	0.25	1	0.19600479658389636	0.9515195198276305
School Aged	Seniors	0.05	0	2	10	38	2020-10-28	Persistent Low	0.040382317801672646	0.05562500000000001	0.6400000000000006	0.04383836389693195	0.6317442435448161
Seniors	Adult	0.29615384615384616	2	10	26	38	2020-10-28	Persistent Low	0.23918757467144566	0.011274509803921572	0.807142857142856	0.009051356317543372	0.7783321220078295
Seniors	School Aged	0.05	0	10	2	38	2020-10-28	Persistent Low	0.040382317801672646	0.05562500000000001	0.6400000000000006	0.04383836389693195	0.6317442435448161
Seniors	Seniors	3.05	8	10	10	38	2020-10-28	Persistent Low	2.463321385902031	1.4408163265306126	7.337499999999995	1.0093264248704663	6.338677481687858
Adult	Adult	1.1007933922783746	16210	19714	19714	26392	2020-10-28	Other	1	1.0855118968255124	1.11552070207224	1	1
Adult	Pre-School	0.9761685857766055	35	19714	48	26392	2020-10-28	Other	0.8867863784648761	0.8387523647299853	1.1355762657309865	0.7659717248858826	1.0389072087546785
Adult	School Aged	0.9249158262296134	485	19714	702	26392	2020-10-28	Other	0.840226542707767	0.8656624160459057	0.9903098333090421	0.7963791141167338	0.8969973039535335
Adult	Seniors	0.6738887087373736	2984	19714	5928	26392	2020-10-28	Other	0.6121845511286981	0.6494491273562742	0.7057894803176573	0.5874137882538615	0.6485482313266567
Pre-School	Adult	0.9761685857766055	35	48	19714	26392	2020-10-28	Other	0.8867863784648761	0.8387523647299853	1.1355762657309865	0.7659717248858826	1.0389072087546785
Pre-School	Pre-School	45.81987847222222	4	48	48	26392	2020-10-28	Other	41.62441271325786	0.0010828997571973639	105.7390430839001	9.800748594350523e-4	95.96387223670999
Pre-School	School Aged	6.26593660968661	8	48	702	26392	2020-10-28	Other	5.692200419842314	1.8109830316742086	9.311513085816092	1.6466883783354862	8.472203129930957
Pre-School	Seniors	0.09275542622582096	1	48	5928	26392	2020-10-28	Other	0.08426233921502725	7.160638914529158e-6	0.2115864257367841	6.5252849914349195e-6	0.19301518172450394
School Aged	Adult	0.9249158262296134	485	702	19714	26392	2020-10-28	Other	0.840226542707767	0.8656624160459057	0.9903098333090421	0.7963791141167338	0.8969973039535335
School Aged	Pre-School	6.26593660968661	8	702	48	26392	2020-10-28	Other	5.692200419842314	1.8109830316742086	9.311513085816092	1.6466883783354862	8.472203129930957
School Aged	School Aged	7.818997004894441	146	702	702	26392	2020-10-28	Other	7.1030559047152515	6.6798923795871605	9.465734679357485	6.068301347590991	8.717979927160172
School Aged	Seniors	0.3995469374180575	63	702	5928	26392	2020-10-28	Other	0.3629626960160912	0.29466240211623274	0.4940541988528381	0.26865702778531964	0.45429471115819986
Seniors	Adult	0.6738887087373736	2984	5928	19714	26392	2020-10-28	Other	0.6121845511286981	0.6494491273562742	0.7057894803176573	0.5874137882538615	0.6485482313266567
Seniors	Pre-School	0.09275542622582096	1	5928	48	26392	2020-10-28	Other	0.08426233921502725	7.160638914529158e-6	0.2115864257367841	6.5252849914349195e-6	0.19301518172450394
Seniors	School Aged	0.3995469374180575	63	5928	702	26392	2020-10-28	Other	0.3629626960160912	0.29466240211623274	0.4940541988528381	0.26865702778531964	0.45429471115819986
Seniors	Seniors	2.1629595917997526	2880	5928	5928	26392	2020-10-28	Other	1.9649096796656385	1.9566333314100803	2.334218599664092	1.7607530056001959	2.1370347438351183
Adult	Adult	1.0065029647141832	165244	206219	206219	259028	2020-11-04	Persistent High	1	1.0045322106490662	1.0091441353501476	1	1
Adult	Pre-School	0.9391047250162963	397	206219	531	259028	2020-11-04	Persistent High	0.9330372169176611	0.8876473212386125	0.9778170999938504	0.8822147207751789	0.9724162624007247
Adult	School Aged	0.9855546578607386	15964	206219	20346	259028	2020-11-04	Persistent High	0.9791870390969059	0.9777437904206091	0.9952858303024055	0.9692032266571605	0.9906953373552665
Adult	Seniors	0.9682201384562341	24614	206219	31932	259028	2020-11-04	Persistent High	0.9619645171449442	0.9552142249465764	0.9786046176339316	0.9464797903398109	0.9740735991284983
Pre-School	Adult	0.9391047250162963	397	531	206219	259028	2020-11-04	Persistent High	0.9330372169176611	0.8876473212386125	0.9778170999938504	0.8822147207751789	0.9724162624007247
Pre-School	Pre-School	1.8373356598962267	2	531	531	259028	2020-11-04	Persistent High	1.8254647271883349	6.547855224688595e-6	5.022329677038468	6.510891617122292e-6	4.987664231761047
Pre-School	School Aged	1.5104756451616785	63	531	20346	259028	2020-11-04	Persistent High	1.5007165384660426	1.3592858320389458	1.7154164714258462	1.350384273414563	1.7037872752155583
Pre-School	Seniors	1.0540839137215547	69	531	31932	259028	2020-11-04	Persistent High	1.047273530903988	0.8491474455431567	1.2873164228890965	0.8444687054381486	1.278483326596156
School Aged	Adult	0.9855546578607386	15964	20346	206219	259028	2020-11-04	Persistent High	0.9791870390969059	0.9777437904206091	0.9952858303024055	0.9692032266571605	0.9906953373552665
School Aged	Pre-School	1.5104756451616785	63	20346	531	259028	2020-11-04	Persistent High	1.5007165384660426	1.3592858320389458	1.7154164714258462	1.350384273414563	1.7037872752155583
School Aged	School Aged	1.1788798139962005	1884	20346	20346	259028	2020-11-04	Persistent High	1.171263131183093	1.1083977304936343	1.2364418810848974	1.100690607550377	1.2265422168509523
School Aged	Seniors	0.9708240305670685	2435	20346	31932	259028	2020-11-04	Persistent High	0.9645515856406379	0.9377289532980064	1.008102791143149	0.9318518665533206	1.0001661120362062
Seniors	Adult	0.9682201384562341	24614	31932	206219	259028	2020-11-04	Persistent High	0.9619645171449442	0.9552142249465764	0.9786046176339316	0.9464797903398109	0.9740735991284983
Seniors	Pre-School	1.0540839137215547	69	31932	531	259028	2020-11-04	Persistent High	1.047273530903988	0.8491474455431567	1.2873164228890965	0.8444687054381486	1.278483326596156
Seniors	School Aged	0.9708240305670685	2435	31932	20346	259028	2020-11-04	Persistent High	0.9645515856406379	0.9377289532980064	1.008102791143149	0.9318518665533206	1.0001661120362062
Seniors	Seniors	1.2229270671694952	4814	31932	31932	259028	2020-11-04	Persistent High	1.215025797282942	1.1626550790613874	1.2992443107660596	1.1564061762749853	1.2889570790332026
Adult	Adult	1.267570167496605	160	188	188	280	2020-11-04	Rising In-Person	1	1.174145248207163	1.3456310798162534	1	1
Adult	Pre-School	0.005319148936170213	0	188	1	280	2020-11-04	Rising In-Person	0.004196334903238766	0.006731815708325775	0.011340403782264249	0.005219867798324888	0.008639435894677621
Adult	School Aged	1.2420212765957446	5	188	6	280	2020-11-04	Rising In-Person	0.9798441999062519	0.7342118537200505	1.5180923491742502	0.5686931921861855	1.1975645513945274
Adult	Seniors	0.4030663329161452	23	188	85	280	2020-11-04	Rising In-Person	0.3179834483736576	0.29327730722635825	0.5361741508595979	0.2305537196801798	0.45107337188237195
Pre-School	Adult	0.005319148936170213	0	1	188	280	2020-11-04	Rising In-Person	0.004196334903238766	0.006731815708325775	0.011340403782264249	0.005219867798324888	0.008639435894677621
Pre-School	Pre-School	1	0	1	1	280	2020-11-04	Rising In-Person	0.7889109618088881	1	1	0.7415430061311379	0.8357782041912442
Pre-School	School Aged	46.833333333333336	1	1	6	280	2020-11-04	Rising In-Person	36.94733004471626	26.683333333333337	100.45	20.283296958058628	74.72987983058887
Pre-School	Seniors	0.011764705882352941	0	1	85	280	2020-11-04	Rising In-Person	0.009281305433045743	0.01331792318634424	0.021739130434782608	0.010022208696483993	0.017898055691432754
School Aged	Adult	1.2420212765957446	5	6	188	280	2020-11-04	Rising In-Person	0.9798441999062519	0.7342118537200505	1.5180923491742502	0.5686931921861855	1.1975645513945274
School Aged	Pre-School	46.833333333333336	1	6	1	280	2020-11-04	Rising In-Person	36.94733004471626	26.683333333333337	100.45	20.283296958058628	74.72987983058887
School Aged	School Aged	0.027777777777777776	0	6	6	280	2020-11-04	Rising In-Person	0.021914193383580225	0.027777777777777776	0.5499999999999989	0.021149204528559708	0.4480612741005116
School Aged	Seniors	0.00196078431372549	0	6	85	280	2020-11-04	Rising In-Person	0.001546884238840957	0.0027192982456140354	0.014549266247379438	0.0020661237138043373	0.011765256553991072
Seniors	Adult	0.4030663329161452	23	85	188	280	2020-11-04	Rising In-Person	0.3179834483736576	0.29327730722635825	0.5361741508595979	0.2305537196801798	0.45107337188237195
Seniors	Pre-School	0.011764705882352941	0	85	1	280	2020-11-04	Rising In-Person	0.009281305433045743	0.01331792318634424	0.021739130434782608	0.010022208696483993	0.017898055691432754
Seniors	School Aged	0.00196078431372549	0	85	6	280	2020-11-04	Rising In-Person	0.001546884238840957	0.0027192982456140354	0.014549266247379438	0.0020661237138043373	0.011765256553991072
Seniors	Seniors	2.4029065743944638	62	85	85	280	2020-11-04	Rising In-Person	1.895679336742437	2.037137755102041	2.996118898159163	1.5270458510040807	2.4635765407019723
Adult	Adult	1.124479476502082	70	82	82	108	2020-11-04	Persistent Low	1	1.0438523883775128	1.224102469965161	1	1
Adult	Pre-School	1.3195121951219513	5	82	5	108	2020-11-04	Persistent Low	1.1734426663139799	1.2214003357753358	1.4999377705627706	1.1319829292290053	1.2994356544369967
Adult	School Aged	0.44037940379403795	3	82	9	108	2020-11-04	Persistent Low	0.3916295610515952	0.1176392572944298	0.9875466782457657	0.0968974172111072	0.9168430634053453
Adult	Seniors	0.4400406504065041	4	82	12	108	2020-11-04	Persistent Low	0.391328307543094	0.19107517220724768	0.7953617308992562	0.1653102899465343	0.7374923248573652
Pre-School	Adult	1.3195121951219513	5	5	82	108	2020-11-04	Persistent Low	1.1734426663139799	1.2214003357753358	1.4999377705627706	1.1319829292290053	1.2994356544369967
Pre-School	Pre-School	0.04	0	5	5	108	2020-11-04	Persistent Low	0.03557201428382489	0.04	0.1111111111111111	0.035453077943391635	0.10485069680516648
Pre-School	School Aged	0.022222222222222223	0	5	9	108	2020-11-04	Persistent Low	0.019762230157680496	0.02696428571428572	0.14374999999999996	0.02361617002200639	0.13416198020657646
Pre-School	Seniors	0.016666666666666666	0	5	12	108	2020-11-04	Persistent Low	0.014821672618260373	0.020681818181818183	0.07416666666666666	0.017076971623549875	0.06904932312139325
School Aged	Adult	0.44037940379403795	3	9	82	108	2020-11-04	Persistent Low	0.3916295610515952	0.1176392572944298	0.9875466782457657	0.0968974172111072	0.9168430634053453
School Aged	Pre-School	0.022222222222222223	0	9	5	108	2020-11-04	Persistent Low	0.019762230157680496	0.02696428571428572	0.14374999999999996	0.02361617002200639	0.13416198020657646
School Aged	School Aged	8.012345679012345	6	9	9	108	2020-11-04	Persistent Low	7.1253818735192445	2.862962962962965	21.63333333333331	2.5473517786284843	20.004238133041742
School Aged	Seniors	0.009259259259259259	0	9	12	108	2020-11-04	Persistent Low	0.008234262565700206	0.011587301587301587	0.08749999999999991	0.009687035185588656	0.08305686769771067
Seniors	Adult	0.4400406504065041	4	12	82	108	2020-11-04	Persistent Low	0.391328307543094	0.19107517220724768	0.7953617308992562	0.1653102899465343	0.7374923248573652
Seniors	Pre-School	0.016666666666666666	0	12	5	108	2020-11-04	Persistent Low	0.014821672618260373	0.020681818181818183	0.07416666666666666	0.017076971623549875	0.06904932312139325
Seniors	School Aged	0.009259259259259259	0	12	9	108	2020-11-04	Persistent Low	0.008234262565700206	0.011587301587301587	0.08749999999999991	0.009687035185588656	0.08305686769771067
Seniors	Seniors	6.006944444444445	8	12	12	108	2020-11-04	Persistent Low	5.34197783949801	3.604958677685951	8.751360544217686	3.0178430905422857	7.963046195654169
Adult	Adult	1.0997449660875078	16564	19961	19961	26454	2020-11-04	Other	1	1.08819901456937	1.1148167595486056	1	1
Adult	Pre-School	0.8311113450890253	37	19961	59	26454	2020-11-04	Other	0.7557309837441828	0.6168572000917127	0.9689843579962536	0.5612815394284268	0.883022908589418
Adult	School Aged	0.8518473379043039	502	19961	781	26454	2020-11-04	Other	0.7745862578801943	0.805302899181344	0.9145969855938453	0.7316549785558069	0.8298232286786331
Adult	Seniors	0.6700269931106503	2858	19961	5653	26454	2020-11-04	Other	0.6092567038468586	0.6583978666758283	0.6929866845320645	0.5914804586702448	0.6328279224004322
Pre-School	Adult	0.8311113450890253	37	59	19961	26454	2020-11-04	Other	0.7557309837441828	0.6168572000917127	0.9689843579962536	0.5612815394284268	0.883022908589418
Pre-School	Pre-School	30.398448721631716	4	59	59	26454	2020-11-04	Other	27.64136200575514	7.165532879818595e-4	66.69572609098594	6.559256756619475e-4	60.690759139185545
Pre-School	School Aged	8.611536708695935	15	59	781	26454	2020-11-04	Other	7.830485225436082	2.619277590580788	13.200672048597376	2.3837868579496773	11.955411573071824
Pre-School	Seniors	0.23795075061389334	3	59	5653	26454	2020-11-04	Other	0.21636902913994277	6.985067259555291e-6	0.45709097236967333	6.348958344522978e-6	0.41927917855269337
School Aged	Adult	0.8518473379043039	502	781	19961	26454	2020-11-04	Other	0.7745862578801943	0.805302899181344	0.9145969855938453	0.7316549785558069	0.8298232286786331
School Aged	Pre-School	8.611536708695935	15	781	59	26454	2020-11-04	Other	7.830485225436082	2.619277590580788	13.200672048597376	2.3837868579496773	11.955411573071824
School Aged	School Aged	8.587258857533515	198	781	781	26454	2020-11-04	Other	7.808409333378315	7.10828191256773	10.717726884749993	6.504322051622202	9.658349338470233
School Aged	Seniors	0.3954626881628125	66	781	5653	26454	2020-11-04	Other	0.35959490641700753	0.24589314721316263	0.4864885397434215	0.2217534151660345	0.4446551660263999
Seniors	Adult	0.6700269931106503	2858	5653	19961	26454	2020-11-04	Other	0.6092567038468586	0.6583978666758283	0.6929866845320645	0.5914804586702448	0.6328279224004322
Seniors	Pre-School	0.23795075061389334	3	5653	59	26454	2020-11-04	Other	0.21636902913994277	6.985067259555291e-6	0.45709097236967333	6.348958344522978e-6	0.41927917855269337
Seniors	School Aged	0.3954626881628125	66	5653	781	26454	2020-11-04	Other	0.35959490641700753	0.24589314721316263	0.4864885397434215	0.2217534151660345	0.4446551660263999
Seniors	Seniors	2.256624172008814	2726	5653	5653	26454	2020-11-04	Other	2.051952263111566	2.1141980333053247	2.481954367808403	1.913366757860483	2.277904636522305
Adult	Adult	1.005678271691347	198792	251368	251368	319654	2020-11-11	Persistent High	1	1.0041459846216818	1.0070857329630134	1	1
Adult	Pre-School	1.0007113756939114	783	251368	995	319654	2020-11-11	Persistent High	0.995061148145239	0.9603250968142842	1.0470063881668543	0.9551928581897964	1.0402978413034896
Adult	School Aged	0.9907674327991205	21428	251368	27503	319654	2020-11-11	Persistent High	0.9851733508499199	0.984260648669067	0.9991983180967039	0.9786231728595571	0.9949768196677253
Adult	Seniors	0.9704905924980577	30365	251368	39788	319654	2020-11-11	Persistent High	0.9650109978670308	0.9619443717722334	0.9769550293931657	0.9554322374297858	0.9724507860850968
Pre-School	Adult	1.0007113756939114	783	995	251368	319654	2020-11-11	Persistent High	0.995061148145239	0.9603250968142842	1.0470063881668543	0.9551928581897964	1.0402978413034896
Pre-School	Pre-School	0.645750359839398	2	995	995	319654	2020-11-11	Persistent High	0.6421043170728714	1.781596992966554e-6	1.9112087250522385	1.7720092016396022e-6	1.9015967065356065
Pre-School	School Aged	1.2615392345503835	108	995	27503	319654	2020-11-11	Persistent High	1.2544163178833825	1.081639892564008	1.5154813718552997	1.0758766608337624	1.5071723325665416
Pre-School	Seniors	0.8235787614052973	102	995	39788	319654	2020-11-11	Persistent High	0.8189286619668183	0.6293575168777532	0.9806026602120979	0.6253092499941937	0.9759278074644754
School Aged	Adult	0.9907674327991205	21428	27503	251368	319654	2020-11-11	Persistent High	0.9851733508499199	0.984260648669067	0.9991983180967039	0.9786231728595571	0.9949768196677253
School Aged	Pre-School	1.2615392345503835	108	27503	995	319654	2020-11-11	Persistent High	1.2544163178833825	1.081639892564008	1.5154813718552997	1.0758766608337624	1.5071723325665416
School Aged	School Aged	1.1156396303077587	2640	27503	27503	319654	2020-11-11	Persistent High	1.1093404935869589	1.0645574873610297	1.174021546209171	1.0593635227074119	1.1678677961940505
School Aged	Seniors	0.9718534182883641	3327	27503	39788	319654	2020-11-11	Persistent High	0.9663661288554078	0.9261219223174759	1.0036461884114272	0.9216844352121019	0.9965841058760035
Seniors	Adult	0.9704905924980577	30365	39788	251368	319654	2020-11-11	Persistent High	0.9650109978670308	0.9619443717722334	0.9769550293931657	0.9554322374297858	0.9724507860850968
Seniors	Pre-School	0.8235787614052973	102	39788	995	319654	2020-11-11	Persistent High	0.8189286619668183	0.6293575168777532	0.9806026602120979	0.6253092499941937	0.9759278074644754
Seniors	School Aged	0.9718534182883641	3327	39788	27503	319654	2020-11-11	Persistent High	0.9663661288554078	0.9261219223174759	1.0036461884114272	0.9216844352121019	0.9965841058760035
Seniors	Seniors	1.2102989699079596	5994	39788	39788	319654	2020-11-11	Persistent High	1.2034653665853614	1.1647060777353166	1.2684112935198248	1.159333288425624	1.260290885165737
Adult	Adult	1.2762281910009183	102	132	132	218	2020-11-11	Rising In-Person	1	1.1162184144928549	1.4110668593046887	1	1
Adult	Pre-School	0.007575757575757576	0	132	1	218	2020-11-11	Rising In-Person	0.005936052525070828	0.009602404068423486	0.014698036705078958	0.007796607564853975	0.010966617543552624
Adult	School Aged	1.3227272727272728	4	132	5	218	2020-11-11	Rising In-Person	1.0364347708773665	0.7432180334240186	1.8460064935064935	0.6188037568937955	1.3538167040753022
Adult	Seniors	0.5368371212121212	26	132	80	218	2020-11-11	Rising In-Person	0.42064352205783156	0.3608761051532136	0.7117504699701971	0.2663335509371507	0.6227838924139106
Pre-School	Adult	0.007575757575757576	0	1	132	218	2020-11-11	Rising In-Person	0.005936052525070828	0.009602404068423486	0.014698036705078958	0.007796607564853975	0.010966617543552624
Pre-School	Pre-School	1	0	1	1	218	2020-11-11	Rising In-Person	0.7835589333093492	1	1	0.7104341898735703	0.9047156440892642
Pre-School	School Aged	43.8	1	1	5	218	2020-11-11	Rising In-Person	34.319881278949495	28.36	69.375	24.117811726813144	55.720287555721455
Pre-School	Seniors	0.0125	0	1	80	218	2020-11-11	Rising In-Person	0.009794486666366866	0.015981822836661545	0.032876344086021504	0.011565830186925852	0.028296003787081227
School Aged	Adult	1.3227272727272728	4	5	132	218	2020-11-11	Rising In-Person	1.0364347708773665	0.7432180334240186	1.8460064935064935	0.6188037568937955	1.3538167040753022
School Aged	Pre-School	43.8	1	5	1	218	2020-11-11	Rising In-Person	34.319881278949495	28.36	69.375	24.117811726813144	55.720287555721455
School Aged	School Aged	0.04	0	5	5	218	2020-11-11	Rising In-Person	0.03134235733237397	0.04	0.25	0.031451495498634845	0.20828078193430555
School Aged	Seniors	0.0025	0	5	80	218	2020-11-11	Rising In-Person	0.001958897333273373	0.003324220885729907	0.01318840579710144	0.0026140895770784232	0.0112597841106003
Seniors	Adult	0.5368371212121212	26	80	132	218	2020-11-11	Rising In-Person	0.42064352205783156	0.3608761051532136	0.7117504699701971	0.2663335509371507	0.6227838924139106
Seniors	Pre-School	0.0125	0	80	1	218	2020-11-11	Rising In-Person	0.009794486666366866	0.015981822836661545	0.032876344086021504	0.011565830186925852	0.028296003787081227
Seniors	School Aged	0.0025	0	80	5	218	2020-11-11	Rising In-Person	0.001958897333273373	0.003324220885729907	0.01318840579710144	0.0026140895770784232	0.0112597841106003
Seniors	Seniors	1.83953125	54	80	80	218	2020-11-11	Rising In-Person	1.441381144039214	1.5690681292412894	2.5166805889930837	1.1391385479450054	2.0678233735149916
Adult	Adult	1.177941026425875	78	99	99	148	2020-11-11	Persistent Low	1	1.0577130177514793	1.2967534177657156	1	1
Adult	Pre-School	1.496969696969697	5	99	5	148	2020-11-11	Persistent Low	1.270835859679515	1.3665667665667667	1.6748735647895023	1.1808204078020617	1.3623280568309823
Adult	School Aged	0.5178710178710179	9	99	26	148	2020-11-11	Persistent Low	0.4396408701735683	0.2312345071807988	0.8781267499623662	0.18526878828442694	0.8118985232892919
Adult	Seniors	0.5819304152637486	7	99	18	148	2020-11-11	Persistent Low	0.4940233867475097	0.32478295010074676	0.8833076923076923	0.25734778103370287	0.8036096415827371
Pre-School	Adult	1.496969696969697	5	5	99	148	2020-11-11	Persistent Low	1.270835859679515	1.3665667665667667	1.6748735647895023	1.1808204078020617	1.3623280568309823
Pre-School	Pre-School	0.04	0	5	5	148	2020-11-11	Persistent Low	0.03395755738414898	0.04	0.1111111111111111	0.031087864133197713	0.1056657978940404
Pre-School	School Aged	0.007692307692307693	0	5	26	148	2020-11-11	Persistent Low	0.006530299496951728	0.009253246753246753	0.032196969696969696	0.0072347600419742746	0.030636143912093305
Pre-School	Seniors	0.011111111111111112	0	5	18	148	2020-11-11	Persistent Low	0.009432654828930274	0.012040441176470589	0.03333333333333333	0.00976957694979802	0.031699739368212125
School Aged	Adult	0.5178710178710179	9	26	99	148	2020-11-11	Persistent Low	0.4396408701735683	0.2312345071807988	0.8781267499623662	0.18526878828442694	0.8118985232892919
School Aged	Pre-School	0.007692307692307693	0	26	5	148	2020-11-11	Persistent Low	0.006530299496951728	0.009253246753246753	0.032196969696969696	0.0072347600419742746	0.030636143912093305
School Aged	School Aged	2.628698224852071	12	26	26	148	2020-11-11	Persistent Low	2.231604270400619	1.4966938775510208	4.188132231404959	1.3241145175685443	3.5313323051279046
School Aged	Seniors	1.5833333333333333	5	26	18	148	2020-11-11	Persistent Low	1.3441533131225638	0.801607142857143	2.336427106727858	0.6658769266782816	2.0485001489013084
Seniors	Adult	0.5819304152637486	7	18	99	148	2020-11-11	Persistent Low	0.4940233867475097	0.32478295010074676	0.8833076923076923	0.25734778103370287	0.8036096415827371
Seniors	Pre-School	0.011111111111111112	0	18	5	148	2020-11-11	Persistent Low	0.009432654828930274	0.012040441176470589	0.03333333333333333	0.00976957694979802	0.031699739368212125
Seniors	School Aged	1.5833333333333333	5	18	26	148	2020-11-11	Persistent Low	1.3441533131225638	0.801607142857143	2.336427106727858	0.6658769266782816	2.0485001489013084
Seniors	Seniors	2.743827160493827	6	18	18	148	2020-11-11	Persistent Low	2.3293417063663924	1.5133553719008264	4.162249999999999	1.2907438646687617	3.4529032549134397
Adult	Adult	1.0645231917984832	17784	19743	19743	23332	2020-11-11	Other	1	1.0534192176979542	1.0808718160126094	1	1
Adult	Pre-School	0.6508393728982644	38	19743	69	23332	2020-11-11	Other	0.6113905060148938	0.5435179150237139	0.7828591284347324	0.5105562028673419	0.7349120624639833
Adult	School Aged	0.7468120284766147	467	19743	739	23332	2020-11-11	Other	0.7015460388560402	0.703612934542228	0.8052651741498402	0.6653438134415359	0.7594227137574099
Adult	Seniors	0.6178773179258542	1454	19743	2781	23332	2020-11-11	Other	0.5804263567822954	0.5738355090973913	0.6560079656949372	0.5344876012375537	0.6227417266364335
Pre-School	Adult	0.6508393728982644	38	69	19743	23332	2020-11-11	Other	0.6113905060148938	0.5435179150237139	0.7828591284347324	0.5105562028673419	0.7349120624639833
Pre-School	Pre-School	49.00672127704264	10	69	69	23332	2020-11-11	Other	46.0363115191949	13.512898618270851	110.36461300666093	12.826702983325713	103.51299012917707
Pre-School	School Aged	8.236296601361024	18	69	739	23332	2020-11-11	Other	7.737075777039694	3.921259305573032	11.45487796517208	3.6957650594453373	10.756907300173083
Pre-School	Seniors	0.3647785959591222	3	69	2781	23332	2020-11-11	Other	0.34266852875496173	0.09024415480644961	0.6526680246509124	0.08393931528383997	0.6102196081870647
School Aged	Adult	0.7468120284766147	467	739	19743	23332	2020-11-11	Other	0.7015460388560402	0.703612934542228	0.8052651741498402	0.6653438134415359	0.7594227137574099
School Aged	Pre-School	8.236296601361024	18	739	69	23332	2020-11-11	Other	7.737075777039694	3.921259305573032	11.45487796517208	3.6957650594453373	10.756907300173083
School Aged	School Aged	8.544628388214333	200	739	739	23332	2020-11-11	Other	8.026718867231454	7.151788500242423	10.210540847176441	6.720154701882118	9.573627379955942
School Aged	Seniors	0.6130567026687472	54	739	2781	23332	2020-11-11	Other	0.5758979300704614	0.4606107493696837	0.823814708555515	0.43241416051437287	0.7741116455414643
