x	y	RR	N_pairs	N_x	N_y	N_total	date
6-17y	6-17y	2.0437740201804626	2273	25173	25173	569775	2023-01-01
6-17y	26-45y	0.9988992043718412	8477	25173	192083	569775	2023-01-01
6-17y	0-5y	1.289757139442636	446	25173	7827	569775	2023-01-01
6-17y	46-65y	0.9582852345839358	7559	25173	178541	569775	2023-01-01
6-17y	65-80y	0.8918267073966673	2978	25173	75581	569775	2023-01-01
6-17y	81y+	0.6565695172145104	988	25173	34060	569775	2023-01-01
65-80y	18-25y	0.9172787168786734	6876	75581	56510	569775	2023-01-01
65-80y	6-17y	0.8918267073966673	2978	75581	25173	569775	2023-01-01
65-80y	26-45y	0.9427028698015895	24020	75581	192083	569775	2023-01-01
65-80y	0-5y	0.9323324074738452	968	75581	7827	569775	2023-01-01
65-80y	46-65y	0.9865488134602118	23365	75581	178541	569775	2023-01-01
65-80y	65-80y	1.2364019747228294	12396	75581	75581	569775	2023-01-01
65-80y	81y+	1.3260058259351672	5991	75581	34060	569775	2023-01-01
81y+	18-25y	0.7409591898211625	2503	34060	56510	569775	2023-01-01
81y+	6-17y	0.6565695172145104	988	34060	25173	569775	2023-01-01
81y+	26-45y	0.744970477093222	8554	34060	192083	569775	2023-01-01
81y+	0-5y	0.7566005915803592	354	34060	7827	569775	2023-01-01
81y+	46-65y	0.8514150278500469	9087	34060	178541	569775	2023-01-01
81y+	65-80y	1.3260058259351672	5991	34060	75581	569775	2023-01-01
81y+	81y+	3.500425681390548	7127	34060	34060	569775	2023-01-01
0-5y	81y+	0.6693407185004032	280	6597	30280	477520	2023-01-29
0-5y	18-25y	1.0091034896569258	659	6597	47271	477520	2023-01-29
0-5y	6-17y	1.3308142203968059	381	6597	20723	477520	2023-01-29
0-5y	46-65y	0.9374480618419253	1927	6597	148792	477520	2023-01-29
0-5y	65-80y	0.9223099378158758	818	6597	64198	477520	2023-01-29
0-5y	26-45y	1.0468286746906972	2309	6597	159659	477520	2023-01-29
0-5y	0-5y	2.4468281306823196	223	6597	6597	477520	2023-01-29
18-25y	81y+	0.6939117488255344	2080	47271	30280	477520	2023-01-29
18-25y	18-25y	1.1862417742242064	5551	47271	47271	477520	2023-01-29
18-25y	6-17y	1.009541667276739	2071	47271	20723	477520	2023-01-29
18-25y	46-65y	0.9641990585724747	14202	47271	148792	477520	2023-01-29
18-25y	65-80y	0.9085567461361659	5774	47271	64198	477520	2023-01-29
18-25y	26-45y	1.0744648385555793	16982	47271	159659	477520	2023-01-29
18-25y	0-5y	1.0091034896569258	659	47271	6597	477520	2023-01-29
26-45y	81y+	0.712357512021803	7212	159659	30280	477520	2023-01-29
26-45y	18-25y	1.0744648385555793	16982	159659	47271	477520	2023-01-29
26-45y	6-17y	1.01692324132985	7046	159659	20723	477520	2023-01-29
26-45y	46-65y	0.9746392429146489	48487	159659	148792	477520	2023-01-29
26-45y	65-80y	0.9370766331292962	20114	159659	64198	477520	2023-01-29
26-45y	26-45y	1.0973726288544507	58580	159659	159659	477520	2023-01-29
26-45y	0-5y	1.0468286746906972	2309	159659	6597	477520	2023-01-29
46-65y	81y+	0.8192861395955081	7730	148792	30280	477520	2023-01-29
46-65y	18-25y	0.9641990585724747	14202	148792	47271	477520	2023-01-29
46-65y	6-17y	0.9614153811124173	6208	148792	20723	477520	2023-01-29
46-65y	46-65y	1.0164447248032806	47125	148792	148792	477520	2023-01-29
46-65y	65-80y	0.9868692901025674	19741	148792	64198	477520	2023-01-29
46-65y	26-45y	0.9746392429146489	48487	148792	159659	477520	2023-01-29
46-65y	0-5y	0.9374480618419253	1927	148792	6597	477520	2023-01-29
6-17y	81y+	0.6361936743014784	836	20723	30280	477520	2023-01-29
6-17y	18-25y	1.009541667276739	2071	20723	47271	477520	2023-01-29
6-17y	6-17y	2.101590596496046	1890	20723	20723	477520	2023-01-29
6-17y	46-65y	0.9614153811124173	6208	20723	148792	477520	2023-01-29
6-17y	65-80y	0.8815476728303361	2456	20723	64198	477520	2023-01-29
6-17y	26-45y	1.01692324132985	7046	20723	159659	477520	2023-01-29
6-17y	0-5y	1.3308142203968059	381	20723	6597	477520	2023-01-29
65-80y	81y+	1.3193783372593615	5371	64198	30280	477520	2023-01-29
65-80y	18-25y	0.9085567461361659	5774	64198	47271	477520	2023-01-29
65-80y	6-17y	0.8815476728303361	2456	64198	20723	477520	2023-01-29
65-80y	46-65y	0.9868692901025674	19741	64198	148792	477520	2023-01-29
65-80y	65-80y	1.2455381474884082	10750	64198	64198	477520	2023-01-29
65-80y	26-45y	0.9370766331292962	20114	64198	159659	477520	2023-01-29
65-80y	0-5y	0.9223099378158758	818	64198	6597	477520	2023-01-29
81y+	81y+	3.3878730276555755	6505	30280	30280	477520	2023-01-29
81y+	18-25y	0.6939117488255344	2080	30280	47271	477520	2023-01-29
81y+	6-17y	0.6361936743014784	836	30280	20723	477520	2023-01-29
81y+	46-65y	0.8192861395955081	7730	30280	148792	477520	2023-01-29
81y+	65-80y	1.3193783372593615	5371	30280	64198	477520	2023-01-29
81y+	26-45y	0.712357512021803	7212	30280	159659	477520	2023-01-29
81y+	0-5y	0.6693407185004032	280	30280	6597	477520	2023-01-29
0-5y	65-80y	0.9108002892292136	609	4811	44704	321653	2023-02-26
0-5y	81y+	0.5565286612542305	202	4811	24267	321653	2023-02-26
0-5y	6-17y	1.4778516936194201	321	4811	14522	321653	2023-02-26
0-5y	18-25y	1.001911623118717	456	4811	30429	321653	2023-02-26
0-5y	26-45y	1.0675938424553262	1679	4811	105147	321653	2023-02-26
0-5y	0-5y	2.5431266539504214	183	4811	4811	321653	2023-02-26
0-5y	46-65y	0.9306608280733277	1361	4811	97773	321653	2023-02-26
18-25y	65-80y	0.9148550121828598	3869	30429	44704	321653	2023-02-26
18-25y	81y+	0.6124479110002226	1406	30429	24267	321653	2023-02-26
18-25y	6-17y	1.0314385162578652	1417	30429	14522	321653	2023-02-26
18-25y	18-25y	1.2102926410569352	3484	30429	30429	321653	2023-02-26
18-25y	26-45y	1.0838322915259628	10781	30429	105147	321653	2023-02-26
18-25y	0-5y	1.001911623118717	456	30429	4811	321653	2023-02-26
18-25y	46-65y	0.9778889900900238	9045	30429	97773	321653	2023-02-26
26-45y	65-80y	0.93413318909514	13651	105147	44704	321653	2023-02-26
26-45y	81y+	0.6383639117885102	5064	105147	24267	321653	2023-02-26
26-45y	6-17y	1.052624896114937	4997	105147	14522	321653	2023-02-26
26-45y	18-25y	1.0838322915259628	10781	105147	30429	321653	2023-02-26
26-45y	26-45y	1.115672049005885	38348	105147	105147	321653	2023-02-26
26-45y	0-5y	1.0675938424553262	1679	105147	4811	321653	2023-02-26
26-45y	46-65y	0.9876233095420688	31566	105147	97773	321653	2023-02-26
46-65y	65-80y	0.9964901704736859	13541	97773	44704	321653	2023-02-26
46-65y	81y+	0.763917564699926	5635	97773	24267	321653	2023-02-26
46-65y	6-17y	0.9655075598726174	4262	97773	14522	321653	2023-02-26
46-65y	18-25y	0.9778889900900238	9045	97773	30429	321653	2023-02-26
46-65y	26-45y	0.9876233095420688	31566	97773	105147	321653	2023-02-26
46-65y	0-5y	0.9306608280733277	1361	97773	4811	321653	2023-02-26
46-65y	46-65y	1.0399022662961441	30906	97773	97773	321653	2023-02-26
6-17y	65-80y	0.8551761525868928	1726	14522	44704	321653	2023-02-26
6-17y	81y+	0.5421650664158146	594	14522	24267	321653	2023-02-26
6-17y	6-17y	2.3290230110431254	1527	14522	14522	321653	2023-02-26
6-17y	18-25y	1.0314385162578652	1417	14522	30429	321653	2023-02-26
6-17y	26-45y	1.052624896114937	4997	14522	105147	321653	2023-02-26
6-17y	0-5y	1.4778516936194201	321	14522	4811	321653	2023-02-26
6-17y	46-65y	0.9655075598726174	4262	14522	97773	321653	2023-02-26
65-80y	65-80y	1.3066037028413158	8118	44704	44704	321653	2023-02-26
65-80y	81y+	1.3434428436754917	4531	44704	24267	321653	2023-02-26
65-80y	6-17y	0.8551761525868928	1726	44704	14522	321653	2023-02-26
65-80y	18-25y	0.9148550121828598	3869	44704	30429	321653	2023-02-26
65-80y	26-45y	0.93413318909514	13651	44704	105147	321653	2023-02-26
65-80y	0-5y	0.9108002892292136	609	44704	4811	321653	2023-02-26
65-80y	46-65y	0.9964901704736859	13541	44704	97773	321653	2023-02-26
81y+	65-80y	1.3434428436754917	4531	24267	44704	321653	2023-02-26
81y+	81y+	3.250464120647712	5951	24267	24267	321653	2023-02-26
81y+	6-17y	0.5421650664158146	594	24267	14522	321653	2023-02-26
81y+	18-25y	0.6124479110002226	1406	24267	30429	321653	2023-02-26
81y+	26-45y	0.6383639117885102	5064	24267	105147	321653	2023-02-26
81y+	0-5y	0.5565286612542305	202	24267	4811	321653	2023-02-26
81y+	46-65y	0.763917564699926	5635	24267	97773	321653	2023-02-26
0-5y	46-65y	0.9395079941782482	815	2996	52506	181340	2023-03-26
0-5y	65-80y	0.8118751415230431	371	2996	27659	181340	2023-03-26
0-5y	26-45y	1.1380540197373141	1038	2996	55206	181340	2023-03-26
0-5y	0-5y	2.727368244441632	135	2996	2996	181340	2023-03-26
0-5y	18-25y	1.051189944147122	288	2996	16583	181340	2023-03-26
0-5y	6-17y	1.6208723802601726	219	2996	8178	181340	2023-03-26
0-5y	81y+	0.43205350380051355	130	2996	18212	181340	2023-03-26
18-25y	46-65y	1.0034329837785454	4818	16583	52506	181340	2023-03-26
18-25y	65-80y	0.8112811661080437	2052	16583	27659	181340	2023-03-26
18-25y	26-45y	1.1423368361014483	5767	16583	55206	181340	2023-03-26
18-25y	0-5y	1.051189944147122	288	16583	2996	181340	2023-03-26
18-25y	18-25y	1.3584217653522814	2060	16583	16583	181340	2023-03-26
18-25y	6-17y	1.085773997057304	812	16583	8178	181340	2023-03-26
18-25y	81y+	0.5079760478869022	846	16583	18212	181340	2023-03-26
26-45y	46-65y	1.0087838469847688	16125	55206	52506	181340	2023-03-26
26-45y	65-80y	0.8655242100844338	7288	55206	27659	181340	2023-03-26
26-45y	26-45y	1.1718635188307471	19695	55206	55206	181340	2023-03-26
26-45y	0-5y	1.1380540197373141	1038	55206	2996	181340	2023-03-26
26-45y	18-25y	1.1423368361014483	5767	55206	16583	181340	2023-03-26
26-45y	6-17y	1.1142090501520674	2774	55206	8178	181340	2023-03-26
26-45y	81y+	0.5661623759227653	3139	55206	18212	181340	2023-03-26
46-65y	46-65y	1.0814438430646316	16441	52506	52506	181340	2023-03-26
46-65y	65-80y	0.9503638869370048	7611	52506	27659	181340	2023-03-26
46-65y	26-45y	1.0087838469847688	16125	52506	55206	181340	2023-03-26
46-65y	0-5y	0.9395079941782482	815	52506	2996	181340	2023-03-26
46-65y	18-25y	1.0034329837785454	4818	52506	16583	181340	2023-03-26
46-65y	6-17y	0.9679483532129279	2292	52506	8178	181340	2023-03-26
46-65y	81y+	0.6997669104307609	3690	52506	18212	181340	2023-03-26
6-17y	46-65y	0.9679483532129279	2292	8178	52506	181340	2023-03-26
6-17y	65-80y	0.7720338108525349	963	8178	27659	181340	2023-03-26
6-17y	26-45y	1.1142090501520674	2774	8178	55206	181340	2023-03-26
6-17y	0-5y	1.6208723802601726	219	8178	2996	181340	2023-03-26
6-17y	18-25y	1.085773997057304	812	8178	16583	181340	2023-03-26
6-17y	6-17y	3.0340971856266545	1119	8178	8178	181340	2023-03-26
6-17y	81y+	0.3616140707281867	297	8178	18212	181340	2023-03-26
65-80y	46-65y	0.9503638869370048	7611	27659	52506	181340	2023-03-26
65-80y	65-80y	1.3238654270395742	5585	27659	27659	181340	2023-03-26
65-80y	26-45y	0.8655242100844338	7288	27659	55206	181340	2023-03-26
65-80y	0-5y	0.8118751415230431	371	27659	2996	181340	2023-03-26
65-80y	18-25y	0.8112811661080437	2052	27659	16583	181340	2023-03-26
65-80y	6-17y	0.7720338108525349	963	27659	8178	181340	2023-03-26
65-80y	81y+	1.3568306126635092	3769	27659	18212	181340	2023-03-26
81y+	46-65y	0.6997669104307609	3690	18212	52506	181340	2023-03-26
81y+	65-80y	1.3568306126635092	3769	18212	27659	181340	2023-03-26
81y+	26-45y	0.5661623759227653	3139	18212	55206	181340	2023-03-26
81y+	0-5y	0.43205350380051355	130	18212	2996	181340	2023-03-26
81y+	18-25y	0.5079760478869022	846	18212	16583	181340	2023-03-26
81y+	6-17y	0.3616140707281867	297	18212	8178	181340	2023-03-26
81y+	81y+	3.0245481307859614	5532	18212	18212	181340	2023-03-26
0-5y	81y+	0.386948059753584	89	1902	13594	112414	2023-04-23
0-5y	18-25y	1.1275043813529617	186	1902	9750	112414	2023-04-23
0-5y	6-17y	1.7397174190521791	147	1902	4994	112414	2023-04-23
0-5y	65-80y	0.7421937815236639	237	1902	18873	112414	2023-04-23
0-5y	26-45y	1.176225467532674	645	1902	32410	112414	2023-04-23
0-5y	0-5y	3.1384902825184846	101	1902	1902	112414	2023-04-23
0-5y	46-65y	0.9508988407085583	497	1902	30891	112414	2023-04-23
18-25y	81y+	0.45714849311347766	539	9750	13594	112414	2023-04-23
18-25y	18-25y	1.5550233898750823	1315	9750	9750	112414	2023-04-23
18-25y	6-17y	1.1220275612786625	486	9750	4994	112414	2023-04-23
18-25y	65-80y	0.7544697064182043	1235	9750	18873	112414	2023-04-23
18-25y	26-45y	1.195653304219179	3361	9750	32410	112414	2023-04-23
18-25y	0-5y	1.1275043813529617	186	9750	1902	112414	2023-04-23
18-25y	46-65y	0.9972872656462052	2672	9750	30891	112414	2023-04-23
26-45y	81y+	0.5151461112056579	2019	32410	13594	112414	2023-04-23
26-45y	18-25y	1.195653304219179	3361	32410	9750	112414	2023-04-23
26-45y	6-17y	1.1515355791961153	1658	32410	4994	112414	2023-04-23
26-45y	65-80y	0.827197940248982	4501	32410	18873	112414	2023-04-23
26-45y	26-45y	1.2291173221150904	11485	32410	32410	112414	2023-04-23
26-45y	0-5y	1.176225467532674	645	32410	1902	112414	2023-04-23
26-45y	46-65y	1.0040239415733463	8942	32410	30891	112414	2023-04-23
46-65y	81y+	0.6968115457023217	2603	30891	13594	112414	2023-04-23
46-65y	18-25y	0.9972872656462052	2672	30891	9750	112414	2023-04-23
46-65y	6-17y	0.9604069832165437	1318	30891	4994	112414	2023-04-23
46-65y	65-80y	0.9342030402257907	4845	30891	18873	112414	2023-04-23
46-65y	26-45y	1.0040239415733463	8942	30891	32410	112414	2023-04-23
46-65y	0-5y	0.9508988407085583	497	30891	1902	112414	2023-04-23
46-65y	46-65y	1.0975708455096134	9317	30891	30891	112414	2023-04-23
6-17y	81y+	0.3030230803961959	183	4994	13594	112414	2023-04-23
6-17y	18-25y	1.1220275612786625	486	4994	9750	112414	2023-04-23
6-17y	6-17y	3.461661121900546	768	4994	4994	112414	2023-04-23
6-17y	65-80y	0.692958238807249	581	4994	18873	112414	2023-04-23
6-17y	26-45y	1.1515355791961153	1658	4994	32410	112414	2023-04-23
6-17y	0-5y	1.7397174190521791	147	4994	1902	112414	2023-04-23
6-17y	46-65y	0.9604069832165437	1318	4994	30891	112414	2023-04-23
65-80y	81y+	1.3845839080439342	3160	18873	13594	112414	2023-04-23
65-80y	18-25y	0.7544697064182043	1235	18873	9750	112414	2023-04-23
65-80y	6-17y	0.692958238807249	581	18873	4994	112414	2023-04-23
65-80y	65-80y	1.327418270482167	4206	18873	18873	112414	2023-04-23
65-80y	26-45y	0.827197940248982	4501	18873	32410	112414	2023-04-23
65-80y	0-5y	0.7421937815236639	237	18873	1902	112414	2023-04-23
65-80y	46-65y	0.9342030402257907	4845	18873	30891	112414	2023-04-23
81y+	81y+	2.866362760669777	4712	13594	13594	112414	2023-04-23
81y+	18-25y	0.45714849311347766	539	13594	9750	112414	2023-04-23
81y+	6-17y	0.3030230803961959	183	13594	4994	112414	2023-04-23
81y+	65-80y	1.3845839080439342	3160	13594	18873	112414	2023-04-23
81y+	26-45y	0.5151461112056579	2019	13594	32410	112414	2023-04-23
81y+	0-5y	0.386948059753584	89	13594	1902	112414	2023-04-23
81y+	46-65y	0.6968115457023217	2603	13594	30891	112414	2023-04-23
0-5y	0-5y	4.350727684041852	69	1030	1030	66894	2023-05-21
0-5y	26-45y	1.1644814110502448	316	1030	17624	66894	2023-05-21
0-5y	46-65y	1.0188438416839987	270	1030	17211	66894	2023-05-21
0-5y	81y+	0.39280363838526766	62	1030	10251	66894	2023-05-21
0-5y	18-25y	1.2619645802215584	97	1030	4992	66894	2023-05-21
0-5y	6-17y	1.8734320543938263	72	1030	2496	66894	2023-05-21
0-5y	65-80y	0.7036999130669822	144	1030	13290	66894	2023-05-21
18-25y	0-5y	1.2619645802215584	97	4992	1030	66894	2023-05-21
18-25y	26-45y	1.2165447580404636	1600	4992	17624	66894	2023-05-21
18-25y	46-65y	1.0448621693378861	1342	4992	17211	66894	2023-05-21
18-25y	81y+	0.4888976786817546	374	4992	10251	66894	2023-05-21
18-25y	18-25y	1.6991891754371096	633	4992	4992	66894	2023-05-21
18-25y	6-17y	1.229429186056665	229	4992	2496	66894	2023-05-21
18-25y	65-80y	0.7481548958393626	742	4992	13290	66894	2023-05-21
26-45y	0-5y	1.1644814110502448	316	17624	1030	66894	2023-05-21
26-45y	26-45y	1.2915530444650127	5997	17624	17624	66894	2023-05-21
26-45y	46-65y	1.0321015530635975	4680	17624	17211	66894	2023-05-21
26-45y	81y+	0.522448475848132	1411	17624	10251	66894	2023-05-21
26-45y	18-25y	1.2165447580404636	1600	17624	4992	66894	2023-05-21
26-45y	6-17y	1.2332722596735803	811	17624	2496	66894	2023-05-21
26-45y	65-80y	0.8048198733377804	2818	17624	13290	66894	2023-05-21
46-65y	0-5y	1.0188438416839987	270	17211	1030	66894	2023-05-21
46-65y	26-45y	1.0321015530635975	4680	17211	17624	66894	2023-05-21
46-65y	46-65y	1.1560059980179296	5119	17211	17211	66894	2023-05-21
46-65y	81y+	0.7135664956588638	1882	17211	10251	66894	2023-05-21
46-65y	18-25y	1.0448621693378861	1342	17211	4992	66894	2023-05-21
46-65y	6-17y	1.0152759201777635	652	17211	2496	66894	2023-05-21
46-65y	65-80y	0.9001703374558915	3078	17211	13290	66894	2023-05-21
6-17y	0-5y	1.8734320543938263	72	2496	1030	66894	2023-05-21
6-17y	26-45y	1.2332722596735803	811	2496	17624	66894	2023-05-21
6-17y	46-65y	1.0152759201777635	652	2496	17211	66894	2023-05-21
6-17y	81y+	0.28758689740087895	110	2496	10251	66894	2023-05-21
6-17y	18-25y	1.229429186056665	229	2496	4992	66894	2023-05-21
6-17y	6-17y	3.5540703266251645	331	2496	2496	66894	2023-05-21
6-17y	65-80y	0.7037899314599371	349	2496	13290	66894	2023-05-21
65-80y	0-5y	0.7036999130669822	144	13290	1030	66894	2023-05-21
65-80y	26-45y	0.8048198733377804	2818	13290	17624	66894	2023-05-21
65-80y	46-65y	0.9001703374558915	3078	13290	17211	66894	2023-05-21
65-80y	81y+	1.2628940530238053	2572	13290	10251	66894	2023-05-21
65-80y	18-25y	0.7481548958393626	742	13290	4992	66894	2023-05-21
65-80y	6-17y	0.7037899314599371	349	13290	2496	66894	2023-05-21
65-80y	65-80y	1.2456644761388735	3289	13290	13290	66894	2023-05-21
81y+	0-5y	0.39280363838526766	62	10251	1030	66894	2023-05-21
81y+	26-45y	0.522448475848132	1411	10251	17624	66894	2023-05-21
81y+	46-65y	0.7135664956588638	1882	10251	17211	66894	2023-05-21
81y+	81y+	2.3699966752947987	3723	10251	10251	66894	2023-05-21
81y+	18-25y	0.4888976786817546	374	10251	4992	66894	2023-05-21
81y+	6-17y	0.28758689740087895	110	10251	2496	66894	2023-05-21
81y+	65-80y	1.2628940530238053	2572	10251	13290	66894	2023-05-21
0-5y	65-80y	0.6636249508717561	131	946	11689	56017	2023-06-18
0-5y	26-45y	1.2532652371868356	286	946	13513	56017	2023-06-18
0-5y	0-5y	3.3801150052071924	54	946	946	56017	2023-06-18
0-5y	18-25y	1.3282772164349053	100	946	4458	56017	2023-06-18
0-5y	6-17y	1.9083641340465471	69	946	2141	56017	2023-06-18
0-5y	81y+	0.3985783841959345	62	946	9211	56017	2023-06-18
0-5y	46-65y	1.0276947482122682	244	946	14059	56017	2023-06-18
18-25y	65-80y	0.7180900311539752	668	4458	11689	56017	2023-06-18
18-25y	26-45y	1.1893195449726777	1279	4458	13513	56017	2023-06-18
18-25y	0-5y	1.3282772164349053	100	4458	946	56017	2023-06-18
18-25y	18-25y	2.184446589986678	775	4458	4458	56017	2023-06-18
18-25y	6-17y	1.2266182957486438	209	4458	2141	56017	2023-06-18
18-25y	81y+	0.4774644775623037	350	4458	9211	56017	2023-06-18
18-25y	46-65y	0.9894024448846623	1107	4458	14059	56017	2023-06-18
26-45y	65-80y	0.8408572406237363	2371	13513	11689	56017	2023-06-18
26-45y	26-45y	1.3160536283313717	4290	13513	13513	56017	2023-06-18
26-45y	0-5y	1.2532652371868356	286	13513	946	56017	2023-06-18
26-45y	18-25y	1.1893195449726777	1279	13513	4458	56017	2023-06-18
26-45y	6-17y	1.217873161945217	629	13513	2141	56017	2023-06-18
26-45y	81y+	0.5540122230214176	1231	13513	9211	56017	2023-06-18
26-45y	46-65y	1.0393761862445758	3525	13513	14059	56017	2023-06-18
46-65y	65-80y	0.8859196596361187	2599	14059	11689	56017	2023-06-18
46-65y	26-45y	1.0393761862445758	3525	14059	13513	56017	2023-06-18
46-65y	0-5y	1.0276947482122682	244	14059	946	56017	2023-06-18
46-65y	18-25y	0.9894024448846623	1107	14059	4458	56017	2023-06-18
46-65y	6-17y	1.183602506006664	636	14059	2141	56017	2023-06-18
46-65y	81y+	0.7496476783878576	1733	14059	9211	56017	2023-06-18
46-65y	46-65y	1.155734846533297	4078	14059	14059	56017	2023-06-18
6-17y	65-80y	0.7274601457859138	325	2141	11689	56017	2023-06-18
6-17y	26-45y	1.217873161945217	629	2141	13513	56017	2023-06-18
6-17y	0-5y	1.9083641340465471	69	2141	946	56017	2023-06-18
6-17y	18-25y	1.2266182957486438	209	2141	4458	56017	2023-06-18
6-17y	6-17y	3.446161669554685	282	2141	2141	56017	2023-06-18
6-17y	81y+	0.329499267041098	116	2141	9211	56017	2023-06-18
6-17y	46-65y	1.183602506006664	636	2141	14059	56017	2023-06-18
65-80y	65-80y	1.2004282414898257	2928	11689	11689	56017	2023-06-18
65-80y	26-45y	0.8408572406237363	2371	11689	13513	56017	2023-06-18
65-80y	0-5y	0.6636249508717561	131	11689	946	56017	2023-06-18
65-80y	18-25y	0.7180900311539752	668	11689	4458	56017	2023-06-18
65-80y	6-17y	0.7274601457859138	325	11689	2141	56017	2023-06-18
