x	y	RR	N_pairs	N_x	N_y	N_total	sameState	sameRegion
37y	41y	1.0086004919683935	2499	161027	139840	9088308	FALSE	FALSE
37y	42y	1.0215126625799524	2605	161027	143929	9088308	FALSE	FALSE
37y	43y	0.993658732544055	2438	161027	138478	9088308	FALSE	FALSE
37y	44y	1.0013094758269174	2348	161027	132347	9088308	FALSE	FALSE
37y	45y	1.014427843077739	2399	161027	133473	9088308	FALSE	FALSE
37y	46y	0.9873086255972042	2319	161027	132566	9088308	FALSE	FALSE
37y	47y	1.0167959736784522	2312	161027	128333	9088308	FALSE	FALSE
37y	48y	0.9765313824378571	2074	161027	119869	9088308	FALSE	FALSE
37y	49y	1.0083924494588732	2228	161027	124701	9088308	FALSE	FALSE
37y	50y	1.0066710365573872	2331	161027	130689	9088308	FALSE	FALSE
37y	51y	1.014871796025297	2398	161027	133359	9088308	FALSE	FALSE
37y	52y	0.9865002618368707	2250	161027	128727	9088308	FALSE	FALSE
37y	53y	0.9984102735812929	2185	161027	123517	9088308	FALSE	FALSE
37y	54y	0.9916292389961298	2145	161027	122085	9088308	FALSE	FALSE
37y	55y	1.0372187122613554	2261	161027	123031	9088308	FALSE	FALSE
37y	56y	0.9810062411190782	2021	161027	116273	9088308	FALSE	FALSE
37y	57y	1.009185221625279	2134	161027	119346	9088308	FALSE	FALSE
37y	58y	1.0257952246351352	2207	161027	121430	9088308	FALSE	FALSE
37y	59y	1.019035847190069	2211	161027	122457	9088308	FALSE	FALSE
37y	60y	1.0101340214691583	1991	161027	111244	9088308	FALSE	FALSE
37y	61y	0.9991835401847647	2003	161027	113141	9088308	FALSE	FALSE
37y	62y	0.9798251443775404	1818	161027	104720	9088308	FALSE	FALSE
37y	63y	0.9928249616804989	1725	161027	98062	9088308	FALSE	FALSE
37y	64y	0.9645272041978559	1628	161027	95263	9088308	FALSE	FALSE
37y	65y	0.9904308072883394	1595	161027	90891	9088308	FALSE	FALSE
37y	66y	1.009765799070561	1469	161027	82108	9088308	FALSE	FALSE
37y	67y	1.0090555488275617	1436	161027	80320	9088308	FALSE	FALSE
37y	68y	0.9478716258088267	1297	161027	77228	9088308	FALSE	FALSE
37y	69y	0.9993950740098866	1203	161027	67938	9088308	FALSE	FALSE
37y	70y	0.97901432070226	1124	161027	64798	9088308	FALSE	FALSE
37y	71y	0.942100978243295	1014	161027	60747	9088308	FALSE	FALSE
37y	72y	0.9758351682214218	971	161027	56160	9088308	FALSE	FALSE
37y	73y	0.9581229539065057	941	161027	55431	9088308	FALSE	FALSE
37y	74y	0.9671421563995187	924	161027	53922	9088308	FALSE	FALSE
37y	75y	0.9403640510013952	792	161027	47535	9088308	FALSE	FALSE
37y	76y	1.0372043399371906	725	161027	39451	9088308	FALSE	FALSE
37y	77y	0.9953616844480924	602	161027	34135	9088308	FALSE	FALSE
37y	78y	1.0283340222593618	615	161027	33754	9088308	FALSE	FALSE
37y	79y	1.0192485767883712	618	161027	34221	9088308	FALSE	FALSE
37y	80y	1.0384795361522803	577	161027	31359	9088308	FALSE	FALSE
37y	81y	0.9051683713827708	414	161027	25814	9088308	FALSE	FALSE
37y	82y	0.9245406866354177	390	161027	23808	9088308	FALSE	FALSE
37y	83y	0.9936071578911655	431	161027	24482	9088308	FALSE	FALSE
37y	84y	0.9816850880228847	339	161027	19490	9088308	FALSE	FALSE
37y	85y	0.9625976320161019	343	161027	20111	9088308	FALSE	FALSE
37y	86y	1.0759858129969793	282	161027	14792	9088308	FALSE	FALSE
37y	87y	0.977631069745008	290	161027	16742	9088308	FALSE	FALSE
37y	88y	0.9319994446630395	217	161027	13141	9088308	FALSE	FALSE
37y	89y	1.0626712909352822	207	161027	10994	9088308	FALSE	FALSE
37y	90y	1.0634909822371044	228	161027	12100	9088308	FALSE	FALSE
37y	91y	0.9934010497499985	151	161027	8579	9088308	FALSE	FALSE
37y	92y	1.0103181463543305	117	161027	6536	9088308	FALSE	FALSE
37y	93y	1.085377942949965	111	161027	5772	9088308	FALSE	FALSE
37y	94y	1.0394611518841517	101	161027	5484	9088308	FALSE	FALSE
37y	95y	1.22694897962003	73	161027	3358	9088308	FALSE	FALSE
37y	96y	0.9345328007151599	61	161027	3684	9088308	FALSE	FALSE
37y	97y	1.0026860133370652	52	161027	2927	9088308	FALSE	FALSE
37y	98y	1.1969849321761061	33	161027	1556	9088308	FALSE	FALSE
37y	99y+	0.9257460860544428	90	161027	5487	9088308	FALSE	FALSE
38y	00y	0.9222757412792806	135	150847	8819	9088308	FALSE	FALSE
38y	01y	0.9765364950475812	645	150847	39794	9088308	FALSE	FALSE
38y	02y	1.0457459581188815	602	150847	34683	9088308	FALSE	FALSE
38y	03y	0.9973833931737861	669	150847	40412	9088308	FALSE	FALSE
38y	04y	1.049069589616823	769	150847	44164	9088308	FALSE	FALSE
38y	05y	1.0181934472159548	785	150847	46450	9088308	FALSE	FALSE
38y	06y	1.026269331868147	899	150847	52777	9088308	FALSE	FALSE
38y	07y	1.0006595896670432	886	150847	53345	9088308	FALSE	FALSE
38y	08y	0.9653836605003476	878	150847	54795	9088308	FALSE	FALSE
38y	09y	1.0232991678570424	1079	150847	63528	9088308	FALSE	FALSE
38y	10y	1.0033505206465707	1141	150847	68514	9088308	FALSE	FALSE
38y	11y	0.9487888625185628	1119	150847	71057	9088308	FALSE	FALSE
38y	12y	0.9346216393907614	946	150847	60982	9088308	FALSE	FALSE
38y	13y	0.9579309977266722	1004	150847	63146	9088308	FALSE	FALSE
38y	14y	0.9835078801061248	1221	150847	74797	9088308	FALSE	FALSE
38y	15y	1.0038279349927444	1332	150847	79945	9088308	FALSE	FALSE
38y	16y	1.02343699795168	1494	150847	87950	9088308	FALSE	FALSE
38y	17y	1.0230233265021635	1462	150847	86101	9088308	FALSE	FALSE
38y	18y	1.0022448887417545	1673	150847	100570	9088308	FALSE	FALSE
38y	19y	1.0528707131818273	2174	150847	124403	9088308	FALSE	FALSE
38y	20y	1.0301467084384004	2359	150847	137967	9088308	FALSE	FALSE
38y	21y	1.0421979025227817	2771	150847	160189	9088308	FALSE	FALSE
38y	22y	1.0209901338438767	3033	150847	178977	9088308	FALSE	FALSE
38y	23y	1.0136615591851053	3001	150847	178369	9088308	FALSE	FALSE
38y	24y	1.0451434793956305	3236	150847	186543	9088308	FALSE	FALSE
38y	25y	1.0232690596233995	3242	150847	190884	9088308	FALSE	FALSE
38y	26y	1.0108214968833649	3241	150847	193175	9088308	FALSE	FALSE
38y	27y	1.0268327601976412	3440	150847	201839	9088308	FALSE	FALSE
38y	28y	1.020172204237111	3339	150847	197192	9088308	FALSE	FALSE
38y	29y	1.0112706689225266	3511	150847	209175	9088308	FALSE	FALSE
38y	30y	1.0107968631175437	3501	150847	208677	9088308	FALSE	FALSE
38y	31y	1.0120979341872836	3369	150847	200551	9088308	FALSE	FALSE
38y	32y	1.0374967472934378	3322	150847	192912	9088308	FALSE	FALSE
38y	33y	1.0142072575911667	3127	150847	185758	9088308	FALSE	FALSE
38y	34y	0.9810604976444871	2891	150847	177541	9088308	FALSE	FALSE
38y	35y	0.9873462045113575	2759	150847	168356	9088308	FALSE	FALSE
38y	36y	0.9859439310501797	2699	150847	164929	9088308	FALSE	FALSE
38y	37y	0.9799031545483455	2619	150847	161027	9088308	FALSE	FALSE
38y	38y	1.0144797871183833	2540	150847	150847	9088308	FALSE	FALSE
38y	39y	0.9995885777663369	2477	150847	149297	9088308	FALSE	FALSE
38y	40y	1.0047191330433396	2437	150847	146136	9088308	FALSE	FALSE
38y	41y	1.0141948536868983	2354	150847	139840	9088308	FALSE	FALSE
38y	42y	1.0109162702361847	2415	150847	143929	9088308	FALSE	FALSE
38y	43y	1.012857976755458	2328	150847	138478	9088308	FALSE	FALSE
38y	44y	0.9860313206818969	2166	150847	132347	9088308	FALSE	FALSE
38y	45y	0.9930602950888378	2200	150847	133473	9088308	FALSE	FALSE
38y	46y	1.008944277571716	2220	150847	132566	9088308	FALSE	FALSE
38y	47y	1.0102998290725007	2152	150847	128333	9088308	FALSE	FALSE
38y	48y	0.9770926301954026	1944	150847	119869	9088308	FALSE	FALSE
38y	49y	1.0319951860611984	2136	150847	124701	9088308	FALSE	FALSE
38y	50y	1.0114489028620506	2194	150847	130689	9088308	FALSE	FALSE
38y	51y	1.0088178361999482	2233	150847	133359	9088308	FALSE	FALSE
38y	52y	1.01095182904933	2160	150847	128727	9088308	FALSE	FALSE
38y	53y	0.9653069178631859	1979	150847	123517	9088308	FALSE	FALSE
38y	54y	0.9746555310387943	1975	150847	122085	9088308	FALSE	FALSE
38y	55y	1.0029095287092438	2048	150847	123031	9088308	FALSE	FALSE
38y	56y	0.9715580473194367	1875	150847	116273	9088308	FALSE	FALSE
38y	57y	1.007120396503032	1995	150847	119346	9088308	FALSE	FALSE
38y	58y	0.9833859847141075	1982	150847	121430	9088308	FALSE	FALSE
38y	59y	0.9721867187958237	1976	150847	122457	9088308	FALSE	FALSE
38y	60y	0.9385735811666	1733	150847	111244	9088308	FALSE	FALSE
38y	61y	0.97502261868622	1831	150847	113141	9088308	FALSE	FALSE
38y	62y	0.9947448949241913	1729	150847	104720	9088308	FALSE	FALSE
38y	63y	0.9682819271479969	1576	150847	98062	9088308	FALSE	FALSE
38y	64y	0.9948344770777734	1573	150847	95263	9088308	FALSE	FALSE
38y	65y	0.9445834715970822	1425	150847	90891	9088308	FALSE	FALSE
38y	66y	0.9443640206933637	1287	150847	82108	9088308	FALSE	FALSE
38y	67y	0.969887102979888	1293	150847	80320	9088308	FALSE	FALSE
38y	68y	0.9814139175756227	1258	150847	77228	9088308	FALSE	FALSE
38y	69y	0.9923472902349424	1119	150847	67938	9088308	FALSE	FALSE
38y	70y	0.9437366040039393	1015	150847	64798	9088308	FALSE	FALSE
38y	71y	0.995761285042034	1004	150847	60747	9088308	FALSE	FALSE
38y	72y	0.9891227281394553	922	150847	56160	9088308	FALSE	FALSE
38y	73y	0.9684369467325744	891	150847	55431	9088308	FALSE	FALSE
38y	74y	0.9687226733674147	867	150847	53922	9088308	FALSE	FALSE
38y	75y	1.040581302718092	821	150847	47535	9088308	FALSE	FALSE
38y	76y	1.0415322400485623	682	150847	39451	9088308	FALSE	FALSE
38y	77y	0.9813439372147044	556	150847	34135	9088308	FALSE	FALSE
38y	78y	1.0227647117638399	573	150847	33754	9088308	FALSE	FALSE
38y	79y	0.871482884123081	495	150847	34221	9088308	FALSE	FALSE
38y	80y	1.035554402652228	539	150847	31359	9088308	FALSE	FALSE
38y	81y	1.024602883779069	439	150847	25814	9088308	FALSE	FALSE
38y	82y	1.0274234623015979	406	150847	23808	9088308	FALSE	FALSE
38y	83y	0.9376147730067749	381	150847	24482	9088308	FALSE	FALSE
38y	84y	0.9150108236269001	296	150847	19490	9088308	FALSE	FALSE
38y	85y	0.9257019377308471	309	150847	20111	9088308	FALSE	FALSE
38y	86y	0.9734583220711355	239	150847	14792	9088308	FALSE	FALSE
38y	87y	0.8096951538735199	225	150847	16742	9088308	FALSE	FALSE
38y	88y	0.9352939209544039	204	150847	13141	9088308	FALSE	FALSE
38y	89y	0.9590222330999915	175	150847	10994	9088308	FALSE	FALSE
38y	90y	0.886300494283327	178	150847	12100	9088308	FALSE	FALSE
38y	91y	0.9199855106080013	131	150847	8579	9088308	FALSE	FALSE
38y	92y	0.9310128816151384	101	150847	6536	9088308	FALSE	FALSE
38y	93y	0.9603020692750684	92	150847	5772	9088308	FALSE	FALSE
38y	94y	0.9118575662791476	83	150847	5484	9088308	FALSE	FALSE
38y	95y	0.9150310776615189	51	150847	3358	9088308	FALSE	FALSE
38y	96y	0.8340592722007005	51	150847	3684	9088308	FALSE	FALSE
38y	97y	1.0703528785433427	52	150847	2927	9088308	FALSE	FALSE
38y	98y	1.0067232911714645	26	150847	1556	9088308	FALSE	FALSE
38y	99y+	0.6588137432418862	60	150847	5487	9088308	FALSE	FALSE
39y	00y	0.9249482005374149	134	149297	8819	9088308	FALSE	FALSE
39y	01y	0.9790262448917969	640	149297	39794	9088308	FALSE	FALSE
39y	02y	0.9565590879701279	545	149297	34683	9088308	FALSE	FALSE
39y	03y	1.0122572233086824	672	149297	40412	9088308	FALSE	FALSE
39y	04y	0.9441785417816667	685	149297	44164	9088308	FALSE	FALSE
39y	05y	0.9789642653402099	747	149297	46450	9088308	FALSE	FALSE
39y	06y	1.04038430830799	902	149297	52777	9088308	FALSE	FALSE
39y	07y	0.9996370459795795	876	149297	53345	9088308	FALSE	FALSE
39y	08y	0.9765172053371431	879	149297	54795	9088308	FALSE	FALSE
39y	09y	1.0023016776167857	1046	149297	63528	9088308	FALSE	FALSE
39y	10y	1.0039939039954713	1130	149297	68514	9088308	FALSE	FALSE
39y	11y	0.9954769671879198	1162	149297	71057	9088308	FALSE	FALSE
39y	12y	1.0211885245239107	1023	149297	60982	9088308	FALSE	FALSE
39y	13y	1.021861356265748	1060	149297	63146	9088308	FALSE	FALSE
39y	14y	0.9953463621142097	1223	149297	74797	9088308	FALSE	FALSE
39y	15y	0.9662783988154432	1269	149297	79945	9088308	FALSE	FALSE
39y	16y	0.9939179909322456	1436	149297	87950	9088308	FALSE	FALSE
39y	17y	0.9304213116661522	1316	149297	86101	9088308	FALSE	FALSE
39y	18y	0.9612005346359844	1588	149297	100570	9088308	FALSE	FALSE
39y	19y	0.9884449151270153	2020	149297	124403	9088308	FALSE	FALSE
39y	20y	0.9839240991201698	2230	149297	137967	9088308	FALSE	FALSE
39y	21y	0.9758752078269048	2568	149297	160189	9088308	FALSE	FALSE
39y	22y	0.973089058481449	2861	149297	178977	9088308	FALSE	FALSE
39y	23y	0.966508832529061	2832	149297	178369	9088308	FALSE	FALSE
39y	24y	0.9926867122118892	3042	149297	186543	9088308	FALSE	FALSE
39y	25y	0.9806353591264404	3075	149297	190884	9088308	FALSE	FALSE
39y	26y	1.0080806414034211	3199	149297	193175	9088308	FALSE	FALSE
39y	27y	0.9994921188111121	3314	149297	201839	9088308	FALSE	FALSE
39y	28y	1.0032889403751848	3250	149297	197192	9088308	FALSE	FALSE
39y	29y	1.0104199083633425	3472	149297	209175	9088308	FALSE	FALSE
39y	30y	0.9696575565632198	3324	149297	208677	9088308	FALSE	FALSE
39y	31y	1.02715853276376	3384	149297	200551	9088308	FALSE	FALSE
39y	32y	1.0059838875998186	3188	149297	192912	9088308	FALSE	FALSE
39y	33y	0.9654219565174235	2946	149297	185758	9088308	FALSE	FALSE
39y	34y	1.0224473016530302	2982	149297	177541	9088308	FALSE	FALSE
39y	35y	1.0511105346175862	2907	149297	168356	9088308	FALSE	FALSE
39y	36y	1.020170987796159	2764	149297	164929	9088308	FALSE	FALSE
39y	37y	1.0286361799490564	2721	149297	161027	9088308	FALSE	FALSE
39y	38y	0.9995885777663369	2477	149297	150847	9088308	FALSE	FALSE
39y	39y	0.9859097720193942	2418	149297	149297	9088308	FALSE	FALSE
39y	40y	0.9893235652789424	2375	149297	146136	9088308	FALSE	FALSE
39y	41y	1.0168886005643474	2336	149297	139840	9088308	FALSE	FALSE
39y	42y	0.9909595704581927	2343	149297	143929	9088308	FALSE	FALSE
39y	43y	1.0018333813185099	2279	149297	138478	9088308	FALSE	FALSE
39y	44y	0.9691307864018128	2107	149297	132347	9088308	FALSE	FALSE
39y	45y	1.029366648096059	2257	149297	133473	9088308	FALSE	FALSE
39y	46y	1.0460525999275976	2278	149297	132566	9088308	FALSE	FALSE
39y	47y	0.9923280991216621	2092	149297	128333	9088308	FALSE	FALSE
39y	48y	1.0050111214026605	1979	149297	119869	9088308	FALSE	FALSE
39y	49y	1.0046328850050006	2058	149297	124701	9088308	FALSE	FALSE
39y	50y	1.0103049315070736	2169	149297	130689	9088308	FALSE	FALSE
39y	51y	0.9909904035436179	2171	149297	133359	9088308	FALSE	FALSE
39y	52y	1.004423395742203	2124	149297	128727	9088308	FALSE	FALSE
39y	53y	1.0231341247360048	2076	149297	123517	9088308	FALSE	FALSE
39y	54y	0.9972398939434995	2000	149297	122085	9088308	FALSE	FALSE
39y	55y	0.9900667837237349	2001	149297	123031	9088308	FALSE	FALSE
39y	56y	1.009392578535498	1928	149297	116273	9088308	FALSE	FALSE
39y	57y	0.9466775100633767	1856	149297	119346	9088308	FALSE	FALSE
39y	58y	1.0141491791584796	2023	149297	121430	9088308	FALSE	FALSE
39y	59y	1.0215512657042103	2055	149297	122457	9088308	FALSE	FALSE
39y	60y	1.003586222709759	1834	149297	111244	9088308	FALSE	FALSE
39y	61y	1.0055906906154164	1869	149297	113141	9088308	FALSE	FALSE
39y	62y	0.9940275758929527	1710	149297	104720	9088308	FALSE	FALSE
39y	63y	1.0099939263019941	1627	149297	98062	9088308	FALSE	FALSE
39y	64y	0.9930216476152258	1554	149297	95263	9088308	FALSE	FALSE
39y	65y	0.9952447229497514	1486	149297	90891	9088308	FALSE	FALSE
39y	66y	1.0260831887137765	1384	149297	82108	9088308	FALSE	FALSE
39y	67y	1.0527142497512978	1389	149297	80320	9088308	FALSE	FALSE
39y	68y	1.0113088882324852	1283	149297	77228	9088308	FALSE	FALSE
39y	69y	0.9927935762231208	1108	149297	67938	9088308	FALSE	FALSE
39y	70y	1.0258715658181305	1092	149297	64798	9088308	FALSE	FALSE
39y	71y	0.9890637236159816	987	149297	60747	9088308	FALSE	FALSE
39y	72y	0.9831327051403895	907	149297	56160	9088308	FALSE	FALSE
39y	73y	1.0630522218662624	968	149297	55431	9088308	FALSE	FALSE
39y	74y	0.9720063791113128	861	149297	53922	9088308	FALSE	FALSE
39y	75y	1.0577876807961673	826	149297	47535	9088308	FALSE	FALSE
39y	76y	1.0261139336085674	665	149297	39451	9088308	FALSE	FALSE
39y	77y	1.0129322168211505	568	149297	34135	9088308	FALSE	FALSE
39y	78y	1.0243657409844753	568	149297	33754	9088308	FALSE	FALSE
39y	79y	0.9961558426524181	560	149297	34221	9088308	FALSE	FALSE
39y	80y	1.009422763560717	520	149297	31359	9088308	FALSE	FALSE
39y	81y	1.044673014385715	443	149297	25814	9088308	FALSE	FALSE
39y	82y	0.9869527162575233	386	149297	23808	9088308	FALSE	FALSE
39y	83y	0.9249707557201763	372	149297	24482	9088308	FALSE	FALSE
39y	84y	0.9619906107382631	308	149297	19490	9088308	FALSE	FALSE
39y	85y	1.044281020512582	345	149297	20111	9088308	FALSE	FALSE
39y	86y	0.9671034220546149	235	149297	14792	9088308	FALSE	FALSE
39y	87y	1.1089818990933376	305	149297	16742	9088308	FALSE	FALSE
39y	88y	1.0747105829361365	232	149297	13141	9088308	FALSE	FALSE
39y	89y	0.9689787925841404	175	149297	10994	9088308	FALSE	FALSE
39y	90y	0.8703475052251773	173	149297	12100	9088308	FALSE	FALSE
39y	91y	1.028876600884617	145	149297	8579	9088308	FALSE	FALSE
39y	92y	0.9872468981493183	106	149297	6536	9088308	FALSE	FALSE
39y	93y	1.1284684238611644	107	149297	5772	9088308	FALSE	FALSE
39y	94y	0.9879262309478656	89	149297	5484	9088308	FALSE	FALSE
39y	95y	1.1601956655600563	64	149297	3358	9088308	FALSE	FALSE
39y	96y	1.107100731166873	67	149297	3684	9088308	FALSE	FALSE
39y	97y	0.8942885904591837	43	149297	2927	9088308	FALSE	FALSE
39y	98y	1.251907792946249	32	149297	1556	9088308	FALSE	FALSE
39y	99y+	0.9984803110517207	90	149297	5487	9088308	FALSE	FALSE
40y	00y	0.9026438933658176	128	146136	8819	9088308	FALSE	FALSE
40y	01y	1.023645367589822	655	146136	39794	9088308	FALSE	FALSE
40y	02y	1.0077330003967884	562	146136	34683	9088308	FALSE	FALSE
40y	03y	0.9833685958818076	639	146136	40412	9088308	FALSE	FALSE
40y	04y	1.0181123769929792	723	146136	44164	9088308	FALSE	FALSE
40y	05y	1.0443226692177503	780	146136	46450	9088308	FALSE	FALSE
40y	06y	0.9921862690547565	842	146136	52777	9088308	FALSE	FALSE
40y	07y	0.9781243314358947	839	146136	53345	9088308	FALSE	FALSE
40y	08y	0.9749403693186426	859	146136	54795	9088308	FALSE	FALSE
40y	09y	1.0553084092531808	1078	146136	63528	9088308	FALSE	FALSE
40y	10y	1.1037737783514303	1216	146136	68514	9088308	FALSE	FALSE
40y	11y	1.0415159245492	1190	146136	71057	9088308	FALSE	FALSE
40y	12y	1.0055439846470575	986	146136	60982	9088308	FALSE	FALSE
40y	13y	0.926764947105448	941	146136	63146	9088308	FALSE	FALSE
40y	14y	1.0035728687728738	1207	146136	74797	9088308	FALSE	FALSE
40y	15y	0.9801782452683442	1260	146136	79945	9088308	FALSE	FALSE
40y	16y	1.0069315911789536	1424	146136	87950	9088308	FALSE	FALSE
40y	17y	0.9339339228810779	1293	146136	86101	9088308	FALSE	FALSE
40y	18y	0.996214620743984	1611	146136	100570	9088308	FALSE	FALSE
40y	19y	0.9458365652852577	1892	146136	124403	9088308	FALSE	FALSE
40y	20y	1.0115176207009282	2244	146136	137967	9088308	FALSE	FALSE
40y	21y	0.9830075016070575	2532	146136	160189	9088308	FALSE	FALSE
40y	22y	0.985450520657485	2836	146136	178977	9088308	FALSE	FALSE
40y	23y	1.0093807349427197	2895	146136	178369	9088308	FALSE	FALSE
40y	24y	0.9924889924795011	2977	146136	186543	9088308	FALSE	FALSE
40y	25y	1.0002180079483411	3070	146136	190884	9088308	FALSE	FALSE
40y	26y	0.9729025911527363	3022	146136	193175	9088308	FALSE	FALSE
40y	27y	0.9736610965812535	3160	146136	201839	9088308	FALSE	FALSE
40y	28y	0.9884063373442444	3134	146136	197192	9088308	FALSE	FALSE
40y	29y	1.0316812035690477	3470	146136	209175	9088308	FALSE	FALSE
40y	30y	0.9971882971438097	3346	146136	208677	9088308	FALSE	FALSE
40y	31y	0.9867364344075451	3182	146136	200551	9088308	FALSE	FALSE
40y	32y	0.9826108155283612	3048	146136	192912	9088308	FALSE	FALSE
40y	33y	0.9906568791404573	2959	146136	185758	9088308	FALSE	FALSE
40y	34y	1.0179413803177855	2906	146136	177541	9088308	FALSE	FALSE
40y	35y	1.0080933686779803	2729	146136	168356	9088308	FALSE	FALSE
40y	36y	1.0230069612745865	2713	146136	164929	9088308	FALSE	FALSE
40y	37y	1.0250098470490847	2654	146136	161027	9088308	FALSE	FALSE
40y	38y	1.0047191330433396	2437	146136	150847	9088308	FALSE	FALSE
40y	39y	0.9893235652789424	2375	146136	149297	9088308	FALSE	FALSE
40y	40y	1.0162555436380423	2388	146136	146136	9088308	FALSE	FALSE
40y	41y	0.9859618222407697	2217	146136	139840	9088308	FALSE	FALSE
40y	42y	1.0603569112347115	2454	146136	143929	9088308	FALSE	FALSE
40y	43y	1.013174227105138	2256	146136	138478	9088308	FALSE	FALSE
40y	44y	0.971767239931494	2068	146136	132347	9088308	FALSE	FALSE
40y	45y	1.0222780179086925	2194	146136	133473	9088308	FALSE	FALSE
40y	46y	1.028803185813169	2193	146136	132566	9088308	FALSE	FALSE
40y	47y	0.9818087884086111	2026	146136	128333	9088308	FALSE	FALSE
40y	48y	0.9925077548103971	1913	146136	119869	9088308	FALSE	FALSE
40y	49y	1.0138956585718704	2033	146136	124701	9088308	FALSE	FALSE
40y	50y	1.026447948894303	2157	146136	130689	9088308	FALSE	FALSE
40y	51y	0.992373399113034	2128	146136	133359	9088308	FALSE	FALSE
40y	52y	1.026149612101903	2124	146136	128727	9088308	FALSE	FALSE
40y	53y	1.0231110840269149	2032	146136	123517	9088308	FALSE	FALSE
40y	54y	0.9999627288551873	1963	146136	122085	9088308	FALSE	FALSE
40y	55y	1.0023836661382315	1983	146136	123031	9088308	FALSE	FALSE
40y	56y	0.9825532563120591	1837	146136	116273	9088308	FALSE	FALSE
40y	57y	0.9916461760191702	1903	146136	119346	9088308	FALSE	FALSE
40y	58y	1.0007472038863567	1954	146136	121430	9088308	FALSE	FALSE
40y	59y	1.0106372041237437	1990	146136	122457	9088308	FALSE	FALSE
40y	60y	1.009640982010741	1806	146136	111244	9088308	FALSE	FALSE
40y	61y	1.0245937823093998	1864	146136	113141	9088308	FALSE	FALSE
40y	62y	0.9638616639996449	1623	146136	104720	9088308	FALSE	FALSE
40y	63y	0.9766653840133676	1540	146136	98062	9088308	FALSE	FALSE
40y	64y	1.009931412655988	1547	146136	95263	9088308	FALSE	FALSE
40y	65y	0.9948768971486704	1454	146136	90891	9088308	FALSE	FALSE
40y	66y	1.0217679995592621	1349	146136	82108	9088308	FALSE	FALSE
40y	67y	0.9717305284970863	1255	146136	80320	9088308	FALSE	FALSE
40y	68y	0.9792297696427448	1216	146136	77228	9088308	FALSE	FALSE
40y	69y	1.030745515121396	1126	146136	67938	9088308	FALSE	FALSE
40y	70y	0.9367291541955501	976	146136	64798	9088308	FALSE	FALSE
40y	71y	1.0012438020182064	978	146136	60747	9088308	FALSE	FALSE
40y	72y	0.9977540811464776	901	146136	56160	9088308	FALSE	FALSE
40y	73y	1.0007784888026725	892	146136	55431	9088308	FALSE	FALSE
40y	74y	0.9595843474596505	832	146136	53922	9088308	FALSE	FALSE
40y	75y	1.0060942398898187	769	146136	47535	9088308	FALSE	FALSE
40y	76y	1.0025935828070398	636	146136	39451	9088308	FALSE	FALSE
40y	77y	1.0202672372967654	560	146136	34135	9088308	FALSE	FALSE
40y	78y	0.9654546130136901	524	146136	33754	9088308	FALSE	FALSE
40y	79y	1.0267898633650943	565	146136	34221	9088308	FALSE	FALSE
40y	80y	0.9677951423898434	488	146136	31359	9088308	FALSE	FALSE
40y	81y	1.0190861111028757	423	146136	25814	9088308	FALSE	FALSE
40y	82y	1.1049516495299745	423	146136	23808	9088308	FALSE	FALSE
40y	83y	0.9551394266214634	376	146136	24482	9088308	FALSE	FALSE
40y	84y	0.9796080774284126	307	146136	19490	9088308	FALSE	FALSE
40y	85y	0.955543878311197	309	146136	20111	9088308	FALSE	FALSE
40y	86y	0.9249571286426688	220	146136	14792	9088308	FALSE	FALSE
40y	87y	0.9695249524211657	261	146136	16742	9088308	FALSE	FALSE
40y	88y	0.9512473574563197	201	146136	13141	9088308	FALSE	FALSE
40y	89y	0.9786247423521366	173	146136	10994	9088308	FALSE	FALSE
40y	90y	0.9919682226269926	193	146136	12100	9088308	FALSE	FALSE
40y	91y	0.985889092684466	136	146136	8579	9088308	FALSE	FALSE
40y	92y	1.0276317960871981	108	146136	6536	9088308	FALSE	FALSE
40y	93y	1.1421032417860715	106	146136	5772	9088308	FALSE	FALSE
40y	94y	1.2474440056277623	110	146136	5484	9088308	FALSE	FALSE
40y	95y	0.7408070755144074	40	146136	3358	9088308	FALSE	FALSE
40y	96y	0.9791161043180993	58	146136	3684	9088308	FALSE	FALSE
40y	97y	0.8286434594325313	39	146136	2927	9088308	FALSE	FALSE
40y	98y	0.9992087739729854	25	146136	1556	9088308	FALSE	FALSE
40y	99y+	1.1334199724219134	100	146136	5487	9088308	FALSE	FALSE
41y	00y	1.0759327694871925	146	139840	8819	9088308	FALSE	FALSE
41y	01y	1.0076719973783175	617	139840	39794	9088308	FALSE	FALSE
41y	02y	0.9762761704637577	521	139840	34683	9088308	FALSE	FALSE
41y	03y	0.9986950041361732	621	139840	40412	9088308	FALSE	FALSE
41y	04y	0.9771276429794026	664	139840	44164	9088308	FALSE	FALSE
41y	05y	1.0367740325403414	741	139840	46450	9088308	FALSE	FALSE
41y	06y	1.0393201997283679	844	139840	52777	9088308	FALSE	FALSE
41y	07y	0.9856130012302801	809	139840	53345	9088308	FALSE	FALSE
41y	08y	0.9749503684995645	822	139840	54795	9088308	FALSE	FALSE
41y	09y	1.055762265844074	1032	139840	63528	9088308	FALSE	FALSE
41y	10y	1.0254110474815517	1081	139840	68514	9088308	FALSE	FALSE
41y	11y	1.009749919179687	1104	139840	71057	9088308	FALSE	FALSE
41y	12y	1.0039240553980102	942	139840	60982	9088308	FALSE	FALSE
41y	13y	1.0395063580497879	1010	139840	63146	9088308	FALSE	FALSE
