x	y	RR	N_pairs	N_x	N_y	N_total	sameState	sameRegion
75y	26y	0.6973044141559375	605	42070	189476	9187424	TRUE	TRUE
75y	27y	0.7548534234089416	678	42070	196150	9187424	TRUE	TRUE
75y	28y	0.7015660599991669	612	42070	190504	9187424	TRUE	TRUE
75y	29y	0.7528460897106563	678	42070	196673	9187424	TRUE	TRUE
75y	30y	0.650303120370755	586	42070	196790	9187424	TRUE	TRUE
75y	31y	0.755440208321239	658	42070	190216	9187424	TRUE	TRUE
75y	32y	0.7611077163821693	652	42070	187078	9187424	TRUE	TRUE
75y	33y	0.7814131628097197	621	42070	173553	9187424	TRUE	TRUE
75y	34y	0.8099439556144833	625	42070	168518	9187424	TRUE	TRUE
75y	35y	0.7911791415923901	590	42070	162854	9187424	TRUE	TRUE
75y	36y	0.7993260469595902	575	42070	157096	9187424	TRUE	TRUE
75y	37y	0.835652129106304	605	42070	158107	9187424	TRUE	TRUE
75y	38y	0.7972170190926368	539	42070	147650	9187424	TRUE	TRUE
75y	39y	0.8523711158023423	582	42070	149113	9187424	TRUE	TRUE
75y	40y	0.8798416769344639	609	42070	151159	9187424	TRUE	TRUE
75y	41y	0.836301893288727	535	42070	139705	9187424	TRUE	TRUE
75y	42y	0.8235843428661588	521	42070	138150	9187424	TRUE	TRUE
75y	43y	0.7373350538617397	460	42070	136243	9187424	TRUE	TRUE
75y	44y	0.8722560018979619	523	42070	130942	9187424	TRUE	TRUE
75y	45y	0.9431010787746585	561	42070	129905	9187424	TRUE	TRUE
75y	46y	0.8974835972807925	519	42070	126288	9187424	TRUE	TRUE
75y	47y	1.0092447492855752	568	42070	122906	9187424	TRUE	TRUE
75y	48y	0.9843586558221193	556	42070	123351	9187424	TRUE	TRUE
75y	49y	0.9169324234757019	517	42070	123133	9187424	TRUE	TRUE
75y	50y	0.9268692213016811	496	42070	116865	9187424	TRUE	TRUE
75y	51y	1.0264429495255998	575	42070	122336	9187424	TRUE	TRUE
75y	52y	0.966268506949228	513	42070	115942	9187424	TRUE	TRUE
75y	53y	0.9549756123237207	485	42070	110910	9187424	TRUE	TRUE
75y	54y	0.9718690448764561	482	42070	108308	9187424	TRUE	TRUE
75y	55y	0.9375986683959878	504	42070	117391	9187424	TRUE	TRUE
75y	56y	1.0398402792548647	527	42070	110679	9187424	TRUE	TRUE
75y	57y	1.1256265237538534	533	42070	103408	9187424	TRUE	TRUE
75y	58y	1.0128311885765915	489	42070	105437	9187424	TRUE	TRUE
75y	59y	1.0700763933304898	495	42070	101021	9187424	TRUE	TRUE
75y	60y	1.171911931078617	522	42070	97274	9187424	TRUE	TRUE
75y	61y	1.2532274832015513	571	42070	99501	9187424	TRUE	TRUE
75y	62y	1.309920030371805	510	42070	85025	9187424	TRUE	TRUE
75y	63y	1.278433078287312	505	42070	86265	9187424	TRUE	TRUE
75y	64y	1.329734052774687	527	42070	86550	9187424	TRUE	TRUE
75y	65y	1.3329627894486806	463	42070	75855	9187424	TRUE	TRUE
75y	66y	1.4194359619702885	462	42070	71080	9187424	TRUE	TRUE
75y	67y	1.5118529733550328	462	42070	66735	9187424	TRUE	TRUE
75y	68y	1.8703551473350868	531	42070	62000	9187424	TRUE	TRUE
75y	69y	1.7560919184936072	458	42070	56956	9187424	TRUE	TRUE
75y	70y	1.8651381741326254	469	42070	54914	9187424	TRUE	TRUE
75y	71y	1.8382647991790302	448	42070	53222	9187424	TRUE	TRUE
75y	72y	2.1200549568335707	457	42070	47075	9187424	TRUE	TRUE
75y	73y	2.1366595347864203	461	42070	47118	9187424	TRUE	TRUE
75y	74y	2.45869022882343	543	42070	48230	9187424	TRUE	TRUE
75y	75y	6.20840321593794	1196	42070	42070	9187424	TRUE	TRUE
75y	76y	2.8520132983691746	549	42070	42038	9187424	TRUE	TRUE
75y	77y	2.943791482139332	509	42070	37760	9187424	TRUE	TRUE
75y	78y	2.701410642306011	446	42070	36055	9187424	TRUE	TRUE
75y	79y	2.482498418676547	361	42070	31757	9187424	TRUE	TRUE
75y	80y	2.7129767041163415	391	42070	31474	9187424	TRUE	TRUE
75y	81y	2.261679179303588	308	42070	29740	9187424	TRUE	TRUE
75y	82y	3.0096356296586193	381	42070	27646	9187424	TRUE	TRUE
75y	83y	2.35238967637247	291	42070	27015	9187424	TRUE	TRUE
75y	84y	2.5245806667913353	316	42070	27335	9187424	TRUE	TRUE
75y	85y	2.8369425627774363	329	42070	25326	9187424	TRUE	TRUE
75y	86y	2.477984617606635	262	42070	23090	9187424	TRUE	TRUE
75y	87y	2.5442986612162843	299	42070	25664	9187424	TRUE	TRUE
75y	88y	2.7774477588133446	282	42070	22173	9187424	TRUE	TRUE
75y	89y	2.762576918841594	275	42070	21739	9187424	TRUE	TRUE
75y	90y	2.448631420800485	247	42070	22029	9187424	TRUE	TRUE
75y	91y	2.694776577472085	226	42070	18315	9187424	TRUE	TRUE
75y	92y	3.108181731082204	203	42070	14263	9187424	TRUE	TRUE
75y	93y	2.5006513021176366	139	42070	12139	9187424	TRUE	TRUE
75y	94y	2.6107976059394242	116	42070	9703	9187424	TRUE	TRUE
75y	95y	2.980819053337096	133	42070	9744	9187424	TRUE	TRUE
75y	96y	2.4838341380146365	90	42070	7913	9187424	TRUE	TRUE
75y	97y	2.692191219165268	68	42070	5516	9187424	TRUE	TRUE
75y	98y	2.779626203936671	53	42070	4164	9187424	TRUE	TRUE
75y	99y+	2.4554493280271354	114	42070	10139	9187424	TRUE	TRUE
76y	00y	1.3455795996628919	38	42038	6172	9187424	TRUE	TRUE
76y	01y	0.785311980894184	168	42038	46754	9187424	TRUE	TRUE
76y	02y	0.785684799437246	151	42038	42003	9187424	TRUE	TRUE
76y	03y	0.7519678322069605	163	42038	47374	9187424	TRUE	TRUE
76y	04y	0.6532250988629594	154	42038	51524	9187424	TRUE	TRUE
76y	05y	0.6397459553990719	174	42038	59442	9187424	TRUE	TRUE
76y	06y	0.6151059373799355	167	42038	59336	9187424	TRUE	TRUE
76y	07y	0.6453750075293248	195	42038	66035	9187424	TRUE	TRUE
76y	08y	0.6005704716056589	189	42038	68778	9187424	TRUE	TRUE
76y	09y	0.653015697571771	249	42038	83335	9187424	TRUE	TRUE
76y	10y	0.5967164093375121	243	42038	89000	9187424	TRUE	TRUE
76y	11y	0.6002806483488918	261	42038	95025	9187424	TRUE	TRUE
76y	12y	0.6107604688937593	234	42038	83733	9187424	TRUE	TRUE
76y	13y	0.678838185706275	249	42038	80165	9187424	TRUE	TRUE
76y	14y	0.6260602005524317	271	42038	94603	9187424	TRUE	TRUE
76y	15y	0.6823678364658047	308	42038	98647	9187424	TRUE	TRUE
76y	16y	0.6979861935179699	337	42038	105520	9187424	TRUE	TRUE
76y	17y	0.6762234996943507	353	42038	114087	9187424	TRUE	TRUE
76y	18y	0.5502029667335906	358	42038	142204	9187424	TRUE	TRUE
76y	19y	0.5769136586332686	393	42038	148879	9187424	TRUE	TRUE
76y	20y	0.5896751390771459	455	42038	168636	9187424	TRUE	TRUE
76y	21y	0.5820203243405279	479	42038	179866	9187424	TRUE	TRUE
76y	22y	0.7031603463067819	616	42038	191460	9187424	TRUE	TRUE
76y	23y	0.6445967083596904	541	42038	183426	9187424	TRUE	TRUE
76y	24y	0.692302255864365	606	42038	191306	9187424	TRUE	TRUE
76y	25y	0.6833663034739124	593	42038	189650	9187424	TRUE	TRUE
76y	26y	0.7001421067298182	607	42038	189476	9187424	TRUE	TRUE
76y	27y	0.7130884058542762	640	42038	196150	9187424	TRUE	TRUE
76y	28y	0.7422528870195485	647	42038	190504	9187424	TRUE	TRUE
76y	29y	0.7611978322093191	685	42038	196673	9187424	TRUE	TRUE
76y	30y	0.6596827578036399	594	42038	196790	9187424	TRUE	TRUE
76y	31y	0.7445256678887312	648	42038	190216	9187424	TRUE	TRUE
76y	32y	0.7371542175945801	631	42038	187078	9187424	TRUE	TRUE
76y	33y	0.7895636197689211	627	42038	173553	9187424	TRUE	TRUE
76y	34y	0.7379342773437121	569	42038	168518	9187424	TRUE	TRUE
76y	35y	0.7273652859735431	542	42038	162854	9187424	TRUE	TRUE
76y	36y	0.7526340315958685	541	42038	157096	9187424	TRUE	TRUE
76y	37y	0.7630266264330083	552	42038	158107	9187424	TRUE	TRUE
76y	38y	0.7948634880472826	537	42038	147650	9187424	TRUE	TRUE
76y	39y	0.8002558334909678	546	42038	149113	9187424	TRUE	TRUE
76y	40y	0.7561699114791028	523	42038	151159	9187424	TRUE	TRUE
76y	41y	0.8103441922444836	518	42038	139705	9187424	TRUE	TRUE
76y	42y	0.8368671036943515	529	42038	138150	9187424	TRUE	TRUE
76y	43y	0.7699787740447892	480	42038	136243	9187424	TRUE	TRUE
76y	44y	0.8245171486085119	494	42038	130942	9187424	TRUE	TRUE
76y	45y	0.9169007940032167	545	42038	129905	9187424	TRUE	TRUE
76y	46y	0.8756693424973527	506	42038	126288	9187424	TRUE	TRUE
76y	47y	0.9940092754291852	559	42038	122906	9187424	TRUE	TRUE
76y	48y	1.0612943728055098	599	42038	123351	9187424	TRUE	TRUE
76y	49y	0.9140805796534082	515	42038	123133	9187424	TRUE	TRUE
76y	50y	0.8602507938661508	460	42038	116865	9187424	TRUE	TRUE
76y	51y	0.9664840752320214	541	42038	122336	9187424	TRUE	TRUE
76y	52y	0.9745440385983056	517	42038	115942	9187424	TRUE	TRUE
76y	53y	0.8709701636178239	442	42038	110910	9187424	TRUE	TRUE
76y	54y	1.0513054136404334	521	42038	108308	9187424	TRUE	TRUE
76y	55y	0.9569296927371969	514	42038	117391	9187424	TRUE	TRUE
76y	56y	1.0426064557958044	528	42038	110679	9187424	TRUE	TRUE
76y	57y	1.060965574306653	502	42038	103408	9187424	TRUE	TRUE
76y	58y	1.0861503846241882	524	42038	105437	9187424	TRUE	TRUE
76y	59y	1.118486106088484	517	42038	101021	9187424	TRUE	TRUE
76y	60y	1.03799895073575	462	42038	97274	9187424	TRUE	TRUE
76y	61y	1.1838945831587915	539	42038	99501	9187424	TRUE	TRUE
76y	62y	1.2672199237723605	493	42038	85025	9187424	TRUE	TRUE
76y	63y	1.3047410191208846	515	42038	86265	9187424	TRUE	TRUE
76y	64y	1.2398413993072592	491	42038	86550	9187424	TRUE	TRUE
76y	65y	1.2331368332468695	428	42038	75855	9187424	TRUE	TRUE
76y	66y	1.4789359674526594	481	42038	71080	9187424	TRUE	TRUE
76y	67y	1.5621273207332245	477	42038	66735	9187424	TRUE	TRUE
76y	68y	1.6532284373278248	469	42038	62000	9187424	TRUE	TRUE
76y	69y	1.5156863103512195	395	42038	56956	9187424	TRUE	TRUE
76y	70y	1.7193028426875585	432	42038	54914	9187424	TRUE	TRUE
76y	71y	1.8601960814082885	453	42038	53222	9187424	TRUE	TRUE
76y	72y	2.223806004414942	479	42038	47075	9187424	TRUE	TRUE
76y	73y	2.2032230960658366	475	42038	47118	9187424	TRUE	TRUE
76y	74y	2.351807709555596	519	42038	48230	9187424	TRUE	TRUE
76y	75y	2.8520132983691746	549	42038	42070	9187424	TRUE	TRUE
76y	76y	6.124278872664265	1178	42038	42038	9187424	TRUE	TRUE
76y	77y	2.911305046669841	503	42038	37760	9187424	TRUE	TRUE
76y	78y	2.848945044201247	470	42038	36055	9187424	TRUE	TRUE
76y	79y	2.6082634449964055	379	42038	31757	9187424	TRUE	TRUE
76y	80y	2.721985706593111	392	42038	31474	9187424	TRUE	TRUE
76y	81y	2.843948414847258	387	42038	29740	9187424	TRUE	TRUE
76y	82y	2.6957138449475324	341	42038	27646	9187424	TRUE	TRUE
76y	83y	2.718228861212858	336	42038	27015	9187424	TRUE	TRUE
76y	84y	2.8383175898419988	355	42038	27335	9187424	TRUE	TRUE
76y	85y	2.977173923036515	345	42038	25326	9187424	TRUE	TRUE
76y	86y	3.303339479957821	349	42038	23090	9187424	TRUE	TRUE
76y	87y	2.9209322734617023	343	42038	25664	9187424	TRUE	TRUE
76y	88y	2.9766940530256294	302	42038	22173	9187424	TRUE	TRUE
76y	89y	3.4583631409205555	344	42038	21739	9187424	TRUE	TRUE
76y	90y	3.2144149636141197	324	42038	22029	9187424	TRUE	TRUE
76y	91y	3.25767262143398	273	42038	18315	9187424	TRUE	TRUE
76y	92y	3.4936201090777677	228	42038	14263	9187424	TRUE	TRUE
76y	93y	3.294730469560018	183	42038	12139	9187424	TRUE	TRUE
76y	94y	3.063265156704139	136	42038	9703	9187424	TRUE	TRUE
76y	95y	3.274668140292335	146	42038	9744	9187424	TRUE	TRUE
76y	96y	3.369538159306041	122	42038	7913	9187424	TRUE	TRUE
76y	97y	3.0508312198697536	77	42038	5516	9187424	TRUE	TRUE
76y	98y	3.411570498701166	65	42038	4164	9187424	TRUE	TRUE
76y	99y+	3.405757156644484	158	42038	10139	9187424	TRUE	TRUE
77y	00y	1.0249654029748894	26	37760	6172	9187424	TRUE	TRUE
77y	01y	0.7181614485491317	138	37760	46754	9187424	TRUE	TRUE
77y	02y	0.6371976261431286	110	37760	42003	9187424	TRUE	TRUE
77y	03y	0.693354737084026	135	37760	47374	9187424	TRUE	TRUE
77y	04y	0.6091747770538726	129	37760	51524	9187424	TRUE	TRUE
77y	05y	0.5853348718113769	143	37760	59442	9187424	TRUE	TRUE
77y	06y	0.6560901095177878	160	37760	59336	9187424	TRUE	TRUE
77y	07y	0.504786997024562	137	37760	66035	9187424	TRUE	TRUE
77y	08y	0.562482941077064	159	37760	68778	9187424	TRUE	TRUE
77y	09y	0.5722560670608622	196	37760	83335	9187424	TRUE	TRUE
77y	10y	0.5549678254737193	203	37760	89000	9187424	TRUE	TRUE
77y	11y	0.5786718216994635	226	37760	95025	9187424	TRUE	TRUE
77y	12y	0.5898765894827728	203	37760	83733	9187424	TRUE	TRUE
77y	13y	0.5979201692193115	197	37760	80165	9187424	TRUE	TRUE
77y	14y	0.5581058814672807	217	37760	94603	9187424	TRUE	TRUE
77y	15y	0.5919556002136878	240	37760	98647	9187424	TRUE	TRUE
77y	16y	0.5787629385966674	251	37760	105520	9187424	TRUE	TRUE
77y	17y	0.6163444031729131	289	37760	114087	9187424	TRUE	TRUE
77y	18y	0.5440979396944781	318	37760	142204	9187424	TRUE	TRUE
77y	19y	0.5932461877029361	363	37760	148879	9187424	TRUE	TRUE
77y	20y	0.5987693734456543	415	37760	168636	9187424	TRUE	TRUE
77y	21y	0.6263162625173222	463	37760	179866	9187424	TRUE	TRUE
77y	22y	0.6608259105820661	520	37760	191460	9187424	TRUE	TRUE
77y	23y	0.6499754578498566	490	37760	183426	9187424	TRUE	TRUE
77y	24y	0.657542344668724	517	37760	191306	9187424	TRUE	TRUE
77y	25y	0.670981607650355	523	37760	189650	9187424	TRUE	TRUE
77y	26y	0.7114056841832926	554	37760	189476	9187424	TRUE	TRUE
77y	27y	0.6425445159630082	518	37760	196150	9187424	TRUE	TRUE
77y	28y	0.7254475373409571	568	37760	190504	9187424	TRUE	TRUE
77y	29y	0.6655785346495305	538	37760	196673	9187424	TRUE	TRUE
77y	30y	0.6726012157468471	544	37760	196790	9187424	TRUE	TRUE
77y	31y	0.6536354969482062	511	37760	190216	9187424	TRUE	TRUE
77y	32y	0.6724029324089146	517	37760	187078	9187424	TRUE	TRUE
77y	33y	0.7500382827970686	535	37760	173553	9187424	TRUE	TRUE
77y	34y	0.7262455141403694	503	37760	168518	9187424	TRUE	TRUE
77y	35y	0.7500100122499762	502	37760	162854	9187424	TRUE	TRUE
77y	36y	0.7666583071263021	495	37760	157096	9187424	TRUE	TRUE
77y	37y	0.7540614794510541	490	37760	158107	9187424	TRUE	TRUE
77y	38y	0.6954097472334942	422	37760	147650	9187424	TRUE	TRUE
77y	39y	0.8158611824660447	500	37760	149113	9187424	TRUE	TRUE
77y	40y	0.8434494334299577	524	37760	151159	9187424	TRUE	TRUE
77y	41y	0.7123167099150813	409	37760	139705	9187424	TRUE	TRUE
77y	42y	0.7943052382956992	451	37760	138150	9187424	TRUE	TRUE
77y	43y	0.7750635363461995	434	37760	136243	9187424	TRUE	TRUE
77y	44y	0.7971500839888614	429	37760	130942	9187424	TRUE	TRUE
77y	45y	0.94773391788425565	506	37760	129905	9187424	TRUE	TRUE
77y	46y	0.9459783142382249	491	37760	126288	9187424	TRUE	TRUE
77y	47y	0.8967820180011484	453	37760	122906	9187424	TRUE	TRUE
77y	48y	1.1065778188661433	561	37760	123351	9187424	TRUE	TRUE
77y	49y	0.865488743474226	438	37760	123133	9187424	TRUE	TRUE
77y	50y	0.9348106502088097	449	37760	116865	9187424	TRUE	TRUE
77y	51y	1.024270646051012	515	37760	122336	9187424	TRUE	TRUE
77y	52y	0.8897886116586201	424	37760	115942	9187424	TRUE	TRUE
77y	53y	1.0179092227111155	464	37760	110910	9187424	TRUE	TRUE
77y	54y	1.0940324378690434	487	37760	108308	9187424	TRUE	TRUE
77y	55y	0.9990196028313463	482	37760	117391	9187424	TRUE	TRUE
77y	56y	1.06619903727737	485	37760	110679	9187424	TRUE	TRUE
77y	57y	1.0964619171126813	466	37760	103408	9187424	TRUE	TRUE
77y	58y	1.024593753159771	444	37760	105437	9187424	TRUE	TRUE
77y	59y	1.0934677118757319	454	37760	101021	9187424	TRUE	TRUE
77y	60y	1.1455933321256957	458	37760	97274	9187424	TRUE	TRUE
77y	61y	1.161523332200988	475	37760	99501	9187424	TRUE	TRUE
77y	62y	1.2677069160242003	443	37760	85025	9187424	TRUE	TRUE
77y	63y	1.2861510897269648	456	37760	86265	9187424	TRUE	TRUE
77y	64y	1.3184617790368065	469	37760	86550	9187424	TRUE	TRUE
77y	65y	1.5107704041860641	471	37760	75855	9187424	TRUE	TRUE
77y	66y	1.3829157410515007	404	37760	71080	9187424	TRUE	TRUE
77y	67y	1.4219119897602839	390	37760	66735	9187424	TRUE	TRUE
77y	68y	1.4912610720509842	380	37760	62000	9187424	TRUE	TRUE
77y	69y	1.6660456604510945	390	37760	56956	9187424	TRUE	TRUE
77y	70y	1.9185211488047875	433	37760	54914	9187424	TRUE	TRUE
77y	71y	1.8697945578649138	409	37760	53222	9187424	TRUE	TRUE
77y	72y	2.2018161072081153	426	37760	47075	9187424	TRUE	TRUE
77y	73y	2.2927563044252044	444	37760	47118	9187424	TRUE	TRUE
77y	74y	2.2045804361033117	437	37760	48230	9187424	TRUE	TRUE
77y	75y	2.943791482139332	509	37760	42070	9187424	TRUE	TRUE
77y	76y	2.911305046669841	503	37760	42038	9187424	TRUE	TRUE
77y	77y	6.701362755656825	1040	37760	37760	9187424	TRUE	TRUE
77y	78y	3.333674730255565	494	37760	36055	9187424	TRUE	TRUE
77y	79y	2.612622628275469	341	37760	31757	9187424	TRUE	TRUE
77y	80y	2.8912219725953516	374	37760	31474	9187424	TRUE	TRUE
77y	81y	3.100701931748886	379	37760	29740	9187424	TRUE	TRUE
77y	82y	3.2827537201952164	373	37760	27646	9187424	TRUE	TRUE
77y	83y	3.386449838954818	376	37760	27015	9187424	TRUE	TRUE
77y	84y	3.079773619567947	346	37760	27335	9187424	TRUE	TRUE
77y	85y	3.4201501247880186	356	37760	25326	9187424	TRUE	TRUE
77y	86y	3.5406020667560982	336	37760	23090	9187424	TRUE	TRUE
77y	87y	2.9484774897782686	311	37760	25664	9187424	TRUE	TRUE
77y	88y	3.072524456422034	280	37760	22173	9187424	TRUE	TRUE
77y	89y	3.9844851216882726	356	37760	21739	9187424	TRUE	TRUE
77y	90y	3.3466447937753085	303	37760	22029	9187424	TRUE	TRUE
77y	91y	3.4806162417232334	262	37760	18315	9187424	TRUE	TRUE
77y	92y	3.787074653943414	222	37760	14263	9187424	TRUE	TRUE
77y	93y	3.20699915465421	160	37760	12139	9187424	TRUE	TRUE
77y	94y	2.382206187431984	95	37760	9703	9187424	TRUE	TRUE
77y	95y	3.5457886323134966	142	37760	9744	9187424	TRUE	TRUE
77y	96y	2.921085130374389	95	37760	7913	9187424	TRUE	TRUE
77y	97y	3.7052439177323904	84	37760	5516	9187424	TRUE	TRUE
77y	98y	3.096898156769485	53	37760	4164	9187424	TRUE	TRUE
77y	99y+	3.6956205381844898	154	37760	10139	9187424	TRUE	TRUE
78y	00y	0.701861251438336	17	36055	6172	9187424	TRUE	TRUE
78y	01y	0.7248716730350704	133	36055	46754	9187424	TRUE	TRUE
78y	02y	0.697663158973004	115	36055	42003	9187424	TRUE	TRUE
78y	03y	0.6293236691758404	117	36055	47374	9187424	TRUE	TRUE
78y	04y	0.6824923296728636	138	36055	51524	9187424	TRUE	TRUE
78y	05y	0.5315651884814169	124	36055	59442	9187424	TRUE	TRUE
78y	06y	0.6312877015881407	147	36055	59336	9187424	TRUE	TRUE
78y	07y	0.5672459614058291	147	36055	66035	9187424	TRUE	TRUE
78y	08y	0.4816394696747785	130	36055	68778	9187424	TRUE	TRUE
78y	09y	0.5962596646555489	195	36055	83335	9187424	TRUE	TRUE
78y	10y	0.5497173977334877	192	36055	89000	9187424	TRUE	TRUE
78y	11y	0.6087181325878559	227	36055	95025	9187424	TRUE	TRUE
78y	12y	0.5599502352657578	184	36055	83733	9187424	TRUE	TRUE
78y	13y	0.5753366468373721	181	36055	80165	9187424	TRUE	TRUE
78y	14y	0.6195140884004817	230	36055	94603	9187424	TRUE	TRUE
78y	15y	0.6561121711888744	254	36055	98647	9187424	TRUE	TRUE
78y	16y	0.6930672447399197	287	36055	105520	9187424	TRUE	TRUE
78y	17y	0.582951745435019	261	36055	114087	9187424	TRUE	TRUE
78y	18y	0.6307526889098378	352	36055	142204	9187424	TRUE	TRUE
78y	19y	0.6093191319670399	356	36055	148879	9187424	TRUE	TRUE
78y	20y	0.5651315708559236	374	36055	168636	9187424	TRUE	TRUE
78y	21y	0.5666816822877633	400	36055	179866	9187424	TRUE	TRUE
78y	22y	0.5829406161759176	438	36055	191460	9187424	TRUE	TRUE
78y	23y	0.5959703537430456	429	36055	183426	9187424	TRUE	TRUE
78y	24y	0.6486771945692975	487	36055	191306	9187424	TRUE	TRUE
78y	25y	0.6355307277823453	473	36055	189650	9187424	TRUE	TRUE
78y	26y	0.6724253168001735	500	36055	189476	9187424	TRUE	TRUE
78y	27y	0.7041079271327372	542	36055	196150	9187424	TRUE	TRUE
78y	28y	0.6848478895413679	512	36055	190504	9187424	TRUE	TRUE
78y	29y	0.7203744630296921	556	36055	196673	9187424	TRUE	TRUE
78y	30y	0.7328948419808147	566	36055	196790	9187424	TRUE	TRUE
78y	31y	0.7260733582195315	542	36055	190216	9187424	TRUE	TRUE
78y	32y	0.6510786255834717	478	36055	187078	9187424	TRUE	TRUE
78y	33y	0.7737608461284885	527	36055	173553	9187424	TRUE	TRUE
78y	34y	0.7122014781016188	471	36055	168518	9187424	TRUE	TRUE
78y	35y	0.7354068783581122	470	36055	162854	9187424	TRUE	TRUE
78y	36y	0.7104560929179685	438	36055	157096	9187424	TRUE	TRUE
78y	37y	0.691408085066897	429	36055	158107	9187424	TRUE	TRUE
78y	38y	0.7507305087521261	435	36055	147650	9187424	TRUE	TRUE
78y	39y	0.7792514060328729	456	36055	149113	9187424	TRUE	TRUE
78y	40y	0.7484748634525282	444	36055	151159	9187424	TRUE	TRUE
78y	41y	0.7295856803004246	400	36055	139705	9187424	TRUE	TRUE
78y	42y	0.8281780418212353	449	36055	138150	9187424	TRUE	TRUE
78y	43y	0.7406435544724094	396	36055	136243	9187424	TRUE	TRUE
78y	44y	0.8465225795944115	435	36055	130942	9187424	TRUE	TRUE
78y	45y	0.9572430337775345	488	36055	129905	9187424	TRUE	TRUE
78y	46y	0.8252575045431088	409	36055	126288	9187424	TRUE	TRUE
78y	47y	0.8852848865676103	427	36055	122906	9187424	TRUE	TRUE
78y	48y	0.9543936929523013	462	36055	123351	9187424	TRUE	TRUE
78y	49y	0.9415972809010029	455	36055	123133	9187424	TRUE	TRUE
78y	50y	0.8699948705581161	399	36055	116865	9187424	TRUE	TRUE
78y	51y	0.98730724760102	474	36055	122336	9187424	TRUE	TRUE
78y	52y	0.9164811292069555	417	36055	115942	9187424	TRUE	TRUE
78y	53y	0.9695495417500295	422	36055	110910	9187424	TRUE	TRUE
78y	54y	1.0446016165437522	444	36055	108308	9187424	TRUE	TRUE
78y	55y	0.946411364890392	436	36055	117391	9187424	TRUE	TRUE
78y	56y	0.9715731048843572	422	36055	110679	9187424	TRUE	TRUE
78y	57y	1.0768508573267503	437	36055	103408	9187424	TRUE	TRUE
78y	58y	1.1262145555520895	466	36055	105437	9187424	TRUE	TRUE
78y	59y	1.0190557917735636	404	36055	101021	9187424	TRUE	TRUE
78y	60y	1.147375561537936	438	36055	97274	9187424	TRUE	TRUE
78y	61y	1.1242563119128228	439	36055	99501	9187424	TRUE	TRUE
78y	62y	1.1538313870911143	385	36055	85025	9187424	TRUE	TRUE
78y	63y	1.1756463644488222	398	36055	86265	9187424	TRUE	TRUE
78y	64y	1.218881621337066	414	36055	86550	9187424	TRUE	TRUE
78y	65y	1.3437053255074922	400	36055	75855	9187424	TRUE	TRUE
78y	66y	1.4052930798761694	392	36055	71080	9187424	TRUE	TRUE
78y	67y	1.4929709327789245	391	36055	66735	9187424	TRUE	TRUE
78y	68y	1.4919119593273718	363	36055	62000	9187424	TRUE	TRUE
78y	69y	1.8432574353804672	412	36055	56956	9187424	TRUE	TRUE
78y	70y	1.8143536292931042	391	36055	54914	9187424	TRUE	TRUE
78y	71y	1.8050050418745873	377	36055	53222	9187424	TRUE	TRUE
78y	72y	2.4250234638132144	448	36055	47075	9187424	TRUE	TRUE
78y	73y	1.9847576117976866	367	36055	47118	9187424	TRUE	TRUE
78y	74y	2.372232976935593	449	36055	48230	9187424	TRUE	TRUE
78y	75y	2.701410642306011	446	36055	42070	9187424	TRUE	TRUE
78y	76y	2.848945044201247	470	36055	42038	9187424	TRUE	TRUE
78y	77y	3.333674730255565	494	36055	37760	9187424	TRUE	TRUE
78y	78y	6.671673032392595	944	36055	36055	9187424	TRUE	TRUE
78y	79y	3.0972488146241326	386	36055	31757	9187424	TRUE	TRUE
78y	80y	2.9955601419734754	370	36055	31474	9187424	TRUE	TRUE
78y	81y	3.444398160846133	402	36055	29740	9187424	TRUE	TRUE
78y	82y	3.355037198759084	364	36055	27646	9187424	TRUE	TRUE
78y	83y	3.423969701214031	363	36055	27015	9187424	TRUE	TRUE
78y	84y	3.4211746534729612	367	36055	27335	9187424	TRUE	TRUE
78y	85y	3.6523154654622543	363	36055	25326	9187424	TRUE	TRUE
78y	86y	3.5314601116779447	320	36055	23090	9187424	TRUE	TRUE
78y	87y	3.385776545712753	341	36055	25664	9187424	TRUE	TRUE
78y	88y	3.447664980233255	300	36055	22173	9187424	TRUE	TRUE
78y	89y	4.301845032093629	367	36055	21739	9187424	TRUE	TRUE
78y	90y	3.609009879244225	312	36055	22029	9187424	TRUE	TRUE
78y	91y	3.533906489285771	254	36055	18315	9187424	TRUE	TRUE
78y	92y	4.269876153145907	239	36055	14263	9187424	TRUE	TRUE
78y	93y	3.7365031335306176	178	36055	12139	9187424	TRUE	TRUE
78y	94y	4.044296144657326	154	36055	9703	9187424	TRUE	TRUE
78y	95y	3.5304068183779616	135	36055	9744	9187424	TRUE	TRUE
78y	96y	3.896480118529334	121	36055	7913	9187424	TRUE	TRUE
78y	97y	4.619596063704543	100	36055	5516	9187424	TRUE	TRUE
78y	98y	3.7329087565147225	61	36055	4164	9187424	TRUE	TRUE
78y	99y+	3.619058714433786	144	36055	10139	9187424	TRUE	TRUE
79y	00y	1.2187137833023214	26	31757	6172	9187424	TRUE	TRUE
79y	01y	0.7487225074482371	121	31757	46754	9187424	TRUE	TRUE
79y	02y	0.5647910852714251	82	31757	42003	9187424	TRUE	TRUE
79y	03y	0.5496126813583805	90	31757	47374	9187424	TRUE	TRUE
79y	04y	0.6176428304617758	110	31757	51524	9187424	TRUE	TRUE
