x	y	RR	N_pairs	N_x	N_y	N_total	season	geo_cat
65-69y	70-74y	1.2129399278424697	1022	23345	17297	479240	Sep-Nov	Mideast/Mideast
65-69y	75-79y	1.1879113439921734	640	23345	11060	479240	Sep-Nov	Mideast/Mideast
65-69y	80-84y	1.3027658012834307	487	23345	7674	479240	Sep-Nov	Mideast/Mideast
65-69y	85+y	1.3936251883024418	649	23345	9560	479240	Sep-Nov	Mideast/Mideast
70-74y	00-04y	0.8409896266244039	310	17297	10213	479240	Sep-Nov	Mideast/Mideast
70-74y	05-09y	0.7376525950833557	480	17297	18029	479240	Sep-Nov	Mideast/Mideast
70-74y	10-14y	0.780714981679934	618	17297	21932	479240	Sep-Nov	Mideast/Mideast
70-74y	15-19y	0.7952008408893431	621	17297	21637	479240	Sep-Nov	Mideast/Mideast
70-74y	20-24y	0.8274496546314805	1080	17297	36163	479240	Sep-Nov	Mideast/Mideast
70-74y	25-29y	0.8440273293516236	1384	17297	45432	479240	Sep-Nov	Mideast/Mideast
70-74y	30-34y	0.9077624072548915	1537	17297	46912	479240	Sep-Nov	Mideast/Mideast
70-74y	35-39y	0.9102086109489859	1378	17297	41946	479240	Sep-Nov	Mideast/Mideast
70-74y	40-44y	0.898113993134363	1131	17297	34891	479240	Sep-Nov	Mideast/Mideast
70-74y	45-49y	1.0320388479498177	1198	17297	32162	479240	Sep-Nov	Mideast/Mideast
70-74y	50-54y	0.9925733128248376	1300	17297	36288	479240	Sep-Nov	Mideast/Mideast
70-74y	55-59y	1.0651551958671561	1363	17297	35454	479240	Sep-Nov	Mideast/Mideast
70-74y	60-64y	1.1037140588291885	1165	17297	29245	479240	Sep-Nov	Mideast/Mideast
70-74y	65-69y	1.2129399278424697	1022	17297	23345	479240	Sep-Nov	Mideast/Mideast
70-74y	70-74y	1.7395676182387136	1086	17297	17297	479240	Sep-Nov	Mideast/Mideast
70-74y	75-79y	1.4103780605214233	563	17297	11060	479240	Sep-Nov	Mideast/Mideast
70-74y	80-84y	1.5885948773146286	440	17297	7674	479240	Sep-Nov	Mideast/Mideast
70-74y	85+y	1.799765752544217	621	17297	9560	479240	Sep-Nov	Mideast/Mideast
75-79y	00-04y	0.9630979574484811	227	11060	10213	479240	Sep-Nov	Mideast/Mideast
75-79y	05-09y	0.7522646154673247	313	11060	18029	479240	Sep-Nov	Mideast/Mideast
75-79y	10-14y	0.6914929270119479	350	11060	21932	479240	Sep-Nov	Mideast/Mideast
75-79y	15-19y	0.8170733634644493	408	11060	21637	479240	Sep-Nov	Mideast/Mideast
75-79y	20-24y	0.7848285307947904	655	11060	36163	479240	Sep-Nov	Mideast/Mideast
75-79y	25-29y	0.8488404843739203	890	11060	45432	479240	Sep-Nov	Mideast/Mideast
75-79y	30-34y	0.8414578413447424	911	11060	46912	479240	Sep-Nov	Mideast/Mideast
75-79y	35-39y	0.8574039372416219	830	11060	41946	479240	Sep-Nov	Mideast/Mideast
75-79y	40-44y	0.8879541857118135	715	11060	34891	479240	Sep-Nov	Mideast/Mideast
75-79y	45-49y	0.9242277454338587	686	11060	32162	479240	Sep-Nov	Mideast/Mideast
75-79y	50-54y	0.9898956853310945	829	11060	36288	479240	Sep-Nov	Mideast/Mideast
75-79y	55-59y	1.0852896440906898	888	11060	35454	479240	Sep-Nov	Mideast/Mideast
75-79y	60-64y	1.0741979386593958	725	11060	29245	479240	Sep-Nov	Mideast/Mideast
75-79y	65-69y	1.1879113439921734	640	11060	23345	479240	Sep-Nov	Mideast/Mideast
75-79y	70-74y	1.4103780605214233	563	11060	17297	479240	Sep-Nov	Mideast/Mideast
75-79y	75-79y	2.1939707546213487	560	11060	11060	479240	Sep-Nov	Mideast/Mideast
75-79y	80-84y	2.207765270675129	391	11060	7674	479240	Sep-Nov	Mideast/Mideast
75-79y	85+y	2.171078644820568	479	11060	9560	479240	Sep-Nov	Mideast/Mideast
80-84y	00-04y	0.831604532603321	136	7674	10213	479240	Sep-Nov	Mideast/Mideast
80-84y	05-09y	0.6269576498050161	181	7674	18029	479240	Sep-Nov	Mideast/Mideast
80-84y	10-14y	0.6150448449399668	216	7674	21932	479240	Sep-Nov	Mideast/Mideast
80-84y	15-19y	0.718676708828323	249	7674	21637	479240	Sep-Nov	Mideast/Mideast
80-84y	20-24y	0.7632891423306908	442	7674	36163	479240	Sep-Nov	Mideast/Mideast
80-84y	25-29y	0.7477704696024928	544	7674	45432	479240	Sep-Nov	Mideast/Mideast
80-84y	30-34y	0.7760967634774993	583	7674	46912	479240	Sep-Nov	Mideast/Mideast
80-84y	35-39y	0.7697173162844205	517	7674	41946	479240	Sep-Nov	Mideast/Mideast
80-84y	40-44y	0.8466014159125907	473	7674	34891	479240	Sep-Nov	Mideast/Mideast
80-84y	45-49y	0.8970779760599832	462	7674	32162	479240	Sep-Nov	Mideast/Mideast
80-84y	50-54y	0.8484283127905261	493	7674	36288	479240	Sep-Nov	Mideast/Mideast
80-84y	55-59y	0.9494121628588129	539	7674	35454	479240	Sep-Nov	Mideast/Mideast
80-84y	60-64y	1.1189506364521813	524	7674	29245	479240	Sep-Nov	Mideast/Mideast
80-84y	65-69y	1.3027658012834307	487	7674	23345	479240	Sep-Nov	Mideast/Mideast
80-84y	70-74y	1.5885948773146286	440	7674	17297	479240	Sep-Nov	Mideast/Mideast
80-84y	75-79y	2.207765270675129	391	7674	11060	479240	Sep-Nov	Mideast/Mideast
80-84y	80-84y	3.4829981268894037	428	7674	7674	479240	Sep-Nov	Mideast/Mideast
80-84y	85+y	3.7169407677720674	569	7674	9560	479240	Sep-Nov	Mideast/Mideast
85+y	00-04y	0.7411716321023292	151	9560	10213	479240	Sep-Nov	Mideast/Mideast
85+y	05-09y	0.5366372831219622	193	9560	18029	479240	Sep-Nov	Mideast/Mideast
85+y	10-14y	0.48913721624923595	214	9560	21932	479240	Sep-Nov	Mideast/Mideast
85+y	15-19y	0.57689592714943	249	9560	21637	479240	Sep-Nov	Mideast/Mideast
85+y	20-24y	0.6986525589563849	504	9560	36163	479240	Sep-Nov	Mideast/Mideast
85+y	25-29y	0.6719711158743105	609	9560	45432	479240	Sep-Nov	Mideast/Mideast
85+y	30-34y	0.7084753564227083	663	9560	46912	479240	Sep-Nov	Mideast/Mideast
85+y	35-39y	0.7003291964145174	586	9560	41946	479240	Sep-Nov	Mideast/Mideast
85+y	40-44y	0.6968246268204782	485	9560	34891	479240	Sep-Nov	Mideast/Mideast
85+y	45-49y	0.7918006130835032	508	9560	32162	479240	Sep-Nov	Mideast/Mideast
85+y	50-54y	0.7363077049111524	533	9560	36288	479240	Sep-Nov	Mideast/Mideast
85+y	55-59y	0.8101856569169834	573	9560	35454	479240	Sep-Nov	Mideast/Mideast
85+y	60-64y	1.0936144039212796	638	9560	29245	479240	Sep-Nov	Mideast/Mideast
85+y	65-69y	1.3936251883024418	649	9560	23345	479240	Sep-Nov	Mideast/Mideast
85+y	70-74y	1.799765752544217	621	9560	17297	479240	Sep-Nov	Mideast/Mideast
85+y	75-79y	2.171078644820568	479	9560	11060	479240	Sep-Nov	Mideast/Mideast
85+y	80-84y	3.7169407677720674	569	9560	7674	479240	Sep-Nov	Mideast/Mideast
85+y	85+y	7.005574143047215	1336	9560	9560	479240	Sep-Nov	Mideast/Mideast
00-04y	00-04y	1.940595009055467	14	421	421	24568	Sep-Nov	FL/FL
00-04y	05-09y	1.668914405530434	30	421	1049	24568	Sep-Nov	FL/FL
00-04y	10-14y	0.9844880260992485	29	421	1719	24568	Sep-Nov	FL/FL
00-04y	15-19y	1.4128834152691683	33	421	1363	24568	Sep-Nov	FL/FL
00-04y	20-24y	0.9980779264965577	32	421	1871	24568	Sep-Nov	FL/FL
00-04y	25-29y	0.8349405326151206	28	421	1957	24568	Sep-Nov	FL/FL
00-04y	30-34y	1.181709702079843	47	421	2321	24568	Sep-Nov	FL/FL
00-04y	35-39y	0.9408214697861198	37	421	2295	24568	Sep-Nov	FL/FL
00-04y	40-44y	1.0296229402038943	31	421	1757	24568	Sep-Nov	FL/FL
00-04y	45-49y	1.0930800640110225	31	421	1655	24568	Sep-Nov	FL/FL
00-04y	50-54y	0.9617296187921077	28	421	1699	24568	Sep-Nov	FL/FL
00-04y	55-59y	0.7083045697637357	18	421	1483	24568	Sep-Nov	FL/FL
00-04y	60-64y	0.8349186532352688	19	421	1328	24568	Sep-Nov	FL/FL
00-04y	65-69y	0.8410053458443715	18	421	1249	24568	Sep-Nov	FL/FL
00-04y	70-74y	0.5769723687212314	7	421	708	24568	Sep-Nov	FL/FL
00-04y	75-79y	0.8095698378482281	12	421	865	24568	Sep-Nov	FL/FL
00-04y	80-84y	0.4571051146406356	3	421	383	24568	Sep-Nov	FL/FL
00-04y	85+y	0.524556299874563	4	421	445	24568	Sep-Nov	FL/FL
05-09y	00-04y	1.668914405530434	30	1049	421	24568	Sep-Nov	FL/FL
05-09y	05-09y	2.4559056198603963	110	1049	1049	24568	Sep-Nov	FL/FL
05-09y	10-14y	1.566810353193795	115	1049	1719	24568	Sep-Nov	FL/FL
05-09y	15-19y	0.9622475235821839	56	1049	1363	24568	Sep-Nov	FL/FL
05-09y	20-24y	0.788608325660997	63	1049	1871	24568	Sep-Nov	FL/FL
05-09y	25-29y	0.9693681063747599	81	1049	1957	24568	Sep-Nov	FL/FL
05-09y	30-34y	0.988884183824976	98	1049	2321	24568	Sep-Nov	FL/FL
05-09y	35-39y	0.9694723265855436	95	1049	2295	24568	Sep-Nov	FL/FL
05-09y	40-44y	1.1863497935264253	89	1049	1757	24568	Sep-Nov	FL/FL
05-09y	45-49y	0.9622889300412708	68	1049	1655	24568	Sep-Nov	FL/FL
05-09y	50-54y	0.7995198207210993	58	1049	1699	24568	Sep-Nov	FL/FL
05-09y	55-59y	0.6948742886491774	44	1049	1483	24568	Sep-Nov	FL/FL
05-09y	60-64y	0.6525269332812661	37	1049	1328	24568	Sep-Nov	FL/FL
05-09y	65-69y	0.8063075818137828	43	1049	1249	24568	Sep-Nov	FL/FL
05-09y	70-74y	0.3969572851195381	12	1049	708	24568	Sep-Nov	FL/FL
05-09y	75-79y	0.8664205381398193	32	1049	865	24568	Sep-Nov	FL/FL
05-09y	80-84y	0.4280515821359146	7	1049	383	24568	Sep-Nov	FL/FL
05-09y	85+y	0.5789333876029605	11	1049	445	24568	Sep-Nov	FL/FL
10-14y	00-04y	0.9844880260992485	29	1719	421	24568	Sep-Nov	FL/FL
10-14y	05-09y	1.566810353193795	115	1719	1049	24568	Sep-Nov	FL/FL
10-14y	10-14y	1.9953972319770041	240	1719	1719	24568	Sep-Nov	FL/FL
10-14y	15-19y	1.2373148578508637	118	1719	1363	24568	Sep-Nov	FL/FL
10-14y	20-24y	0.9090070451634809	119	1719	1871	24568	Sep-Nov	FL/FL
10-14y	25-29y	0.6572730220984441	90	1719	1957	24568	Sep-Nov	FL/FL
10-14y	30-34y	0.8805518774254041	143	1719	2321	24568	Sep-Nov	FL/FL
10-14y	35-39y	1.008849447606591	162	1719	2295	24568	Sep-Nov	FL/FL
10-14y	40-44y	1.2445539043857812	153	1719	1757	24568	Sep-Nov	FL/FL
10-14y	45-49y	1.0449161583088602	121	1719	1655	24568	Sep-Nov	FL/FL
10-14y	50-54y	1.034679401119161	123	1719	1699	24568	Sep-Nov	FL/FL
10-14y	55-59y	0.9540873745771841	99	1719	1483	24568	Sep-Nov	FL/FL
10-14y	60-64y	0.6995350511995626	65	1719	1328	24568	Sep-Nov	FL/FL
10-14y	65-69y	0.5835821653250466	51	1719	1249	24568	Sep-Nov	FL/FL
10-14y	70-74y	0.6257818071865459	31	1719	708	24568	Sep-Nov	FL/FL
10-14y	75-79y	0.4791554439165128	29	1719	865	24568	Sep-Nov	FL/FL
10-14y	80-84y	0.3358455717620755	9	1719	383	24568	Sep-Nov	FL/FL
10-14y	85+y	0.7065735892961024	22	1719	445	24568	Sep-Nov	FL/FL
15-19y	00-04y	1.4128834152691683	33	1363	421	24568	Sep-Nov	FL/FL
15-19y	05-09y	0.9622475235821839	56	1363	1049	24568	Sep-Nov	FL/FL
15-19y	10-14y	1.2373148578508637	118	1363	1719	24568	Sep-Nov	FL/FL
15-19y	15-19y	1.6133851948223918	122	1363	1363	24568	Sep-Nov	FL/FL
15-19y	20-24y	1.3294725495093862	138	1363	1871	24568	Sep-Nov	FL/FL
15-19y	25-29y	0.8013137181613045	87	1363	1957	24568	Sep-Nov	FL/FL
15-19y	30-34y	0.8076669586407306	104	1363	2321	24568	Sep-Nov	FL/FL
15-19y	35-39y	0.9817511352792523	125	1363	2295	24568	Sep-Nov	FL/FL
15-19y	40-44y	0.9643401031655789	94	1363	1757	24568	Sep-Nov	FL/FL
15-19y	45-49y	0.9802089313381491	90	1363	1655	24568	Sep-Nov	FL/FL
15-19y	50-54y	0.9654330349258141	91	1363	1699	24568	Sep-Nov	FL/FL
15-19y	55-59y	0.9845052438272047	81	1363	1483	24568	Sep-Nov	FL/FL
15-19y	60-64y	0.7736615942861689	57	1363	1328	24568	Sep-Nov	FL/FL
15-19y	65-69y	1.0535001735798029	73	1363	1249	24568	Sep-Nov	FL/FL
15-19y	70-74y	0.6364750819685722	25	1363	708	24568	Sep-Nov	FL/FL
15-19y	75-79y	0.8543624018761742	41	1363	865	24568	Sep-Nov	FL/FL
15-19y	80-84y	0.6118146692999814	13	1363	383	24568	Sep-Nov	FL/FL
15-19y	85+y	0.6075840635742372	15	1363	445	24568	Sep-Nov	FL/FL
20-24y	00-04y	0.9980779264965577	32	1871	421	24568	Sep-Nov	FL/FL
20-24y	05-09y	0.788608325660997	63	1871	1049	24568	Sep-Nov	FL/FL
20-24y	10-14y	0.9090070451634809	119	1871	1719	24568	Sep-Nov	FL/FL
20-24y	15-19y	1.3294725495093862	138	1871	1363	24568	Sep-Nov	FL/FL
20-24y	20-24y	1.5299555138616041	218	1871	1871	24568	Sep-Nov	FL/FL
20-24y	25-29y	1.2077520785613294	180	1871	1957	24568	Sep-Nov	FL/FL
20-24y	30-34y	1.063601200297242	188	1871	2321	24568	Sep-Nov	FL/FL
20-24y	35-39y	1.0184352617464825	178	1871	2295	24568	Sep-Nov	FL/FL
20-24y	40-44y	0.8968207493763208	120	1871	1757	24568	Sep-Nov	FL/FL
20-24y	45-49y	1.0155659364347869	128	1871	1655	24568	Sep-Nov	FL/FL
20-24y	50-54y	1.0279083901650576	133	1871	1699	24568	Sep-Nov	FL/FL
20-24y	55-59y	0.8677230237723597	98	1871	1483	24568	Sep-Nov	FL/FL
20-24y	60-64y	0.7811334863773641	79	1871	1328	24568	Sep-Nov	FL/FL
20-24y	65-69y	0.8936196525365669	85	1871	1249	24568	Sep-Nov	FL/FL
20-24y	70-74y	0.5563967726252917	30	1871	708	24568	Sep-Nov	FL/FL
20-24y	75-79y	0.6223922788654331	41	1871	865	24568	Sep-Nov	FL/FL
20-24y	80-84y	0.617121573892014	18	1871	383	24568	Sep-Nov	FL/FL
20-24y	85+y	0.6786793098685435	23	1871	445	24568	Sep-Nov	FL/FL
25-29y	00-04y	0.8349405326151206	28	1957	421	24568	Sep-Nov	FL/FL
25-29y	05-09y	0.9693681063747599	81	1957	1049	24568	Sep-Nov	FL/FL
25-29y	10-14y	0.6572730220984441	90	1957	1719	24568	Sep-Nov	FL/FL
25-29y	15-19y	0.8013137181613045	87	1957	1363	24568	Sep-Nov	FL/FL
25-29y	20-24y	1.2077520785613294	180	1957	1871	24568	Sep-Nov	FL/FL
25-29y	25-29y	1.5908890924942471	248	1957	1957	24568	Sep-Nov	FL/FL
25-29y	30-34y	1.1088116609649472	205	1957	2321	24568	Sep-Nov	FL/FL
25-29y	35-39y	1.1760744904332028	215	1957	2295	24568	Sep-Nov	FL/FL
25-29y	40-44y	0.7287986531136568	102	1957	1757	24568	Sep-Nov	FL/FL
25-29y	45-49y	0.7661301054237094	101	1957	1655	24568	Sep-Nov	FL/FL
25-29y	50-54y	1.0861831315604509	147	1957	1699	24568	Sep-Nov	FL/FL
25-29y	55-59y	0.9481040620129825	112	1957	1483	24568	Sep-Nov	FL/FL
25-29y	60-64y	1.0682170429289974	113	1957	1328	24568	Sep-Nov	FL/FL
25-29y	65-69y	1.065424235146932	106	1957	1249	24568	Sep-Nov	FL/FL
25-29y	70-74y	0.6737980998241861	38	1957	708	24568	Sep-Nov	FL/FL
25-29y	75-79y	0.914331538481987	63	1957	865	24568	Sep-Nov	FL/FL
25-29y	80-84y	0.39333529900697906	12	1957	383	24568	Sep-Nov	FL/FL
25-29y	85+y	0.8181210635402731	29	1957	445	24568	Sep-Nov	FL/FL
30-34y	00-04y	1.181709702079843	47	2321	421	24568	Sep-Nov	FL/FL
30-34y	05-09y	0.988884183824976	98	2321	1049	24568	Sep-Nov	FL/FL
30-34y	10-14y	0.8805518774254041	143	2321	1719	24568	Sep-Nov	FL/FL
30-34y	15-19y	0.8076669586407306	104	2321	1363	24568	Sep-Nov	FL/FL
30-34y	20-24y	1.063601200297242	188	2321	1871	24568	Sep-Nov	FL/FL
30-34y	25-29y	1.1088116609649472	205	2321	1957	24568	Sep-Nov	FL/FL
30-34y	30-34y	1.5049896594438394	330	2321	2321	24568	Sep-Nov	FL/FL
30-34y	35-39y	1.0562033305830352	229	2321	2295	24568	Sep-Nov	FL/FL
30-34y	40-44y	1.0362187613183629	172	2321	1757	24568	Sep-Nov	FL/FL
30-34y	45-49y	0.9529783885735261	149	2321	1655	24568	Sep-Nov	FL/FL
30-34y	50-54y	0.9033777884398126	145	2321	1699	24568	Sep-Nov	FL/FL
30-34y	55-59y	0.9136158380357247	128	2321	1483	24568	Sep-Nov	FL/FL
30-34y	60-64y	0.9325724916036399	117	2321	1328	24568	Sep-Nov	FL/FL
30-34y	65-69y	0.8051114739270951	95	2321	1249	24568	Sep-Nov	FL/FL
30-34y	70-74y	0.6727819199302852	45	2321	708	24568	Sep-Nov	FL/FL
30-34y	75-79y	0.9300201975927259	76	2321	865	24568	Sep-Nov	FL/FL
30-34y	80-84y	0.44219820618419853	16	2321	383	24568	Sep-Nov	FL/FL
30-34y	85+y	0.8087496187714517	34	2321	445	24568	Sep-Nov	FL/FL
35-39y	00-04y	0.9408214697861198	37	2295	421	24568	Sep-Nov	FL/FL
35-39y	05-09y	0.9694723265855436	95	2295	1049	24568	Sep-Nov	FL/FL
35-39y	10-14y	1.008849447606591	162	2295	1719	24568	Sep-Nov	FL/FL
35-39y	15-19y	0.9817511352792523	125	2295	1363	24568	Sep-Nov	FL/FL
35-39y	20-24y	1.0184352617464825	178	2295	1871	24568	Sep-Nov	FL/FL
35-39y	25-29y	1.1760744904332028	215	2295	1957	24568	Sep-Nov	FL/FL
35-39y	30-34y	1.0562033305830352	229	2295	2321	24568	Sep-Nov	FL/FL
35-39y	35-39y	1.2687422216526407	272	2295	2295	24568	Sep-Nov	FL/FL
35-39y	40-44y	1.1515352843217854	189	2295	1757	24568	Sep-Nov	FL/FL
35-39y	45-49y	0.9249649507335663	143	2295	1655	24568	Sep-Nov	FL/FL
35-39y	50-54y	0.787596702404721	125	2295	1699	24568	Sep-Nov	FL/FL
35-39y	55-59y	0.9095292031550014	126	2295	1483	24568	Sep-Nov	FL/FL
35-39y	60-64y	0.951198585190435	118	2295	1328	24568	Sep-Nov	FL/FL
35-39y	65-69y	0.9256538128105971	108	2295	1249	24568	Sep-Nov	FL/FL
35-39y	70-74y	0.8769647846583706	58	2295	708	24568	Sep-Nov	FL/FL
35-39y	75-79y	0.8044232876194793	65	2295	865	24568	Sep-Nov	FL/FL
35-39y	80-84y	0.58695995949874	21	2295	383	24568	Sep-Nov	FL/FL
35-39y	85+y	0.6976309025482852	29	2295	445	24568	Sep-Nov	FL/FL
40-44y	00-04y	1.0296229402038943	31	1757	421	24568	Sep-Nov	FL/FL
40-44y	05-09y	1.1863497935264253	89	1757	1049	24568	Sep-Nov	FL/FL
40-44y	10-14y	1.2445539043857812	153	1757	1719	24568	Sep-Nov	FL/FL
40-44y	15-19y	0.9643401031655789	94	1757	1363	24568	Sep-Nov	FL/FL
40-44y	20-24y	0.8968207493763208	120	1757	1871	24568	Sep-Nov	FL/FL
40-44y	25-29y	0.7287986531136568	102	1757	1957	24568	Sep-Nov	FL/FL
40-44y	30-34y	1.0362187613183629	172	1757	2321	24568	Sep-Nov	FL/FL
40-44y	35-39y	1.1515352843217854	189	1757	2295	24568	Sep-Nov	FL/FL
40-44y	40-44y	1.2415122014584155	156	1757	1757	24568	Sep-Nov	FL/FL
40-44y	45-49y	0.9631746643121085	114	1757	1655	24568	Sep-Nov	FL/FL
40-44y	50-54y	0.9382307648243317	114	1757	1699	24568	Sep-Nov	FL/FL
40-44y	55-59y	0.9617390183030521	102	1757	1483	24568	Sep-Nov	FL/FL
40-44y	60-64y	0.9476384479294526	90	1757	1328	24568	Sep-Nov	FL/FL
40-44y	65-69y	1.0411630385697288	93	1757	1249	24568	Sep-Nov	FL/FL
40-44y	70-74y	0.9282458543549772	47	1757	708	24568	Sep-Nov	FL/FL
40-44y	75-79y	0.775931780721869	48	1757	865	24568	Sep-Nov	FL/FL
40-44y	80-84y	0.5111266979824083	14	1757	383	24568	Sep-Nov	FL/FL
40-44y	85+y	0.9112481054913572	29	1757	445	24568	Sep-Nov	FL/FL
45-49y	00-04y	1.0930800640110225	31	1655	421	24568	Sep-Nov	FL/FL
45-49y	05-09y	0.9622889300412708	68	1655	1049	24568	Sep-Nov	FL/FL
45-49y	10-14y	1.0449161583088602	121	1655	1719	24568	Sep-Nov	FL/FL
45-49y	15-19y	0.9802089313381491	90	1655	1363	24568	Sep-Nov	FL/FL
45-49y	20-24y	1.0155659364347869	128	1655	1871	24568	Sep-Nov	FL/FL
45-49y	25-29y	0.7661301054237094	101	1655	1957	24568	Sep-Nov	FL/FL
45-49y	30-34y	0.9529783885735261	149	1655	2321	24568	Sep-Nov	FL/FL
45-49y	35-39y	0.9249649507335663	143	1655	2295	24568	Sep-Nov	FL/FL
45-49y	40-44y	0.9631746643121085	114	1655	1757	24568	Sep-Nov	FL/FL
45-49y	45-49y	1.5786526227398436	176	1655	1655	24568	Sep-Nov	FL/FL
45-49y	50-54y	1.1882763808104644	136	1655	1699	24568	Sep-Nov	FL/FL
45-49y	55-59y	0.9709627541135895	97	1655	1483	24568	Sep-Nov	FL/FL
45-49y	60-64y	0.8495472827867361	76	1655	1328	24568	Sep-Nov	FL/FL
45-49y	65-69y	0.7250024793248496	61	1655	1249	24568	Sep-Nov	FL/FL
45-49y	70-74y	0.9854549644119003	47	1655	708	24568	Sep-Nov	FL/FL
45-49y	75-79y	1.0640148088643626	62	1655	865	24568	Sep-Nov	FL/FL
45-49y	80-84y	0.7751824126588469	20	1655	383	24568	Sep-Nov	FL/FL
45-49y	85+y	1.1675630537357005	35	1655	445	24568	Sep-Nov	FL/FL
50-54y	00-04y	0.9617296187921077	28	1699	421	24568	Sep-Nov	FL/FL
50-54y	05-09y	0.7995198207210993	58	1699	1049	24568	Sep-Nov	FL/FL
50-54y	10-14y	1.034679401119161	123	1699	1719	24568	Sep-Nov	FL/FL
50-54y	15-19y	0.9654330349258141	91	1699	1363	24568	Sep-Nov	FL/FL
50-54y	20-24y	1.0279083901650576	133	1699	1871	24568	Sep-Nov	FL/FL
50-54y	25-29y	1.0861831315604509	147	1699	1957	24568	Sep-Nov	FL/FL
50-54y	30-34y	0.9033777884398126	145	1699	2321	24568	Sep-Nov	FL/FL
50-54y	35-39y	0.787596702404721	125	1699	2295	24568	Sep-Nov	FL/FL
50-54y	40-44y	0.9382307648243317	114	1699	1757	24568	Sep-Nov	FL/FL
50-54y	45-49y	1.1882763808104644	136	1699	1655	24568	Sep-Nov	FL/FL
50-54y	50-54y	1.2596354674580934	148	1699	1699	24568	Sep-Nov	FL/FL
50-54y	55-59y	1.1115788629779844	114	1699	1483	24568	Sep-Nov	FL/FL
50-54y	60-64y	1.067098736322571	98	1699	1328	24568	Sep-Nov	FL/FL
50-54y	65-69y	0.8335789290643816	72	1699	1249	24568	Sep-Nov	FL/FL
50-54y	70-74y	0.9395099476927272	46	1699	708	24568	Sep-Nov	FL/FL
50-54y	75-79y	0.9361569369265158	56	1699	865	24568	Sep-Nov	FL/FL
50-54y	80-84y	1.2836809242727638	34	1699	383	24568	Sep-Nov	FL/FL
50-54y	85+y	1.0073460264134224	31	1699	445	24568	Sep-Nov	FL/FL
55-59y	00-04y	0.7083045697637357	18	1483	421	24568	Sep-Nov	FL/FL
55-59y	05-09y	0.6948742886491774	44	1483	1049	24568	Sep-Nov	FL/FL
55-59y	10-14y	0.9540873745771841	99	1483	1719	24568	Sep-Nov	FL/FL
55-59y	15-19y	0.9845052438272047	81	1483	1363	24568	Sep-Nov	FL/FL
55-59y	20-24y	0.8677230237723597	98	1483	1871	24568	Sep-Nov	FL/FL
55-59y	25-29y	0.9481040620129825	112	1483	1957	24568	Sep-Nov	FL/FL
55-59y	30-34y	0.9136158380357247	128	1483	2321	24568	Sep-Nov	FL/FL
55-59y	35-39y	0.9095292031550014	126	1483	2295	24568	Sep-Nov	FL/FL
55-59y	40-44y	0.9617390183030521	102	1483	1757	24568	Sep-Nov	FL/FL
55-59y	45-49y	0.9709627541135895	97	1483	1655	24568	Sep-Nov	FL/FL
55-59y	50-54y	1.1115788629779844	114	1483	1699	24568	Sep-Nov	FL/FL
55-59y	55-59y	1.452215238652128	130	1483	1483	24568	Sep-Nov	FL/FL
55-59y	60-64y	1.3722189838247123	110	1483	1328	24568	Sep-Nov	FL/FL
55-59y	65-69y	0.9947815298766323	75	1483	1249	24568	Sep-Nov	FL/FL
55-59y	70-74y	0.8657601593959412	37	1483	708	24568	Sep-Nov	FL/FL
55-59y	75-79y	1.1108127175425535	58	1483	865	24568	Sep-Nov	FL/FL
55-59y	80-84y	0.9515976541799225	22	1483	383	24568	Sep-Nov	FL/FL
55-59y	85+y	1.1912945971951783	32	1483	445	24568	Sep-Nov	FL/FL
60-64y	00-04y	0.8349186532352688	19	1328	421	24568	Sep-Nov	FL/FL
60-64y	05-09y	0.6525269332812661	37	1328	1049	24568	Sep-Nov	FL/FL
60-64y	10-14y	0.6995350511995626	65	1328	1719	24568	Sep-Nov	FL/FL
60-64y	15-19y	0.7736615942861689	57	1328	1363	24568	Sep-Nov	FL/FL
60-64y	20-24y	0.7811334863773641	79	1328	1871	24568	Sep-Nov	FL/FL
60-64y	25-29y	1.0682170429289974	113	1328	1957	24568	Sep-Nov	FL/FL
60-64y	30-34y	0.9325724916036399	117	1328	2321	24568	Sep-Nov	FL/FL
60-64y	35-39y	0.951198585190435	118	1328	2295	24568	Sep-Nov	FL/FL
60-64y	40-44y	0.9476384479294526	90	1328	1757	24568	Sep-Nov	FL/FL
60-64y	45-49y	0.8495472827867361	76	1328	1655	24568	Sep-Nov	FL/FL
60-64y	50-54y	1.067098736322571	98	1328	1699	24568	Sep-Nov	FL/FL
60-64y	55-59y	1.3722189838247123	110	1328	1483	24568	Sep-Nov	FL/FL
60-64y	60-64y	1.699548759798229	122	1328	1328	24568	Sep-Nov	FL/FL
60-64y	65-69y	1.1405130128198944	77	1328	1249	24568	Sep-Nov	FL/FL
60-64y	70-74y	1.3326281822204071	51	1328	708	24568	Sep-Nov	FL/FL
60-64y	75-79y	0.9624286161988996	45	1328	865	24568	Sep-Nov	FL/FL
60-64y	80-84y	1.3041795117808046	27	1328	383	24568	Sep-Nov	FL/FL
60-64y	85+y	1.1224736022742656	27	1328	445	24568	Sep-Nov	FL/FL
65-69y	00-04y	0.8410053458443715	18	1249	421	24568	Sep-Nov	FL/FL
65-69y	05-09y	0.8063075818137828	43	1249	1049	24568	Sep-Nov	FL/FL
65-69y	10-14y	0.5835821653250466	51	1249	1719	24568	Sep-Nov	FL/FL
