x	y	RR	N_pairs	N_x	N_y	N_total	nRR_fixed	season_date	season	geo_cat
90+y	00-09y	1.5644555694618273e-4	0	17	376	7552	NA	2022-01-15	Dec-Feb	FL/FL
90+y	10-19y	9.487666034155598e-5	0	17	620	7552	NA	2022-01-15	Dec-Feb	FL/FL
90+y	20-29y	0.8267771128302438	3	17	1612	7552	0.733064083018971	2022-01-15	Dec-Feb	FL/FL
90+y	30-39y	0.3580129876285728	1	17	1241	7552	0.31743314904594866	2022-01-15	Dec-Feb	FL/FL
90+y	40-49y	5.441584589432443e-5	0	17	1081	7552	NA	2022-01-15	Dec-Feb	FL/FL
90+y	50-59y	1.1804824675663002	3	17	1129	7552	1.0466778581280611	2022-01-15	Dec-Feb	FL/FL
90+y	60-69y	2.7800191415740265	5	17	799	7552	2.464911221135344	2022-01-15	Dec-Feb	FL/FL
90+y	70-79y	1.0893246187363834e-4	0	17	540	7552	NA	2022-01-15	Dec-Feb	FL/FL
90+y	80-89y	9.728209531987977	3	17	137	7552	8.625542349099131	2022-01-15	Dec-Feb	FL/FL
90+y	90+y	52.266435986159166	2	17	17	7552	46.34217175860598	2022-01-15	Dec-Feb	FL/FL
00-09y	00-09y	0.9984604912735179	140	1945	1945	26980	0.9815321558192208	2021-10-15	Sep-Nov	FL/Mideast
00-09y	10-19y	1.0974262145716052	250	1945	3160	26980	1.0788199710006532	2021-10-15	Sep-Nov	FL/Mideast
00-09y	20-29y	1.0528674563413298	423	1945	5573	26980	1.0350166814277173	2021-10-15	Sep-Nov	FL/Mideast
00-09y	30-39y	0.961239154096557	318	1945	4589	26980	0.9449418854569172	2021-10-15	Sep-Nov	FL/Mideast
00-09y	40-49y	0.9358334895144214	248	1945	3676	26980	0.9199669596133141	2021-10-15	Sep-Nov	FL/Mideast
00-09y	50-59y	0.9310615532860539	207	1945	3084	26980	0.9152759288768978	2021-10-15	Sep-Nov	FL/Mideast
00-09y	60-69y	0.9762595506355162	182	1945	2586	26980	0.9597076196296732	2021-10-15	Sep-Nov	FL/Mideast
00-09y	70-79y	1.0916127610372908	123	1945	1563	26980	1.0731050812977942	2021-10-15	Sep-Nov	FL/Mideast
00-09y	80-89y	0.9839629606568168	41	1945	578	26980	0.9672804226714065	2021-10-15	Sep-Nov	FL/Mideast
00-09y	90+y	0.797918420274359	13	1945	226	26980	0.7843901627202332	2021-10-15	Sep-Nov	FL/Mideast
10-19y	00-09y	1.0974262145716052	250	3160	1945	26980	1.0788199710006532	2021-10-15	Sep-Nov	FL/Mideast
10-19y	10-19y	1.0051034489665118	372	3160	3160	26980	0.9880624859047946	2021-10-15	Sep-Nov	FL/Mideast
10-19y	20-29y	0.9176829628384594	599	3160	5573	26980	0.9021241648976333	2021-10-15	Sep-Nov	FL/Mideast
10-19y	30-39y	0.8744494263938808	470	3160	4589	26980	0.8596236287211734	2021-10-15	Sep-Nov	FL/Mideast
10-19y	40-49y	0.9987294424319224	430	3160	3676	26980	0.9817965470621653	2021-10-15	Sep-Nov	FL/Mideast
10-19y	50-59y	1.0464833809453447	378	3160	3084	26980	1.0287408444355681	2021-10-15	Sep-Nov	FL/Mideast
10-19y	60-69y	1.211692585195845	367	3160	2586	26980	1.191149019647731	2021-10-15	Sep-Nov	FL/Mideast
10-19y	70-79y	1.0761236910517749	197	3160	1563	26980	1.0578786197728849	2021-10-15	Sep-Nov	FL/Mideast
10-19y	80-89y	1.004468157329946	68	3160	578	26980	0.9874379652802309	2021-10-15	Sep-Nov	FL/Mideast
10-19y	90+y	1.0955822224711549	29	3160	226	26980	1.0770072427480208	2021-10-15	Sep-Nov	FL/Mideast
20-29y	00-09y	1.0528674563413298	423	5573	1945	26980	1.0350166814277173	2021-10-15	Sep-Nov	FL/Mideast
20-29y	10-19y	0.9176829628384594	599	5573	3160	26980	0.9021241648976333	2021-10-15	Sep-Nov	FL/Mideast
20-29y	20-29y	1.108446014594024	1276	5573	5573	26980	1.0896529365183028	2021-10-15	Sep-Nov	FL/Mideast
20-29y	30-39y	1.0781663076306056	1022	5573	4589	26980	1.0598866049377007	2021-10-15	Sep-Nov	FL/Mideast
20-29y	40-49y	0.969293355750864	736	5573	3676	26980	0.9528595326570296	2021-10-15	Sep-Nov	FL/Mideast
20-29y	50-59y	0.946576834343275	603	5573	3084	26980	0.9305281570795494	2021-10-15	Sep-Nov	FL/Mideast
20-29y	60-69y	0.9322958624536126	498	5573	2586	26980	0.9164893110274885	2021-10-15	Sep-Nov	FL/Mideast
20-29y	70-79y	0.8115126181333798	262	5573	1563	26980	0.7977538786086594	2021-10-15	Sep-Nov	FL/Mideast
20-29y	80-89y	0.9967176767372595	119	5573	578	26980	0.9798188897221468	2021-10-15	Sep-Nov	FL/Mideast
20-29y	90+y	0.7497439456037247	35	5573	226	26980	0.7370324591433843	2021-10-15	Sep-Nov	FL/Mideast
30-39y	00-09y	0.961239154096557	318	4589	1945	26980	0.9449418854569172	2021-10-15	Sep-Nov	FL/Mideast
30-39y	10-19y	0.8744494263938808	470	4589	3160	26980	0.8596236287211734	2021-10-15	Sep-Nov	FL/Mideast
30-39y	20-29y	1.0781663076306056	1022	4589	5573	26980	1.0598866049377007	2021-10-15	Sep-Nov	FL/Mideast
30-39y	30-39y	1.0172468475474123	794	4589	4589	26980	1	2021-10-15	Sep-Nov	FL/Mideast
30-39y	40-49y	1.0315923776661369	645	4589	3676	26980	1.0141023097326982	2021-10-15	Sep-Nov	FL/Mideast
30-39y	50-59y	0.9817858726628471	515	4589	3084	26980	0.9651402459785825	2021-10-15	Sep-Nov	FL/Mideast
30-39y	60-69y	0.9184949483254368	404	4589	2586	26980	0.9029223836278609	2021-10-15	Sep-Nov	FL/Mideast
30-39y	70-79y	1.060752526940344	282	4589	1563	26980	1.0427680650943516	2021-10-15	Sep-Nov	FL/Mideast
30-39y	80-89y	0.9866609712860828	97	4589	578	26980	0.9699326900495466	2021-10-15	Sep-Nov	FL/Mideast
30-39y	90+y	1.0926098770241266	42	4589	226	26980	1.0740852917444914	2021-10-15	Sep-Nov	FL/Mideast
40-49y	00-09y	0.9358334895144214	248	3676	1945	26980	0.9199669596133141	2021-10-15	Sep-Nov	FL/Mideast
40-49y	10-19y	0.9987294424319224	430	3676	3160	26980	0.9817965470621653	2021-10-15	Sep-Nov	FL/Mideast
40-49y	20-29y	0.969293355750864	736	3676	5573	26980	0.9528595326570296	2021-10-15	Sep-Nov	FL/Mideast
40-49y	30-39y	1.0315923776661369	645	3676	4589	26980	1.0141023097326982	2021-10-15	Sep-Nov	FL/Mideast
40-49y	40-49y	1.0302453730399581	516	3676	3676	26980	1.012778142811536	2021-10-15	Sep-Nov	FL/Mideast
40-49y	50-59y	0.9186274520181384	386	3676	3084	26980	0.903052640795058	2021-10-15	Sep-Nov	FL/Mideast
40-49y	60-69y	0.939433330219555	331	3676	2586	26980	0.9235057670461538	2021-10-15	Sep-Nov	FL/Mideast
40-49y	70-79y	1.1786402018383497	251	3676	1563	26980	1.15865702084018	2021-10-15	Sep-Nov	FL/Mideast
40-49y	80-89y	1.0920367218768707	86	3676	578	26980	1.0735218541200469	2021-10-15	Sep-Nov	FL/Mideast
40-49y	90+y	1.5263572852369351	47	3676	226	26980	1.5004787568690832	2021-10-15	Sep-Nov	FL/Mideast
50-59y	00-09y	0.9310615532860539	207	3084	1945	26980	0.9152759288768978	2021-10-15	Sep-Nov	FL/Mideast
50-59y	10-19y	1.0464833809453447	378	3084	3160	26980	1.0287408444355681	2021-10-15	Sep-Nov	FL/Mideast
50-59y	20-29y	0.946576834343275	603	3084	5573	26980	0.9305281570795494	2021-10-15	Sep-Nov	FL/Mideast
50-59y	30-39y	0.9817858726628471	515	3084	4589	26980	0.9651402459785825	2021-10-15	Sep-Nov	FL/Mideast
50-59y	40-49y	0.9186274520181384	386	3084	3676	26980	0.903052640795058	2021-10-15	Sep-Nov	FL/Mideast
50-59y	50-59y	1.0722722061567085	378	3084	3084	26980	1.0540924346356664	2021-10-15	Sep-Nov	FL/Mideast
50-59y	60-69y	1.1738931721541614	347	3084	2586	26980	1.15399047437151	2021-10-15	Sep-Nov	FL/Mideast
50-59y	70-79y	0.9515193270449176	170	3084	1563	26980	0.9353868526002669	2021-10-15	Sep-Nov	FL/Mideast
50-59y	80-89y	0.99895038125115	66	3084	578	26980	0.9820137399881108	2021-10-15	Sep-Nov	FL/Mideast
50-59y	90+y	1.3161292081310332	34	3084	226	26980	1.2938149784432635	2021-10-15	Sep-Nov	FL/Mideast
60-69y	00-09y	0.9762595506355162	182	2586	1945	26980	0.9597076196296732	2021-10-15	Sep-Nov	FL/Mideast
60-69y	10-19y	1.211692585195845	367	2586	3160	26980	1.191149019647731	2021-10-15	Sep-Nov	FL/Mideast
60-69y	20-29y	0.9322958624536126	498	2586	5573	26980	0.9164893110274885	2021-10-15	Sep-Nov	FL/Mideast
60-69y	30-39y	0.9184949483254368	404	2586	4589	26980	0.9029223836278609	2021-10-15	Sep-Nov	FL/Mideast
60-69y	40-49y	0.939433330219555	331	2586	3676	26980	0.9235057670461538	2021-10-15	Sep-Nov	FL/Mideast
60-69y	50-59y	1.1738931721541614	347	2586	3084	26980	1.15399047437151	2021-10-15	Sep-Nov	FL/Mideast
60-69y	60-69y	0.9682694130869475	240	2586	2586	26980	0.951852950364457	2021-10-15	Sep-Nov	FL/Mideast
60-69y	70-79y	0.9345070830234556	140	2586	1563	26980	0.91866304159758	2021-10-15	Sep-Nov	FL/Mideast
60-69y	80-89y	1.0649712184587223	59	2586	578	26980	1.0469152310733365	2021-10-15	Sep-Nov	FL/Mideast
60-69y	90+y	0.8309566830243175	18	2586	226	26980	0.8168682803271974	2021-10-15	Sep-Nov	FL/Mideast
70-79y	00-09y	1.0916127610372908	123	1563	1945	26980	1.0731050812977942	2021-10-15	Sep-Nov	FL/Mideast
70-79y	10-19y	1.0761236910517749	197	1563	3160	26980	1.0578786197728849	2021-10-15	Sep-Nov	FL/Mideast
70-79y	20-29y	0.8115126181333798	262	1563	5573	26980	0.7977538786086594	2021-10-15	Sep-Nov	FL/Mideast
70-79y	30-39y	1.060752526940344	282	1563	4589	26980	1.0427680650943516	2021-10-15	Sep-Nov	FL/Mideast
70-79y	40-49y	1.1786402018383497	251	1563	3676	26980	1.15865702084018	2021-10-15	Sep-Nov	FL/Mideast
70-79y	50-59y	0.9515193270449176	170	1563	3084	26980	0.9353868526002669	2021-10-15	Sep-Nov	FL/Mideast
70-79y	60-69y	0.9345070830234556	140	1563	2586	26980	0.91866304159758	2021-10-15	Sep-Nov	FL/Mideast
70-79y	70-79y	1.1043942841681578	100	1563	1563	26980	1.0856699009005124	2021-10-15	Sep-Nov	FL/Mideast
70-79y	80-89y	0.9258003528836171	31	1563	578	26980	0.9101039291650073	2021-10-15	Sep-Nov	FL/Mideast
70-79y	90+y	0.5346565205328985	7	1563	226	26980	0.5255917202613685	2021-10-15	Sep-Nov	FL/Mideast
80-89y	00-09y	0.9839629606568168	41	578	1945	26980	0.9672804226714065	2021-10-15	Sep-Nov	FL/Mideast
80-89y	10-19y	1.004468157329946	68	578	3160	26980	0.9874379652802309	2021-10-15	Sep-Nov	FL/Mideast
80-89y	20-29y	0.9967176767372595	119	578	5573	26980	0.9798188897221468	2021-10-15	Sep-Nov	FL/Mideast
80-89y	30-39y	0.9866609712860828	97	578	4589	26980	0.9699326900495466	2021-10-15	Sep-Nov	FL/Mideast
80-89y	40-49y	1.0920367218768707	86	578	3676	26980	1.0735218541200469	2021-10-15	Sep-Nov	FL/Mideast
80-89y	50-59y	0.99895038125115	66	578	3084	26980	0.9820137399881108	2021-10-15	Sep-Nov	FL/Mideast
80-89y	60-69y	1.0649712184587223	59	578	2586	26980	1.0469152310733365	2021-10-15	Sep-Nov	FL/Mideast
80-89y	70-79y	0.9258003528836171	31	578	1563	26980	0.9101039291650073	2021-10-15	Sep-Nov	FL/Mideast
80-89y	80-89y	0.8075843201111098	10	578	578	26980	0.79389218266756	2021-10-15	Sep-Nov	FL/Mideast
80-89y	90+y	0.20654836635330864	1	578	226	26980	0.20304645509720465	2021-10-15	Sep-Nov	FL/Mideast
90+y	00-09y	0.797918420274359	13	226	1945	26980	0.7843901627202332	2021-10-15	Sep-Nov	FL/Mideast
90+y	10-19y	1.0955822224711549	29	226	3160	26980	1.0770072427480208	2021-10-15	Sep-Nov	FL/Mideast
90+y	20-29y	0.7497439456037247	35	226	5573	26980	0.7370324591433843	2021-10-15	Sep-Nov	FL/Mideast
90+y	30-39y	1.0926098770241266	42	226	4589	26980	1.0740852917444914	2021-10-15	Sep-Nov	FL/Mideast
90+y	40-49y	1.5263572852369351	47	226	3676	26980	1.5004787568690832	2021-10-15	Sep-Nov	FL/Mideast
90+y	50-59y	1.3161292081310332	34	226	3084	26980	1.2938149784432635	2021-10-15	Sep-Nov	FL/Mideast
90+y	60-69y	0.8309566830243175	18	226	2586	26980	0.8168682803271974	2021-10-15	Sep-Nov	FL/Mideast
90+y	70-79y	0.5346565205328985	7	226	1563	26980	0.5255917202613685	2021-10-15	Sep-Nov	FL/Mideast
90+y	80-89y	0.20654836635330864	1	226	578	26980	0.20304645509720465	2021-10-15	Sep-Nov	FL/Mideast
90+y	90+y	1.9578667084344897e-5	0	226	226	26980	NA	2021-10-15	Sep-Nov	FL/Mideast
00-09y	00-09y	1.3149931243243562	3630	43868	43868	697128	1.2300487343975601	2022-04-15	Mar-May	Mideast/Mideast
00-09y	10-19y	1.0745119053740877	4171	43868	61687	697128	1.005101840345818	2022-04-15	Mar-May	Mideast/Mideast
00-09y	20-29y	0.9427505316287483	7562	43868	127469	697128	0.8818518339237603	2022-04-15	Mar-May	Mideast/Mideast
00-09y	30-39y	1.0045047846343773	9117	43868	144233	697128	0.9396169578229969	2022-04-15	Mar-May	Mideast/Mideast
00-09y	40-49y	1.014810627480742	6524	43868	102163	697128	0.9492570758704463	2022-04-15	Mar-May	Mideast/Mideast
00-09y	50-59y	0.9371441012697106	5582	43868	94656	697128	0.8766075612047179	2022-04-15	Mar-May	Mideast/Mideast
00-09y	60-69y	0.949082689089298	4079	43868	68299	697128	0.8877749540726638	2022-04-15	Mar-May	Mideast/Mideast
00-09y	70-79y	0.9554300789356438	2255	43868	37507	697128	0.8937123226434973	2022-04-15	Mar-May	Mideast/Mideast
00-09y	80-89y	0.9070296210081462	761	43868	13333	697128	0.848438380965232	2022-04-15	Mar-May	Mideast/Mideast
00-09y	90+y	0.7594452211034516	187	43868	3913	697128	0.7103874657462903	2022-04-15	Mar-May	Mideast/Mideast
10-19y	00-09y	1.0745119053740877	4171	61687	43868	697128	1.005101840345818	2022-04-15	Mar-May	Mideast/Mideast
10-19y	10-19y	1.3501832458468774	7370	61687	61687	697128	1.2629656855522011	2022-04-15	Mar-May	Mideast/Mideast
10-19y	20-29y	0.9178685975232252	10353	61687	127469	697128	0.8585771939353668	2022-04-15	Mar-May	Mideast/Mideast
10-19y	30-39y	0.9162570500813392	11694	61687	144233	697128	0.8570697473528365	2022-04-15	Mar-May	Mideast/Mideast
10-19y	40-49y	1.0245425881422467	9262	61687	102163	697128	0.958360382704116	2022-04-15	Mar-May	Mideast/Mideast
10-19y	50-59y	1.0014497222534693	8388	61687	94656	697128	0.9367592427934431	2022-04-15	Mar-May	Mideast/Mideast
10-19y	60-69y	0.9807074148543701	5927	61687	68299	697128	0.9173568227405959	2022-04-15	Mar-May	Mideast/Mideast
10-19y	70-79y	0.9521242596443625	3160	61687	37507	697128	0.8906200488055813	2022-04-15	Mar-May	Mideast/Mideast
10-19y	80-89y	0.8967609032250868	1058	61687	13333	697128	0.8388329898196109	2022-04-15	Mar-May	Mideast/Mideast
10-19y	90+y	0.8779759392311658	304	61687	3913	697128	0.8212614749888406	2022-04-15	Mar-May	Mideast/Mideast
20-29y	00-09y	0.9427505316287483	7562	127469	43868	697128	0.8818518339237603	2022-04-15	Mar-May	Mideast/Mideast
20-29y	10-19y	0.9178685975232252	10353	127469	61687	697128	0.8585771939353668	2022-04-15	Mar-May	Mideast/Mideast
20-29y	20-29y	1.1773867089559813	27442	127469	127469	697128	1.101331257524195	2022-04-15	Mar-May	Mideast/Mideast
20-29y	30-39y	1.030757900930946	27184	127469	144233	697128	0.9641742059768063	2022-04-15	Mar-May	Mideast/Mideast
20-29y	40-49y	0.9627213522524897	17984	127469	102163	697128	0.900532602802864	2022-04-15	Mar-May	Mideast/Mideast
20-29y	50-59y	0.9589354936381117	16597	127469	94656	697128	0.8969912986613565	2022-04-15	Mar-May	Mideast/Mideast
20-29y	60-69y	0.9364699129710413	11695	127469	68299	697128	0.875976923334311	2022-04-15	Mar-May	Mideast/Mideast
20-29y	70-79y	0.8919368352409534	6117	127469	37507	697128	0.8343205413445818	2022-04-15	Mar-May	Mideast/Mideast
20-29y	80-89y	0.8363677815713525	2039	127469	13333	697128	0.7823410724990072	2022-04-15	Mar-May	Mideast/Mideast
20-29y	90+y	0.6932338767185251	496	127469	3913	697128	0.6484531644507718	2022-04-15	Mar-May	Mideast/Mideast
30-39y	00-09y	1.0045047846343773	9117	144233	43868	697128	0.9396169578229969	2022-04-15	Mar-May	Mideast/Mideast
30-39y	10-19y	0.9162570500813392	11694	144233	61687	697128	0.8570697473528365	2022-04-15	Mar-May	Mideast/Mideast
30-39y	20-29y	1.030757900930946	27184	144233	127469	697128	0.9641742059768063	2022-04-15	Mar-May	Mideast/Mideast
30-39y	30-39y	1.069057743446563	31902	144233	144233	697128	1	2022-04-15	Mar-May	Mideast/Mideast
30-39y	40-49y	1.0020288091001897	21180	144233	102163	697128	0.9373009224644153	2022-04-15	Mar-May	Mideast/Mideast
30-39y	50-59y	0.9805989841179525	19204	144233	94656	697128	0.9172553962862419	2022-04-15	Mar-May	Mideast/Mideast
30-39y	60-69y	0.961305036266944	13584	144233	68299	697128	0.8992077763430887	2022-04-15	Mar-May	Mideast/Mideast
30-39y	70-79y	0.959401213276414	7445	144233	37507	697128	0.8974269342864265	2022-04-15	Mar-May	Mideast/Mideast
30-39y	80-89y	0.8555236384428223	2360	144233	13333	697128	0.800259521702427	2022-04-15	Mar-May	Mideast/Mideast
30-39y	90+y	0.6954188167249591	563	144233	3913	697128	0.6504969642546906	2022-04-15	Mar-May	Mideast/Mideast
40-49y	00-09y	1.014810627480742	6524	102163	43868	697128	0.9492570758704463	2022-04-15	Mar-May	Mideast/Mideast
40-49y	10-19y	1.0245425881422467	9262	102163	61687	697128	0.958360382704116	2022-04-15	Mar-May	Mideast/Mideast
40-49y	20-29y	0.9627213522524897	17984	102163	127469	697128	0.900532602802864	2022-04-15	Mar-May	Mideast/Mideast
40-49y	30-39y	1.0020288091001897	21180	102163	144233	697128	0.9373009224644153	2022-04-15	Mar-May	Mideast/Mideast
40-49y	40-49y	1.059323080044928	15860	102163	102163	697128	0.9908941650146501	2022-04-15	Mar-May	Mideast/Mideast
40-49y	50-59y	0.9976436678737951	13839	102163	94656	697128	0.9331990474690973	2022-04-15	Mar-May	Mideast/Mideast
40-49y	60-69y	0.977009957957596	9779	102163	68299	697128	0.9138982098457922	2022-04-15	Mar-May	Mideast/Mideast
40-49y	70-79y	0.9977092685730224	5484	102163	37507	697128	0.9332604105709779	2022-04-15	Mar-May	Mideast/Mideast
40-49y	80-89y	0.9068902395259391	1772	102163	13333	697128	0.8483080030852143	2022-04-15	Mar-May	Mideast/Mideast
40-49y	90+y	0.8353039898290545	479	102163	3913	697128	0.7813459983331643	2022-04-15	Mar-May	Mideast/Mideast
50-59y	00-09y	0.9371441012697106	5582	94656	43868	697128	0.8766075612047179	2022-04-15	Mar-May	Mideast/Mideast
50-59y	10-19y	1.0014497222534693	8388	94656	61687	697128	0.9367592427934431	2022-04-15	Mar-May	Mideast/Mideast
50-59y	20-29y	0.9589354936381117	16597	94656	127469	697128	0.8969912986613565	2022-04-15	Mar-May	Mideast/Mideast
50-59y	30-39y	0.9805989841179525	19204	94656	144233	697128	0.9172553962862419	2022-04-15	Mar-May	Mideast/Mideast
50-59y	40-49y	0.9976436678737951	13839	94656	102163	697128	0.9331990474690973	2022-04-15	Mar-May	Mideast/Mideast
50-59y	50-59y	1.0945827261428493	14068	94656	94656	697128	1.0238761496773745	2022-04-15	Mar-May	Mideast/Mideast
50-59y	60-69y	1.0216059505683364	9474	94656	68299	697128	0.9556134426141983	2022-04-15	Mar-May	Mideast/Mideast
50-59y	70-79y	1.0110553740696373	5149	94656	37507	697128	0.9457443999330379	2022-04-15	Mar-May	Mideast/Mideast
50-59y	80-89y	1.0158234377068858	1839	94656	13333	697128	0.9502044617645687	2022-04-15	Mar-May	Mideast/Mideast
50-59y	90+y	0.9711900702388166	516	94656	3913	697128	0.9084542684362136	2022-04-15	Mar-May	Mideast/Mideast
60-69y	00-09y	0.949082689089298	4079	68299	43868	697128	0.8877749540726638	2022-04-15	Mar-May	Mideast/Mideast
60-69y	10-19y	0.9807074148543701	5927	68299	61687	697128	0.9173568227405959	2022-04-15	Mar-May	Mideast/Mideast
60-69y	20-29y	0.9364699129710413	11695	68299	127469	697128	0.875976923334311	2022-04-15	Mar-May	Mideast/Mideast
60-69y	30-39y	0.961305036266944	13584	68299	144233	697128	0.8992077763430887	2022-04-15	Mar-May	Mideast/Mideast
60-69y	40-49y	0.977009957957596	9779	68299	102163	697128	0.9138982098457922	2022-04-15	Mar-May	Mideast/Mideast
60-69y	50-59y	1.0216059505683364	9474	68299	94656	697128	0.9556134426141983	2022-04-15	Mar-May	Mideast/Mideast
60-69y	60-69y	1.1836110693046258	7920	68299	68299	697128	1.1071535439131206	2022-04-15	Mar-May	Mideast/Mideast
60-69y	70-79y	1.0847337366164111	3986	68299	37507	697128	1.014663373672698	2022-04-15	Mar-May	Mideast/Mideast
60-69y	80-89y	1.0962593758397305	1432	68299	13333	697128	1.0254444931154716	2022-04-15	Mar-May	Mideast/Mideast
60-69y	90+y	1.103389132974843	423	68299	3913	697128	1.0321136905267607	2022-04-15	Mar-May	Mideast/Mideast
70-79y	00-09y	0.9554300789356438	2255	37507	43868	697128	0.8937123226434973	2022-04-15	Mar-May	Mideast/Mideast
70-79y	10-19y	0.9521242596443625	3160	37507	61687	697128	0.8906200488055813	2022-04-15	Mar-May	Mideast/Mideast
70-79y	20-29y	0.8919368352409534	6117	37507	127469	697128	0.8343205413445818	2022-04-15	Mar-May	Mideast/Mideast
70-79y	30-39y	0.959401213276414	7445	37507	144233	697128	0.8974269342864265	2022-04-15	Mar-May	Mideast/Mideast
70-79y	40-49y	0.9977092685730224	5484	37507	102163	697128	0.9332604105709779	2022-04-15	Mar-May	Mideast/Mideast
70-79y	50-59y	1.0110553740696373	5149	37507	94656	697128	0.9457443999330379	2022-04-15	Mar-May	Mideast/Mideast
70-79y	60-69y	1.0847337366164111	3986	37507	68299	697128	1.014663373672698	2022-04-15	Mar-May	Mideast/Mideast
70-79y	70-79y	1.3023065672811773	2628	37507	37507	697128	1.2181816887482968	2022-04-15	Mar-May	Mideast/Mideast
70-79y	80-89y	1.3034186487344084	935	37507	13333	697128	1.2192219332627285	2022-04-15	Mar-May	Mideast/Mideast
70-79y	90+y	1.6529876004200488	348	37507	3913	697128	1.5462098381056006	2022-04-15	Mar-May	Mideast/Mideast
80-89y	00-09y	0.9070296210081462	761	13333	43868	697128	0.848438380965232	2022-04-15	Mar-May	Mideast/Mideast
80-89y	10-19y	0.8967609032250868	1058	13333	61687	697128	0.8388329898196109	2022-04-15	Mar-May	Mideast/Mideast
80-89y	20-29y	0.8363677815713525	2039	13333	127469	697128	0.7823410724990072	2022-04-15	Mar-May	Mideast/Mideast
80-89y	30-39y	0.8555236384428223	2360	13333	144233	697128	0.800259521702427	2022-04-15	Mar-May	Mideast/Mideast
80-89y	40-49y	0.9068902395259391	1772	13333	102163	697128	0.8483080030852143	2022-04-15	Mar-May	Mideast/Mideast
80-89y	50-59y	1.0158234377068858	1839	13333	94656	697128	0.9502044617645687	2022-04-15	Mar-May	Mideast/Mideast
80-89y	60-69y	1.0962593758397305	1432	13333	68299	697128	1.0254444931154716	2022-04-15	Mar-May	Mideast/Mideast
80-89y	70-79y	1.3034186487344084	935	13333	37507	697128	1.2192219332627285	2022-04-15	Mar-May	Mideast/Mideast
80-89y	80-89y	3.050958961666234	778	13333	13333	697128	2.8538766781952942	2022-04-15	Mar-May	Mideast/Mideast
80-89y	90+y	4.796994822647208	359	13333	3913	697128	4.487124154006922	2022-04-15	Mar-May	Mideast/Mideast
90+y	00-09y	0.7594452211034516	187	3913	43868	697128	0.7103874657462903	2022-04-15	Mar-May	Mideast/Mideast
90+y	10-19y	0.8779759392311658	304	3913	61687	697128	0.8212614749888406	2022-04-15	Mar-May	Mideast/Mideast
90+y	20-29y	0.6932338767185251	496	3913	127469	697128	0.6484531644507718	2022-04-15	Mar-May	Mideast/Mideast
90+y	30-39y	0.6954188167249591	563	3913	144233	697128	0.6504969642546906	2022-04-15	Mar-May	Mideast/Mideast
90+y	40-49y	0.8353039898290545	479	3913	102163	697128	0.7813459983331643	2022-04-15	Mar-May	Mideast/Mideast
90+y	50-59y	0.9711900702388166	516	3913	94656	697128	0.9084542684362136	2022-04-15	Mar-May	Mideast/Mideast
90+y	60-69y	1.103389132974843	423	3913	68299	697128	1.0321136905267607	2022-04-15	Mar-May	Mideast/Mideast
90+y	70-79y	1.6529876004200488	348	3913	37507	697128	1.5462098381056006	2022-04-15	Mar-May	Mideast/Mideast
90+y	80-89y	4.796994822647208	359	3913	13333	697128	4.487124154006922	2022-04-15	Mar-May	Mideast/Mideast
90+y	90+y	10.83601980959626	238	3913	3913	697128	10.136047258459339	2022-04-15	Mar-May	Mideast/Mideast
00-09y	00-09y	1.1294137107885411	252	4886	4886	106994	1.1594732787820394	2022-04-15	Mar-May	FL/Mideast
00-09y	10-19y	0.9861306399444452	330	4886	7328	106994	1.0123767008331395	2022-04-15	Mar-May	FL/Mideast
00-09y	20-29y	0.9040548924231605	707	4886	17125	106994	0.9281164911527131	2022-04-15	Mar-May	FL/Mideast
00-09y	30-39y	0.9408148591932166	809	4886	18830	106994	0.9658548316666047	2022-04-15	Mar-May	FL/Mideast
00-09y	40-49y	1.040714418176038	749	4886	15760	106994	1.0684132370553794	2022-04-15	Mar-May	FL/Mideast
00-09y	50-59y	0.9944707292300736	706	4886	15546	106994	1.020938763235048	2022-04-15	Mar-May	FL/Mideast
00-09y	60-69y	1.0942208814643566	721	4886	14429	106994	1.1233437853852934	2022-04-15	Mar-May	FL/Mideast
00-09y	70-79y	1.018625372468925	430	4886	9244	106994	1.0457362870533196	2022-04-15	Mar-May	FL/Mideast
00-09y	80-89y	1.008854517753346	153	4886	3321	106994	1.0357053791182054	2022-04-15	Mar-May	FL/Mideast
00-09y	90+y	1.2096084049665712	29	4886	525	106994	1.241802370514602	2022-04-15	Mar-May	FL/Mideast
10-19y	00-09y	0.9861306399444452	330	7328	4886	106994	1.0123767008331395	2022-04-15	Mar-May	FL/Mideast
10-19y	10-19y	0.9842727459490189	494	7328	7328	106994	1.0104693586237001	2022-04-15	Mar-May	FL/Mideast
10-19y	20-29y	1.0111790791444872	1186	7328	17125	106994	1.0380918091678593	2022-04-15	Mar-May	FL/Mideast
10-19y	30-39y	0.9777745592604016	1261	7328	18830	106994	1.0037982214186025	2022-04-15	Mar-May	FL/Mideast
10-19y	40-49y	0.9764687856743067	1054	7328	15760	106994	1.0024576944117545	2022-04-15	Mar-May	FL/Mideast
10-19y	50-59y	1.0209038646119672	1087	7328	15546	106994	1.0480754217127775	2022-04-15	Mar-May	FL/Mideast
10-19y	60-69y	1.0149360227507618	1003	7328	14429	106994	1.0419487445669569	2022-04-15	Mar-May	FL/Mideast
10-19y	70-79y	1.0092874919220587	639	7328	9244	106994	1.0361498769795559	2022-04-15	Mar-May	FL/Mideast
